"dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"FONDAPARINUX SODIUM",12253,"FONDAPARINUX SODIUM","FONDAPARINUX SODIUM","","","fondaparinux sodium",FALSE,"fondaparinux sodium"
"BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)",12033,"BUPRENORPHINE","BUPRENORPHINE HYDROCHLORIDE","Y","BUPRENORPHINE","buprenorphine",FALSE,"buprenorphine (buprenorphine hydrochloride)"
"THROMBIN (HUMAN)",11564,"THROMBIN","HUMAN","","","thrombin (human)",FALSE,"thrombin (human)"
"BENAZEPRIL HYDROCHLORIDE",1215,"BENAZEPRIL HYDROCHLORIDE","BENAZEPRIL HYDROCHLORIDE","","","benazepril hydrochloride",FALSE,"benazepril hydrochloride"
"ALLERGENIC EXTRACT NON-POLLEN",13215,"ALLERGENIC EXTRACT NON-POLLEN","ALLERGENIC EXTRACT NON-POLLEN","","","allergenic extract non-pollen",FALSE,"allergenic extract non-pollen"
"ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)",11264,"ZUCLOPENTHIXOL","ZUCLOPENTHIXOL HYDROCHLORIDE","","","zuclopenthixol (zuclopenthixol hydrochloride)",FALSE,"zuclopenthixol (zuclopenthixol hydrochloride)"
"SODIUM PHOSPHATE MONOBASIC",4753,"SODIUM PHOSPHATE MONOBASIC","SODIUM PHOSPHATE MONOBASIC","","","sodium phosphate monobasic",FALSE,"sodium phosphate monobasic"
"TOPIRAMATE",11384,"TOPIRAMATE","TOPIRAMATE","Y","TOPIRAMATE","topiramate",FALSE,"topiramate"
"CLOXACILLIN SODIUM",8411,"CLOXACILLIN SODIUM","CLOXACILLIN SODIUM","","","cloxacillin sodium",FALSE,"cloxacillin sodium"
"METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)",8029,"METHOTRIMEPRAZINE","METHOTRIMEPRAZINE MALEATE","","","methotrimeprazine (methotrimeprazine maleate)",FALSE,"methotrimeprazine (methotrimeprazine maleate)"
"NITISINONE",22811,"NITISINONE","NITISINONE","","","nitisinone",FALSE,"nitisinone"
"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein",22511,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","Recombinant BDD",NA,NA,NA,NA,NA
"STANDARDIZED BERMUDA GRASS POLLEN",22651,"STANDARDIZED BERMUDA GRASS POLLEN","STANDARDIZED BERMUDA GRASS POLLEN","","","standardized bermuda grass pollen",FALSE,"standardized bermuda grass pollen"
"ACETAZOLAMIDE",6299,"ACETAZOLAMIDE","ACETAZOLAMIDE","","","acetazolamide",FALSE,"acetazolamide"
"METHOTREXATE (METHOTREXATE SODIUM)",5900,"METHOTREXATE","METHOTREXATE SODIUM","Y","METHOTREXATE","methotrexate",FALSE,"methotrexate (methotrexate sodium)"
"FILGRASTIM (R-METHUG-CSF)",7657,"FILGRASTIM","R-METHUG-CSF","","","filgrastim (r-methug-csf)",FALSE,"filgrastim (r-methug-csf)"
"METRONIDAZOLE",9880,"METRONIDAZOLE","METRONIDAZOLE","Y","METRONIDAZOLE","metronidazole",FALSE,"metronidazole"
"RASBURICASE",13268,"RASBURICASE","RASBURICASE","","","rasburicase",FALSE,"rasburicase"
"DRONEDARONE (DRONEDARONE HYDROCHLORIDE)",20511,"DRONEDARONE","DRONEDARONE HYDROCHLORIDE","","","dronedarone (dronedarone hydrochloride)",FALSE,"dronedarone (dronedarone hydrochloride)"
"IVABRADINE (IVABRADINE HYDROCHLORIDE)",22836,"IVABRADINE","IVABRADINE HYDROCHLORIDE","","","ivabradine (ivabradine hydrochloride)",FALSE,"ivabradine (ivabradine hydrochloride)"
"MACROGOL",13418,"MACROGOL","MACROGOL","","","macrogol",FALSE,"macrogol"
"MACITENTAN",22162,"MACITENTAN","MACITENTAN","","","macitentan",FALSE,"macitentan"
"ANTI-THYMOCYTE GLOBULIN (RABBIT)",12118,"ANTI-THYMOCYTE GLOBULIN","RABBIT","","","anti-thymocyte globulin (rabbit)",FALSE,"anti-thymocyte globulin (rabbit)"
"CYCLOPHOSPHAMIDE",5927,"CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","","","cyclophosphamide",FALSE,"cyclophosphamide"
"BUDESONIDE",7581,"BUDESONIDE","BUDESONIDE","Y","BUDESONIDE","budesonide",FALSE,"budesonide"
"TIROFIBAN (TIROFIBAN HYDROCHLORIDE)",11752,"TIROFIBAN","TIROFIBAN HYDROCHLORIDE","","","tirofiban (tirofiban hydrochloride)",FALSE,"tirofiban (tirofiban hydrochloride)"
"MESNA",1281,"MESNA","MESNA","","","mesna",FALSE,"mesna"
"CARBOPROST (CARBOPROST TROMETHAMINE)",11320,"CARBOPROST","CARBOPROST TROMETHAMINE","","","carboprost (carboprost tromethamine)",FALSE,"carboprost (carboprost tromethamine)"
"AMPICILLIN (AMPICILLIN TRIHYDRATE)",8450,"AMPICILLIN","AMPICILLIN TRIHYDRATE",NA,NA,NA,NA,NA
"METHIONINE",7217,"METHIONINE","METHIONINE","","","methionine",FALSE,"methionine"
"DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT",7636,"DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT","DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT","","","dolichovespula arenaria venom protein extract",FALSE,"dolichovespula arenaria venom protein extract"
"FINASTERIDE",768,"FINASTERIDE","FINASTERIDE","Y","FINASTERIDE","finasteride",FALSE,"finasteride"
"EPINEPHRINE",8926,"EPINEPHRINE","EPINEPHRINE","Y","EPINEPHRINE","epinephrine",FALSE,"epinephrine"
"PRAVASTATIN SODIUM",1201,"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM","Y","PRAVASTATIN","pravastatin",FALSE,"pravastatin sodium"
"MIRTAZAPINE",12209,"MIRTAZAPINE","MIRTAZAPINE","Y","MIRTAZAPINE","mirtazapine",FALSE,"mirtazapine"
"THIAMAZOLE",14593,"THIAMAZOLE","THIAMAZOLE","","","thiamazole",FALSE,"thiamazole"
"DEXTRAN 70",710,"DEXTRAN 70","DEXTRAN 70","","","dextran 70",FALSE,"dextran 70"
"FLURAZEPAM HYDROCHLORIDE",4015,"FLURAZEPAM HYDROCHLORIDE","FLURAZEPAM HYDROCHLORIDE","Y","FLURAZEPAM","flurazepam",FALSE,"flurazepam hydrochloride"
"INACTIVATED POLIOVIRUS TYPE III",11935,"INACTIVATED POLIOVIRUS TYPE III","INACTIVATED POLIOVIRUS TYPE III","","","inactivated poliovirus type iii",FALSE,"inactivated poliovirus type iii"
"PYRAZINAMIDE",5937,"PYRAZINAMIDE","PYRAZINAMIDE","","","pyrazinamide",FALSE,"pyrazinamide"
"IODIXANOL",250,"IODIXANOL","IODIXANOL","","","iodixanol",FALSE,"iodixanol"
"MEPERIDINE HYDROCHLORIDE",9118,"MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE","Y","","meperidine",FALSE,"meperidine hydrochloride"
"DIATRIZOATE SODIUM",10133,"DIATRIZOATE SODIUM","DIATRIZOATE SODIUM","","","diatrizoate sodium",FALSE,"diatrizoate sodium"
"ADEFOVIR DIPIVOXIL",13233,"ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL","","","adefovir dipivoxil",FALSE,"adefovir dipivoxil"
"SUNITINIB (SUNITINIB MALATE)",19249,"SUNITINIB","SUNITINIB MALATE","","","sunitinib (sunitinib malate)",FALSE,"sunitinib (sunitinib malate)"
"BETAMETHASONE (BETAMETHASONE DIPROPIONATE)",7610,"BETAMETHASONE","BETAMETHASONE DIPROPIONATE","Y","BETAMETHASONE","betamethasone (base)",FALSE,"betamethasone (betamethasone dipropionate)"
"TENOXICAM",1220,"TENOXICAM","TENOXICAM","","","tenoxicam",FALSE,"tenoxicam"
"EFLORNITHINE HYDROCHLORIDE",12187,"EFLORNITHINE HYDROCHLORIDE","EFLORNITHINE HYDROCHLORIDE","","","eflornithine hydrochloride",FALSE,"eflornithine hydrochloride"
"IOTHALAMATE MEGLUMINE",12859,"IOTHALAMATE MEGLUMINE","IOTHALAMATE MEGLUMINE","","","iothalamate meglumine",FALSE,"iothalamate meglumine"
"UREA",8755,"UREA","UREA","","","urea",FALSE,"urea"
"THIOGUANINE",9449,"THIOGUANINE","THIOGUANINE",NA,NA,NA,NA,NA
"Colesevelam hydrochloride",20982,"Colesevelam hydrochloride","Colesevelam hydrochloride","","","colesevelam hydrochloride",FALSE,"colesevelam hydrochloride"
"DIHYDROERGOTAMINE MESYLATE",3359,"DIHYDROERGOTAMINE MESYLATE","DIHYDROERGOTAMINE MESYLATE","","","dihydroergotamine mesylate",FALSE,"dihydroergotamine mesylate"
"SODIUM SALICYLATE",9783,"SODIUM SALICYLATE","SODIUM SALICYLATE","","","sodium salicylate",FALSE,"sodium salicylate"
"DINOPROST (DINOPROST TROMETHAMINE)",11487,"DINOPROST","DINOPROST TROMETHAMINE","","","dinoprost (dinoprost tromethamine)",FALSE,"dinoprost (dinoprost tromethamine)"
"ESCULIN",9068,"ESCULIN","ESCULIN","Y","ESCULIN","esculin",FALSE,"esculin"
"GADOVERSETAMIDE",12039,"GADOVERSETAMIDE","GADOVERSETAMIDE","","","gadoversetamide",FALSE,"gadoversetamide"
"NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)",11770,"NARATRIPTAN","NARATRIPTAN HYDROCHLORIDE","","","naratriptan (naratriptan hydrochloride)",FALSE,"naratriptan (naratriptan hydrochloride)"
"BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE)",11318,"BENSERAZIDE","BENSERAZIDE HYDROCHLORIDE","","","benserazide (benserazide hydrochloride)",FALSE,"benserazide (benserazide hydrochloride)"
"ERYTHROMYCIN (ERYTHROMYCIN ESTOLATE)",8618,"ERYTHROMYCIN","ERYTHROMYCIN ESTOLATE","Y","ERYTHROMYCIN","erythromycin",FALSE,"erythromycin (erythromycin estolate)"
"RIZATRIPTAN (RIZATRIPTAN BENZOATE)",11899,"RIZATRIPTAN","RIZATRIPTAN BENZOATE","Y","RIZATRIPTAN","rizatriptan",FALSE,"rizatriptan (rizatriptan benzoate)"
"METHYLPHENIDATE HYDROCHLORIDE",6186,"METHYLPHENIDATE HYDROCHLORIDE","METHYLPHENIDATE HYDROCHLORIDE","Y","METHYLPHENIDATE","methylphenidate",FALSE,"methylphenidate hydrochloride"
"OMALIZUMAB",13365,"OMALIZUMAB","OMALIZUMAB","","","omalizumab",FALSE,"omalizumab"
"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3",19829,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3","","","human-bovine rotavirus reassortant type g3",FALSE,"human-bovine rotavirus reassortant type g3"
"SODIUM ASCORBATE",4937,"SODIUM ASCORBATE","SODIUM ASCORBATE","","","sodium ascorbate",FALSE,"sodium ascorbate"
"QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)",13315,"QUINAGOLIDE","QUINAGOLIDE HYDROCHLORIDE","","","quinagolide (quinagolide hydrochloride)",FALSE,"quinagolide (quinagolide hydrochloride)"
"HYDROXYCHLOROQUINE SULFATE",6506,"HYDROXYCHLOROQUINE SULFATE","HYDROXYCHLOROQUINE SULFATE","Y","HYDROXYCHLOROQUINE","hydroxychloroquine",FALSE,"hydroxychloroquine sulfate"
"OnabotulinumtoxinA",17056,"OnabotulinumtoxinA","OnabotulinumtoxinA","","","onabotulinumtoxina",FALSE,"onabotulinumtoxina"
"ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE",22653,"ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE","RECOMBINANT","","","antihemophilic factor (recombinant) porcine sequence",FALSE,"antihemophilic factor (recombinant) porcine sequence"
"WASP VENOM PROTEIN",2028,"WASP VENOM PROTEIN","WASP VENOM PROTEIN","","","wasp venom protein",FALSE,"wasp venom protein"
"BUSERELIN (BUSERELIN ACETATE)",11250,"BUSERELIN","BUSERELIN ACETATE","","","buserelin (buserelin acetate)",FALSE,"buserelin (buserelin acetate)"
"CITALOPRAM (CITALOPRAM HYDROBROMIDE)",11847,"CITALOPRAM","CITALOPRAM HYDROBROMIDE","Y","CITALOPRAM","citalopram",FALSE,"citalopram (citalopram hydrobromide)"
"DOMPERIDONE (DOMPERIDONE MALEATE)",1840,"DOMPERIDONE","DOMPERIDONE MALEATE","Y","DOMPERIDONE","domperidone",FALSE,"domperidone (domperidone maleate)"
"BUTALBITAL",8231,"BUTALBITAL","BUTALBITAL","","","butalbital",FALSE,"butalbital"
"CLINDAMYCIN PHOSPHATE",12037,"CLINDAMYCIN PHOSPHATE","CLINDAMYCIN PHOSPHATE","Y","CLINDAMYCIN","clindamycin",FALSE,"clindamycin phosphate"
"ACETIC ACID",47,"ACETIC ACID","ACETIC ACID","","","acetic acid",FALSE,"acetic acid"
"PSEUDOEPHEDRINE SULFATE",773,"PSEUDOEPHEDRINE SULFATE","PSEUDOEPHEDRINE SULFATE","","","pseudoephedrine sulfate",FALSE,"pseudoephedrine sulfate"
"EPOETIN ALFA",299,"EPOETIN ALFA","EPOETIN ALFA","","","epoetin alfa",FALSE,"epoetin alfa"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F",20532,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F","","","pneumococcal polysaccharide serotype 23f",FALSE,"pneumococcal polysaccharide serotype 23f"
"PAMABROM",9437,"PAMABROM","PAMABROM","","","pamabrom",FALSE,"pamabrom"
"BETAMETHASONE (BETAMETHASONE SODIUM PHOSPHATE)",7610,"BETAMETHASONE","BETAMETHASONE SODIUM PHOSPHATE","Y","BETAMETHASONE","betamethasone (base)",FALSE,"betamethasone (betamethasone sodium phosphate)"
"CLOBETASOL PROPIONATE",7558,"CLOBETASOL PROPIONATE","CLOBETASOL PROPIONATE","Y","CLOBETASOL","clobetasol",FALSE,"clobetasol propionate"
"INSULIN DETEMIR",13104,"INSULIN DETEMIR","INSULIN DETEMIR","Y","INSULIN DETEMIR","insulin detemir",FALSE,"insulin detemir"
"CLONIDINE HYDROCHLORIDE",2564,"CLONIDINE HYDROCHLORIDE","CLONIDINE HYDROCHLORIDE","Y","CLONIDINE","clonidine",FALSE,"clonidine hydrochloride"
"CALCITONIN (SALMON SYNTHETIC)",13186,"CALCITONIN","SALMON SYNTHETIC","","","calcitonin (salmon synthetic)",FALSE,"calcitonin (salmon synthetic)"
"MELPHALAN (MELPHALAN HYDROCHLORIDE)",9872,"MELPHALAN","MELPHALAN HYDROCHLORIDE","","","melphalan (melphalan hydrochloride)",FALSE,"melphalan (melphalan hydrochloride)"
"MICAFUNGIN SODIUM",20128,"MICAFUNGIN SODIUM","MICAFUNGIN SODIUM","","","micafungin sodium",FALSE,"micafungin sodium"
"BAZEDOXIFENE (BAZEDOXIFENE ACETATE)",22524,"BAZEDOXIFENE","BAZEDOXIFENE ACETATE","","","bazedoxifene (bazedoxifene acetate)",FALSE,"bazedoxifene (bazedoxifene acetate)"
"BETAXOLOL (BETAXOLOL HYDROCHLORIDE)",11219,"BETAXOLOL","BETAXOLOL HYDROCHLORIDE","","","betaxolol (betaxolol hydrochloride)",FALSE,"betaxolol (betaxolol hydrochloride)"
"STANDARDIZED SWEET VERNAL GRASS POLLEN",20460,"STANDARDIZED SWEET VERNAL GRASS POLLEN","STANDARDIZED SWEET VERNAL GRASS POLLEN","","","standardized sweet vernal grass pollen",FALSE,"standardized sweet vernal grass pollen"
"CALCIUM GLYCEROPHOSPHATE",4775,"CALCIUM GLYCEROPHOSPHATE","CALCIUM GLYCEROPHOSPHATE","","","calcium glycerophosphate",FALSE,"calcium glycerophosphate"
"COCOA BUTTER",854,"COCOA BUTTER","COCOA BUTTER","","","cocoa butter",FALSE,"cocoa butter"
"TETANUS PROTEIN",7652,"TETANUS PROTEIN","TETANUS PROTEIN","","","tetanus protein",FALSE,"tetanus protein"
"ENALAPRIL MALEATE",1810,"ENALAPRIL MALEATE","ENALAPRIL MALEATE","Y","ENALAPRIL","enalapril",FALSE,"enalapril maleate"
"DIBUCAINE HYDROCHLORIDE",7053,"DIBUCAINE HYDROCHLORIDE","DIBUCAINE HYDROCHLORIDE","Y","DIBUCAINE","dibucaine",FALSE,"dibucaine hydrochloride"
"ATRACURIUM BESYLATE",1844,"ATRACURIUM BESYLATE","ATRACURIUM BESYLATE","","","atracurium besylate",FALSE,"atracurium besylate"
"HYDROCORTISONE (HYDROCORTISONE ACETATE)",7532,"HYDROCORTISONE","HYDROCORTISONE ACETATE","Y","HYDROCORTISONE","hydrocortisone",FALSE,"hydrocortisone (hydrocortisone acetate)"
"METHOTREXATE",5900,"METHOTREXATE","METHOTREXATE","Y","METHOTREXATE","methotrexate",FALSE,"methotrexate"
"MIDAZOLAM",11188,"MIDAZOLAM","MIDAZOLAM","","","midazolam",FALSE,"midazolam"
"DIPHENYLPYRALINE HYDROCHLORIDE",9613,"DIPHENYLPYRALINE HYDROCHLORIDE","DIPHENYLPYRALINE HYDROCHLORIDE","","","diphenylpyraline hydrochloride",FALSE,"diphenylpyraline hydrochloride"
"METHYLDOPA",10295,"METHYLDOPA","METHYLDOPA","","","methyldopa",FALSE,"methyldopa"
"TIPRANAVIR",12684,"TIPRANAVIR","TIPRANAVIR","","","tipranavir",FALSE,"tipranavir"
"BROMOCRIPTINE (BROMOCRIPTINE MESYLATE)",11220,"BROMOCRIPTINE","BROMOCRIPTINE MESYLATE","","","bromocriptine (bromocriptine mesylate)",FALSE,"bromocriptine (bromocriptine mesylate)"
"FISH OIL",638,"FISH OIL","FISH OIL","","","fish oil",FALSE,"fish oil"
"PORACTANT ALFA",11967,"PORACTANT ALFA","PORACTANT ALFA","","","poractant alfa",FALSE,"poractant alfa"
"CARBAMAZEPINE",4182,"CARBAMAZEPINE","CARBAMAZEPINE","Y","CARBAMAZEPINE","carbamazepine",FALSE,"carbamazepine"
"TOBRAMYCIN (TOBRAMYCIN SULFATE)",8565,"TOBRAMYCIN","TOBRAMYCIN SULFATE","Y","TOBRAMYCIN","tobramycin",FALSE,"tobramycin (tobramycin sulfate)"
"ETIDRONATE DISODIUM",12611,"ETIDRONATE DISODIUM","ETIDRONATE DISODIUM","","","etidronate disodium",FALSE,"etidronate disodium"
"VITAMIN B2 (RIBOFLAVIN)",11171,"VITAMIN B2","RIBOFLAVIN","","","vitamin B2 (riboflavin)",FALSE,"vitamin B2 (riboflavin)"
"CALCIUM ACETATE",4810,"CALCIUM ACETATE","CALCIUM ACETATE","","","calcium acetate",FALSE,"calcium acetate"
"RITUXIMAB",11982,"RITUXIMAB","RITUXIMAB","","","rituximab",FALSE,"rituximab"
"FLUPHENAZINE HYDROCHLORIDE",20269,"FLUPHENAZINE HYDROCHLORIDE","FLUPHENAZINE HYDROCHLORIDE","","","fluphenazine hydrochloride",FALSE,"fluphenazine hydrochloride"
"DIPYRIDAMOLE",7219,"DIPYRIDAMOLE","DIPYRIDAMOLE","","","dipyridamole",FALSE,"dipyridamole"
"BETAINE",6871,"BETAINE","BETAINE","","","betaine",FALSE,"betaine"
"MOCLOBEMIDE",7943,"MOCLOBEMIDE","MOCLOBEMIDE","","","moclobemide",FALSE,"moclobemide"
"POVIDONE",10212,"POVIDONE","POVIDONE","","","povidone",FALSE,"povidone"
"DALTEPARIN SODIUM",269,"DALTEPARIN SODIUM","DALTEPARIN SODIUM","","","dalteparin sodium",FALSE,"dalteparin sodium"
"GEMCITABINE (GEMCITABINE HYDROCHLORIDE)",11262,"GEMCITABINE","GEMCITABINE HYDROCHLORIDE","","","gemcitabine (gemcitabine hydrochloride)",FALSE,"gemcitabine (gemcitabine hydrochloride)"
"OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)",11956,"OSELTAMIVIR","OSELTAMIVIR PHOSPHATE","","","oseltamivir (oseltamivir phosphate)",FALSE,"oseltamivir (oseltamivir phosphate)"
"ALFENTANIL (ALFENTANIL HYDROCHLORIDE)",11173,"ALFENTANIL","ALFENTANIL HYDROCHLORIDE","","","alfentanil (alfentanil hydrochloride)",FALSE,"alfentanil (alfentanil hydrochloride)"
"IMATINIB (IMATINIB MESYLATE)",12429,"IMATINIB","IMATINIB MESYLATE","","","imatinib (imatinib mesylate)",FALSE,"imatinib (imatinib mesylate)"
"SUFENTANIL (SUFENTANIL CITRATE)",12343,"SUFENTANIL","SUFENTANIL CITRATE","","","sufentanil (sufentanil citrate)",FALSE,"sufentanil (sufentanil citrate)"
"TRETINOIN",5054,"TRETINOIN","TRETINOIN","","","tretinoin",FALSE,"tretinoin"
"MIGLUSTAT",13313,"MIGLUSTAT","MIGLUSTAT","","","miglustat",FALSE,"miglustat"
"Ticagrelor",20742,"Ticagrelor","Ticagrelor","","","ticagrelor",FALSE,"ticagrelor"
"CINACALCET (CINACALCET HYDROCHLORIDE)",13352,"CINACALCET","CINACALCET HYDROCHLORIDE","","","cinacalcet (cinacalcet hydrochloride)",FALSE,"cinacalcet (cinacalcet hydrochloride)"
"LYSINE (L-LYSINE ACETATE)",9806,"LYSINE","L-LYSINE ACETATE","","","lysine (l-lysine acetate)",FALSE,"lysine (l-lysine acetate)"
"DOXAZOSIN (DOXAZOSIN MESYLATE)",11258,"DOXAZOSIN","DOXAZOSIN MESYLATE","Y","DOXAZOSIN","doxazosin",FALSE,"doxazosin (doxazosin mesylate)"
"FENOFIBRATE",1381,"FENOFIBRATE","FENOFIBRATE","Y","FENOFIBRATE","fenofibrate",FALSE,"fenofibrate"
"ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL",3980,"ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","","","aluminum hydroxide-magnesium carbonate-co dried gel",FALSE,"aluminum hydroxide-magnesium carbonate-co dried gel"
"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)",12371,"ESOMEPRAZOLE","Esomeprazole magnesium dihydrate","Y","ESOMEPRAZOLE","esomeprazole",TRUE,"esomeprazole (esomeprazole magnesium)"
"SUCCINYLCHOLINE CHLORIDE",8833,"SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE","","","succinylcholine chloride",FALSE,"succinylcholine chloride"
"TYROSINE",9750,"TYROSINE","TYROSINE","","","tyrosine",FALSE,"tyrosine"
"INSULIN BIOSYNTHETIC HUMAN BR",7300,"INSULIN BIOSYNTHETIC HUMAN BR","INSULIN BIOSYNTHETIC HUMAN BR","","","insulin biosynthetic human br",FALSE,"insulin biosynthetic human br"
"PHENYLALANINE",10223,"PHENYLALANINE","PHENYLALANINE","","","phenylalanine",FALSE,"phenylalanine"
"Eslicarbazepine acetate",22430,"Eslicarbazepine acetate","Eslicarbazepine acetate","","","eslicarbazepine acetate",FALSE,"eslicarbazepine acetate"
"OXAPROZIN",1863,"OXAPROZIN","OXAPROZIN","","","oxaprozin",FALSE,"oxaprozin"
"EPINEPHRINE BITARTRATE",8923,"EPINEPHRINE BITARTRATE","EPINEPHRINE BITARTRATE","Y","EPINEPHRINE","epinephrine",FALSE,"epinephrine bitartrate"
"Dasabuvir (Dasabuvir sodium monohydrate)",22555,"Dasabuvir","Dasabuvir sodium monohydrate","","","dasabuvir (dasabuvir sodium monohydrate)",TRUE,"dasabuvir (dasabuvir sodium monohydrate)"
"STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",22273,"STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",NA,NA,NA,NA,NA
"METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)",20439,"METHYL AMINOLEVULINATE","METHYL AMINOLEVULINATE HYDROCHLORIDE","","","methyl aminolevulinate (methyl aminolevulinate hydrochloride)",FALSE,"methyl aminolevulinate (methyl aminolevulinate hydrochloride)"
"FLUTAMIDE",1847,"FLUTAMIDE","FLUTAMIDE","","","flutamide",FALSE,"flutamide"
"PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)",11340,"PAROXETINE","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","Y","PAROXETINE","paroxetine",FALSE,"paroxetine (paroxetine hydrochloride)"
"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14",20528,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","","","pneumococcal polysaccharide serotype 14",FALSE,"pneumococcal polysaccharide serotype 14"
"BUSULFAN",9556,"BUSULFAN","BUSULFAN","","","busulfan",FALSE,"busulfan"
"TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)",22668,"TENOFOVIR ALAFENAMIDE","TENOFOVIR ALAFENAMIDE HEMIFUMARATE","","","tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,"tenofovir alafenamide (tenofovir alafenamide hemifumarate)"
"CHOLESTYRAMINE RESIN",10235,"CHOLESTYRAMINE RESIN","CHOLESTYRAMINE RESIN","","","cholestyramine resin",FALSE,"cholestyramine resin"
"CEFPROZIL",188,"CEFPROZIL","CEFPROZIL","Y","CEFPROZIL","cefprozil",FALSE,"cefprozil"
"VITAMIN B2",11171,"VITAMIN B2","VITAMIN B2","","","vitamin B2",FALSE,"vitamin B2"
"TIAPROFENIC ACID",1921,"TIAPROFENIC ACID","TIAPROFENIC ACID","","","tiaprofenic acid",FALSE,"tiaprofenic acid"
"MORPHINE SULFATE",9117,"MORPHINE SULFATE","MORPHINE SULFATE","Y","MORPHINE","morphine",FALSE,"morphine sulfate"
"L-CYSTEINE",5416,"L-CYSTEINE","L-CYSTEINE","","","l-cysteine",FALSE,"l-cysteine"
"SELENIUM (SELENIOUS ACID)",2295,"SELENIUM","SELENIOUS ACID","","","selenium (selenious acid)",FALSE,"selenium (selenious acid)"
"MANGANESE (MANGANESE SULFATE)",10194,"MANGANESE","MANGANESE SULFATE","","","manganese (manganese sulfate)",FALSE,"manganese (manganese sulfate)"
"NAPHAZOLINE HYDROCHLORIDE",9542,"NAPHAZOLINE HYDROCHLORIDE","NAPHAZOLINE HYDROCHLORIDE","","","naphazoline hydrochloride",FALSE,"naphazoline hydrochloride"
"CHLORDIAZEPOXIDE HYDROCHLORIDE",10260,"CHLORDIAZEPOXIDE HYDROCHLORIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE","","","chlordiazepoxide hydrochloride",FALSE,"chlordiazepoxide hydrochloride"
"GLYCOL SALICYLATE",9724,"GLYCOL SALICYLATE","GLYCOL SALICYLATE","","","glycol salicylate",FALSE,"glycol salicylate"
"ETANERCEPT",12032,"ETANERCEPT","ETANERCEPT","","","etanercept",FALSE,"etanercept"
"PROPRANOLOL HYDROCHLORIDE",10127,"PROPRANOLOL HYDROCHLORIDE","PROPRANOLOL HYDROCHLORIDE","Y","PROPRANOLOL","propranolol",FALSE,"propranolol hydrochloride"
"ALENDRONIC ACID (ALENDRONATE SODIUM)",13353,"ALENDRONIC ACID","ALENDRONATE SODIUM","Y","ALENDRONATE","alendronic acid",FALSE,"alendronic acid (alendronate sodium)"
"NON POLLEN",3854,"NON POLLEN","NON POLLEN","","","non pollen",FALSE,"non pollen"
