ccdd	top250name	dpd_ingredient	ing_stem	hydrate	ntp_ing
		RASBURICASE	RASBURICASE	FALSE	RASBURICASE
		RECOMBINANT CHOLERA TOXIN B SUBUNIT	RECOMBINANT CHOLERA TOXIN B SUBUNIT	FALSE	RECOMBINANT CHOLERA TOXIN B SUBUNIT
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN
		RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN	FALSE	RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN
		Recombinant Neisseria meningitidis group B fHBP fusion protein	Recombinant Neisseria meningitidis group B fHBP fusion protein	FALSE	Recombinant Neisseria meningitidis group B fHBP fusion protein
		Recombinant Neisseria meningitidis group B NadA protein	Recombinant Neisseria meningitidis group B NadA protein	FALSE	Recombinant Neisseria meningitidis group B NadA protein
		Recombinant Neisseria meningitidis group B NHBA fusion protein	Recombinant Neisseria meningitidis group B NHBA fusion protein	FALSE	Recombinant Neisseria meningitidis group B NHBA fusion protein
		Regorafenib	Regorafenib	FALSE	Regorafenib
		REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)	REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)	FALSE	REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)
Y	REPAGLINIDE	REPAGLINIDE	REPAGLINIDE	FALSE	REPAGLINIDE
		RESLIZUMAB	RESLIZUMAB	FALSE	RESLIZUMAB
		RHO D IMMUNE GLOBULIN HUMAN	RHO D IMMUNE GLOBULIN HUMAN	FALSE	RHO D IMMUNE GLOBULIN HUMAN
		RIBAVIRIN	RIBAVIRIN	FALSE	RIBAVIRIN
		RIFABUTIN	RIFABUTIN	FALSE	RIFABUTIN
		RIFAMPIN	RIFAMPIN	FALSE	RIFAMPIN
		RIFAXIMIN	RIFAXIMIN	FALSE	RIFAXIMIN
		RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)	RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)	FALSE	RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)
		RILUZOLE	RILUZOLE	FALSE	RILUZOLE
		RIOCIGUAT	RIOCIGUAT	FALSE	RIOCIGUAT
Y	RISEDRONATE	RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)	RISEDRONATE	TRUE	RISEDRONATE SODIUM
Y	RISEDRONATE	RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE)	RISEDRONATE	TRUE	RISEDRONATE SODIUM
Y	RISPERIDONE	RISPERIDONE	RISPERIDONE	FALSE	RISPERIDONE
Y	RISPERIDONE	RISPERIDONE (RISPERIDONE TARTRATE)	RISPERIDONE	FALSE	RISPERIDONE (RISPERIDONE TARTRATE)
		RITONAVIR	RITONAVIR	FALSE	RITONAVIR
		RITUXIMAB	RITUXIMAB	FALSE	RITUXIMAB
Y	RIVAROXABAN	RIVAROXABAN	RIVAROXABAN	FALSE	RIVAROXABAN
Y	RIVASTIGMINE	RIVASTIGMINE	RIVASTIGMINE	FALSE	RIVASTIGMINE
Y	RIVASTIGMINE	RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)	RIVASTIGMINE	FALSE	RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)
Y	RIZATRIPTAN	RIZATRIPTAN (RIZATRIPTAN BENZOATE)	RIZATRIPTAN	FALSE	RIZATRIPTAN (RIZATRIPTAN BENZOATE)
		ROCURONIUM BROMIDE	ROCURONIUM BROMIDE	FALSE	ROCURONIUM BROMIDE
		Romidepsin	Romidepsin	FALSE	Romidepsin
		ROMIPLOSTIM	ROMIPLOSTIM	FALSE	ROMIPLOSTIM
		ROPINIROLE (ROPINIROLE HYDROCHLORIDE)	ROPINIROLE (ROPINIROLE HYDROCHLORIDE)	FALSE	ROPINIROLE (ROPINIROLE HYDROCHLORIDE)
		ROPIVACAINE HYDROCHLORIDE	ROPIVACAINE HYDROCHLORIDE	FALSE	ROPIVACAINE HYDROCHLORIDE
		ROSIGLITAZONE (ROSIGLITAZONE MALEATE)	ROSIGLITAZONE (ROSIGLITAZONE MALEATE)	FALSE	ROSIGLITAZONE (ROSIGLITAZONE MALEATE)
Y	ROSUVASTATIN	ROSUVASTATIN (ROSUVASTATIN CALCIUM)	ROSUVASTATIN	FALSE	ROSUVASTATIN (ROSUVASTATIN CALCIUM)
		"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)"	"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)"	FALSE	"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)"
		ROTIGOTINE	ROTIGOTINE	FALSE	ROTIGOTINE
		RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)	RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)	FALSE	RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)
		RUFINAMIDE	RUFINAMIDE	FALSE	RUFINAMIDE
		RUPATADINE (RUPATADINE FUMARATE)	RUPATADINE (RUPATADINE FUMARATE)	FALSE	RUPATADINE (RUPATADINE FUMARATE)
		Ruxolitinib (Ruxolitinib Phosphate)	Ruxolitinib (Ruxolitinib Phosphate)	FALSE	Ruxolitinib (Ruxolitinib Phosphate)
Y	SALBUTAMOL	SALBUTAMOL	SALBUTAMOL	FALSE	SALBUTAMOL
Y	SALBUTAMOL	SALBUTAMOL (SALBUTAMOL SULFATE)	SALBUTAMOL	FALSE	SALBUTAMOL (SALBUTAMOL SULFATE)
		SALICYLIC ACID	SALICYLIC ACID	FALSE	SALICYLIC ACID
Y	SALMETEROL	SALMETEROL (SALMETEROL XINAFOATE)	SALMETEROL	FALSE	SALMETEROL (SALMETEROL XINAFOATE)
		SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE	SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE	FALSE	SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE
		SAPROPTERIN DIHYDROCHLORIDE	SAPROPTERIN DIHYDROCHLORIDE	FALSE	SAPROPTERIN DIHYDROCHLORIDE
		SAQUINAVIR (SAQUINAVIR MESYLATE)	SAQUINAVIR (SAQUINAVIR MESYLATE)	FALSE	SAQUINAVIR (SAQUINAVIR MESYLATE)
		SARILUMAB	SARILUMAB	FALSE	SARILUMAB
Y	SAXAGLIPTIN	SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)	SAXAGLIPTIN	FALSE	SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)
		SCOPOLAMINE HYDROBROMIDE	SCOPOLAMINE HYDROBROMIDE	FALSE	SCOPOLAMINE HYDROBROMIDE
		Secukinumab	Secukinumab	FALSE	Secukinumab
		SELEGILINE HYDROCHLORIDE	SELEGILINE HYDROCHLORIDE	FALSE	SELEGILINE HYDROCHLORIDE
		SELENIUM (SELENIOUS ACID)	SELENIUM (SELENIOUS ACID)	FALSE	SELENIUM (SELENIOUS ACID)
		SELENIUM (SELENIUM HVP CHELATE)	SELENIUM (SELENIUM HVP CHELATE)	FALSE	SELENIUM (SELENIUM HVP CHELATE)
		SELEXIPAG	SELEXIPAG	FALSE	SELEXIPAG
		SENNOSIDES	SENNOSIDES	FALSE	SENNOSIDES
		SENNOSIDES (SENNA)	SENNOSIDES (SENNA)	FALSE	SENNOSIDES (SENNA)
		SERINE	SERINE	FALSE	SERINE
Y	SERTRALINE	SERTRALINE (SERTRALINE HYDROCHLORIDE)	SERTRALINE	FALSE	SERTRALINE (SERTRALINE HYDROCHLORIDE)
		Sevelamer Carbonate	Sevelamer Carbonate	FALSE	Sevelamer Carbonate
		SEVELAMER HYDROCHLORIDE	SEVELAMER HYDROCHLORIDE	FALSE	SEVELAMER HYDROCHLORIDE
		SEVOFLURANE	SEVOFLURANE	FALSE	SEVOFLURANE
Y	SILDENAFIL	SILDENAFIL (SILDENAFIL CITRATE)	SILDENAFIL	FALSE	SILDENAFIL (SILDENAFIL CITRATE)
		SILICON DIOXIDE	SILICON DIOXIDE	FALSE	SILICON DIOXIDE
		SILICONE	SILICONE	FALSE	SILICONE
		SILTUXIMAB	SILTUXIMAB	FALSE	SILTUXIMAB
		SILVER SULFADIAZINE	SILVER SULFADIAZINE	FALSE	SILVER SULFADIAZINE
		simeprevir (Simeprevir sodium)	simeprevir (Simeprevir sodium)	FALSE	simeprevir (Simeprevir sodium)
		SIMETHICONE	SIMETHICONE	FALSE	SIMETHICONE
		SIMOCTOCOG ALFA	SIMOCTOCOG ALFA	FALSE	SIMOCTOCOG ALFA
Y	SIMVASTATIN	SIMVASTATIN	SIMVASTATIN	FALSE	SIMVASTATIN
		SINCALIDE	SINCALIDE	FALSE	SINCALIDE
		Sinecatechins	Sinecatechins	FALSE	Sinecatechins
		SIROLIMUS	SIROLIMUS	FALSE	SIROLIMUS
Y	SITAGLIPTIN	SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)	SITAGLIPTIN	TRUE	SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)
		SODIUM ACETATE	SODIUM ACETATE	FALSE	SODIUM ACETATE
		SODIUM ACETATE TRIHYDRATE	SODIUM ACETATE TRIHYDRATE	TRUE	SODIUM ACETATE TRIHYDRATE
		SODIUM ASCORBATE	SODIUM ASCORBATE	FALSE	SODIUM ASCORBATE
		SODIUM BICARBONATE	SODIUM BICARBONATE	FALSE	SODIUM BICARBONATE
		SODIUM BISULFITE	SODIUM BISULFITE	FALSE	SODIUM BISULFITE
		SODIUM CARBONATE (ANHYDROUS)	SODIUM CARBONATE (ANHYDROUS)	FALSE	SODIUM CARBONATE (ANHYDROUS)
		SODIUM CARBOXYMETHYL CELLULOSE	SODIUM CARBOXYMETHYL CELLULOSE	FALSE	SODIUM CARBOXYMETHYL CELLULOSE
		SODIUM CHLORIDE	SODIUM CHLORIDE	FALSE	SODIUM CHLORIDE
		SODIUM CITRATE	SODIUM CITRATE	FALSE	SODIUM CITRATE
		SODIUM CITRATE DIHYDRATE	SODIUM CITRATE DIHYDRATE	TRUE	SODIUM CITRATE DIHYDRATE
		SODIUM FLUORIDE	SODIUM FLUORIDE	FALSE	SODIUM FLUORIDE
		SODIUM GLUCONATE	SODIUM GLUCONATE	FALSE	SODIUM GLUCONATE
		SODIUM GLYCEROPHOSPHATE	SODIUM GLYCEROPHOSPHATE	FALSE	SODIUM GLYCEROPHOSPHATE
		SODIUM HYPOCHLORITE	SODIUM HYPOCHLORITE	FALSE	SODIUM HYPOCHLORITE
		SODIUM IODIDE	SODIUM IODIDE	FALSE	SODIUM IODIDE
		SODIUM IOXITALAMATE	SODIUM IOXITALAMATE	FALSE	SODIUM IOXITALAMATE
		SODIUM LACTATE	SODIUM LACTATE	FALSE	SODIUM LACTATE
		SODIUM LAURYL SULFOACETATE	SODIUM LAURYL SULFOACETATE	FALSE	SODIUM LAURYL SULFOACETATE
		SODIUM NITRITE	SODIUM NITRITE	FALSE	SODIUM NITRITE
		SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE	FALSE	SODIUM NITROPRUSSIDE
		SODIUM OXYBATE	SODIUM OXYBATE	FALSE	SODIUM OXYBATE
		Sodium phenylbutyrate	Sodium phenylbutyrate	FALSE	Sodium phenylbutyrate
		SODIUM PHOSPHATE DIBASIC	SODIUM PHOSPHATE DIBASIC	FALSE	SODIUM PHOSPHATE DIBASIC
		SODIUM PHOSPHATE MONOBASIC	SODIUM PHOSPHATE MONOBASIC	FALSE	SODIUM PHOSPHATE MONOBASIC
		"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"	"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"	TRUE	"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"
		SODIUM PICOSULFATE	SODIUM PICOSULFATE	FALSE	SODIUM PICOSULFATE
		SODIUM POLYSTYRENE SULFONATE	SODIUM POLYSTYRENE SULFONATE	FALSE	SODIUM POLYSTYRENE SULFONATE
		SODIUM SALICYLATE	SODIUM SALICYLATE	FALSE	SODIUM SALICYLATE
		SODIUM SULFATE	SODIUM SULFATE	FALSE	SODIUM SULFATE
		Sodium Sulfate Anhydrous	Sodium Sulfate Anhydrous	FALSE	Sodium Sulfate Anhydrous
		SODIUM TETRADECYL SULFATE	SODIUM TETRADECYL SULFATE	FALSE	SODIUM TETRADECYL SULFATE
		SODIUM THIOSULFATE	SODIUM THIOSULFATE	FALSE	SODIUM THIOSULFATE
		SOFOSBUVIR	SOFOSBUVIR	FALSE	SOFOSBUVIR
Y	SOLIFENACIN	SOLIFENACIN SUCCINATE	SOLIFENACIN	FALSE	SOLIFENACIN SUCCINATE
		SOMATROPIN	SOMATROPIN	FALSE	SOMATROPIN
		SORAFENIB (SORAFENIB TOSYLATE)	SORAFENIB (SORAFENIB TOSYLATE)	FALSE	SORAFENIB (SORAFENIB TOSYLATE)
		SORBITOL	SORBITOL	FALSE	SORBITOL
		SOTALOL HYDROCHLORIDE	SOTALOL HYDROCHLORIDE	FALSE	SOTALOL HYDROCHLORIDE
		SOYBEAN OIL	SOYBEAN OIL	FALSE	SOYBEAN OIL
		SPIRAMYCIN	SPIRAMYCIN	FALSE	SPIRAMYCIN
Y	SPIRONOLACTONE	SPIRONOLACTONE	SPIRONOLACTONE	FALSE	SPIRONOLACTONE
		STANDARDIZED BERMUDA GRASS POLLEN	STANDARDIZED BERMUDA GRASS POLLEN	FALSE	STANDARDIZED BERMUDA GRASS POLLEN
		STANDARDIZED CAT HAIR ACETONE PRECIPITATED	STANDARDIZED CAT HAIR ACETONE PRECIPITATED	FALSE	STANDARDIZED CAT HAIR ACETONE PRECIPITATED
		STANDARDIZED CAT PELT	STANDARDIZED CAT PELT	FALSE	STANDARDIZED CAT PELT
		STANDARDIZED CAT PELT ACETONE PRECIPITATED	STANDARDIZED CAT PELT ACETONE PRECIPITATED	FALSE	STANDARDIZED CAT PELT ACETONE PRECIPITATED
		STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN	STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN	FALSE	STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN
		STANDARDIZED MEADOW FESCUE GRASS POLLEN	STANDARDIZED MEADOW FESCUE GRASS POLLEN	FALSE	STANDARDIZED MEADOW FESCUE GRASS POLLEN
		STANDARDIZED ORCHARD GRASS POLLEN	STANDARDIZED ORCHARD GRASS POLLEN	FALSE	STANDARDIZED ORCHARD GRASS POLLEN
		STANDARDIZED PERENNIAL RYE GRASS POLLEN	STANDARDIZED PERENNIAL RYE GRASS POLLEN	FALSE	STANDARDIZED PERENNIAL RYE GRASS POLLEN
		STANDARDIZED REDTOP GRASS POLLEN	STANDARDIZED REDTOP GRASS POLLEN	FALSE	STANDARDIZED REDTOP GRASS POLLEN
		STANDARDIZED SWEET VERNAL GRASS POLLEN	STANDARDIZED SWEET VERNAL GRASS POLLEN	FALSE	STANDARDIZED SWEET VERNAL GRASS POLLEN
		STANDARDIZED TIMOTHY GRASS POLLEN	STANDARDIZED TIMOTHY GRASS POLLEN	FALSE	STANDARDIZED TIMOTHY GRASS POLLEN
		STARCH	STARCH	FALSE	STARCH
		STAVUDINE	STAVUDINE	FALSE	STAVUDINE
		Stiripentol	Stiripentol	FALSE	Stiripentol
		STORAX	STORAX	FALSE	STORAX
		STREPTOMYCIN (STREPTOMYCIN SULFATE)	STREPTOMYCIN (STREPTOMYCIN SULFATE)	FALSE	STREPTOMYCIN (STREPTOMYCIN SULFATE)
		STREPTOZOCIN	STREPTOZOCIN	FALSE	STREPTOZOCIN
		SUCCINYLCHOLINE CHLORIDE	SUCCINYLCHOLINE CHLORIDE	FALSE	SUCCINYLCHOLINE CHLORIDE
		SUCRALFATE	SUCRALFATE	FALSE	SUCRALFATE
		SUFENTANIL (SUFENTANIL CITRATE)	SUFENTANIL (SUFENTANIL CITRATE)	FALSE	SUFENTANIL (SUFENTANIL CITRATE)
		SUGAMMADEX (SUGAMMADEX SODIUM)	SUGAMMADEX (SUGAMMADEX SODIUM)	FALSE	SUGAMMADEX (SUGAMMADEX SODIUM)
		SULFACETAMIDE SODIUM	SULFACETAMIDE SODIUM	FALSE	SULFACETAMIDE SODIUM
		SULFAMETHOXAZOLE	SULFAMETHOXAZOLE	FALSE	SULFAMETHOXAZOLE
		SULFASALAZINE	SULFASALAZINE	FALSE	SULFASALAZINE
		SULFINPYRAZONE	SULFINPYRAZONE	FALSE	SULFINPYRAZONE
		SULFISOXAZOLE	SULFISOXAZOLE	FALSE	SULFISOXAZOLE
		SULFISOXAZOLE (SULFISOXAZOLE ACETYL)	SULFISOXAZOLE (SULFISOXAZOLE ACETYL)	FALSE	SULFISOXAZOLE (SULFISOXAZOLE ACETYL)
		SULFUR	SULFUR	FALSE	SULFUR
		SULFUR HEXAFLUORIDE	SULFUR HEXAFLUORIDE	FALSE	SULFUR HEXAFLUORIDE
		SULINDAC	SULINDAC	FALSE	SULINDAC
		SULISOBENZONE	SULISOBENZONE	FALSE	SULISOBENZONE
Y	SUMATRIPTAN	SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)	SUMATRIPTAN	FALSE	SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)
Y	SUMATRIPTAN	SUMATRIPTAN (SUMATRIPTAN SUCCINATE)	SUMATRIPTAN	FALSE	SUMATRIPTAN (SUMATRIPTAN SUCCINATE)
		SUNITINIB (SUNITINIB MALATE)	SUNITINIB (SUNITINIB MALATE)	FALSE	SUNITINIB (SUNITINIB MALATE)
		SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C	SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C	FALSE	SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C
		SWEET VERNAL GRASS	SWEET VERNAL GRASS	FALSE	SWEET VERNAL GRASS
Y	TACROLIMUS	TACROLIMUS	TACROLIMUS	FALSE	TACROLIMUS
Y	TACROLIMUS	TACROLIMUS (Tacrolimus Monohydrate)	TACROLIMUS	TRUE	TACROLIMUS
Y	TADALAFIL	TADALAFIL	TADALAFIL	FALSE	TADALAFIL
		Taliglucerase Alfa	Taliglucerase Alfa	FALSE	Taliglucerase Alfa
		TAMOXIFEN (TAMOXIFEN CITRATE)	TAMOXIFEN (TAMOXIFEN CITRATE)	FALSE	TAMOXIFEN (TAMOXIFEN CITRATE)
Y	TAMSULOSIN	TAMSULOSIN HYDROCHLORIDE	TAMSULOSIN	FALSE	TAMSULOSIN HYDROCHLORIDE
		TAURINE	TAURINE	FALSE	TAURINE
		TAZAROTENE	TAZAROTENE	FALSE	TAZAROTENE
		TAZOBACTAM (TAZOBACTAM SODIUM)	TAZOBACTAM (TAZOBACTAM SODIUM)	FALSE	TAZOBACTAM (TAZOBACTAM SODIUM)
		TELAVANCIN (TELAVANCIN HYDROCHLORIDE)	TELAVANCIN (TELAVANCIN HYDROCHLORIDE)	FALSE	TELAVANCIN (TELAVANCIN HYDROCHLORIDE)
		TELBIVUDINE	TELBIVUDINE	FALSE	TELBIVUDINE
Y	TELMISARTAN	TELMISARTAN	TELMISARTAN	FALSE	TELMISARTAN
Y	TELMISARTAN	TELMISARTAN (TELMISARTAN SODIUM)	TELMISARTAN	FALSE	TELMISARTAN (TELMISARTAN SODIUM)
Y	TEMAZEPAM	TEMAZEPAM	TEMAZEPAM	FALSE	TEMAZEPAM
		TEMOZOLOMIDE	TEMOZOLOMIDE	FALSE	TEMOZOLOMIDE
		TEMSIROLIMUS	TEMSIROLIMUS	FALSE	TEMSIROLIMUS
		TENECTEPLASE	TENECTEPLASE	FALSE	TENECTEPLASE
		TENIPOSIDE	TENIPOSIDE	FALSE	TENIPOSIDE
		TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)	TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)	FALSE	TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)
		TENOFOVIR DISOPROXIL FUMARATE	TENOFOVIR DISOPROXIL FUMARATE	FALSE	TENOFOVIR DISOPROXIL FUMARATE
		TENOXICAM	TENOXICAM	FALSE	TENOXICAM
Y	TERAZOSIN	TERAZOSIN (TERAZOSIN HYDROCHLORIDE)	TERAZOSIN	FALSE	TERAZOSIN (TERAZOSIN HYDROCHLORIDE)
Y	TERBINAFINE	TERBINAFINE (TERBINAFINE HYDROCHLORIDE)	TERBINAFINE	FALSE	TERBINAFINE (TERBINAFINE HYDROCHLORIDE)
Y	TERBINAFINE	TERBINAFINE HYDROCHLORIDE	TERBINAFINE	FALSE	TERBINAFINE HYDROCHLORIDE
		TERBUTALINE SULFATE	TERBUTALINE SULFATE	FALSE	TERBUTALINE SULFATE
		TERCONAZOLE	TERCONAZOLE	FALSE	TERCONAZOLE
		TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID	TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID	FALSE	TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID
		Teriflunomide	Teriflunomide	FALSE	Teriflunomide
		TERIPARATIDE	TERIPARATIDE	FALSE	TERIPARATIDE
		Tesamorelin (Tesamorelin acetate)	Tesamorelin (Tesamorelin acetate)	FALSE	Tesamorelin (Tesamorelin acetate)
Y	TESTOSTERONE	TESTOSTERONE	TESTOSTERONE	FALSE	TESTOSTERONE
Y	TESTOSTERONE	TESTOSTERONE CYPIONATE	TESTOSTERONE	FALSE	TESTOSTERONE CYPIONATE
Y	TESTOSTERONE	TESTOSTERONE ENANTHATE	TESTOSTERONE	FALSE	TESTOSTERONE ENANTHATE
Y	TESTOSTERONE	TESTOSTERONE PROPIONATE	TESTOSTERONE	FALSE	TESTOSTERONE PROPIONATE
Y	TESTOSTERONE	TESTOSTERONE UNDECANOATE	TESTOSTERONE	FALSE	TESTOSTERONE UNDECANOATE
		TETANUS IMMUNE GLOBULIN (HUMAN)	TETANUS IMMUNE GLOBULIN (HUMAN)	FALSE	TETANUS IMMUNE GLOBULIN (HUMAN)
		TETANUS PROTEIN	TETANUS PROTEIN	FALSE	TETANUS PROTEIN
		TETANUS TOXOID	TETANUS TOXOID	FALSE	TETANUS TOXOID
		TETANUS TOXOID ADSORBED	TETANUS TOXOID ADSORBED	FALSE	TETANUS TOXOID ADSORBED
		TETRABENAZINE	TETRABENAZINE	FALSE	TETRABENAZINE
		TETRACAINE	TETRACAINE	FALSE	TETRACAINE
		TETRACAINE (TETRACAINE HYDROCHLORIDE)	TETRACAINE (TETRACAINE HYDROCHLORIDE)	FALSE	TETRACAINE (TETRACAINE HYDROCHLORIDE)
		TETRACAINE HYDROCHLORIDE	TETRACAINE HYDROCHLORIDE	FALSE	TETRACAINE HYDROCHLORIDE
		TETRACOSACTIDE	TETRACOSACTIDE	FALSE	TETRACOSACTIDE
		TETRACOSACTIDE (Tetracosactide zinc hydroxide)	TETRACOSACTIDE (Tetracosactide zinc hydroxide)	FALSE	TETRACOSACTIDE (Tetracosactide zinc hydroxide)
		TETRACYCLINE HYDROCHLORIDE	TETRACYCLINE HYDROCHLORIDE	FALSE	TETRACYCLINE HYDROCHLORIDE
		TETRAHYDROZOLINE HYDROCHLORIDE	TETRAHYDROZOLINE HYDROCHLORIDE	FALSE	TETRAHYDROZOLINE HYDROCHLORIDE
		THALIDOMIDE	THALIDOMIDE	FALSE	THALIDOMIDE
		THEOPHYLLINE	THEOPHYLLINE	FALSE	THEOPHYLLINE
		THIAMAZOLE	THIAMAZOLE	FALSE	THIAMAZOLE
		THIAMINE HYDROCHLORIDE	THIAMINE HYDROCHLORIDE	FALSE	THIAMINE HYDROCHLORIDE
		THIOPENTAL SODIUM	THIOPENTAL SODIUM	FALSE	THIOPENTAL SODIUM
		THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)	THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)	FALSE	THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)
		THIOTHIXENE	THIOTHIXENE	FALSE	THIOTHIXENE
		THREONINE	THREONINE	FALSE	THREONINE
		THROMBIN (HUMAN)	THROMBIN (HUMAN)	FALSE	THROMBIN (HUMAN)
		THYMOL	THYMOL	FALSE	THYMOL
		THYROID	THYROID	FALSE	THYROID
		THYROTROPIN ALFA	THYROTROPIN ALFA	FALSE	THYROTROPIN ALFA
		TIAPROFENIC ACID	TIAPROFENIC ACID	FALSE	TIAPROFENIC ACID
		Ticagrelor	Ticagrelor	FALSE	Ticagrelor
		TICLOPIDINE HYDROCHLORIDE	TICLOPIDINE HYDROCHLORIDE	FALSE	TICLOPIDINE HYDROCHLORIDE
		TIGECYCLINE	TIGECYCLINE	FALSE	TIGECYCLINE
Y	TIMOLOL	TIMOLOL (TIMOLOL MALEATE)	TIMOLOL	FALSE	TIMOLOL (TIMOLOL MALEATE)
Y	TIMOLOL	TIMOLOL MALEATE	TIMOLOL	FALSE	TIMOLOL MALEATE
		TINZAPARIN SODIUM	TINZAPARIN SODIUM	FALSE	TINZAPARIN SODIUM
Y	TIOTROPIUM BROMIDE	TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE)	TIOTROPIUM	TRUE	TIOTROPIUM (TIOTROPIUM BROMIDE)
		TIPRANAVIR	TIPRANAVIR	FALSE	TIPRANAVIR
