"ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing","CCDD.status","Comments","DPD_Ingredient_FR","ing_stem_fr","ntp_ing_fr"
"Y","AMIODARONE","AMIODARONE HYDROCHLORIDE","amiodarone","FALSE","amiodarone hydrochloride","Released","","Chlorhydrate d'amiodarone","amiodarone","chlorhydrate d'amiodarone"
"Y","AMITRIPTYLINE","AMITRIPTYLINE HYDROCHLORIDE","amitriptyline","FALSE","amitriptyline hydrochloride","Released","","Chlorhydrate d'amitriptyline","amitriptyline","chlorhydrate d'amitriptyline"
"Y","AMLODIPINE","AMLODIPINE (AMLODIPINE BESYLATE)","amlodipine","FALSE","amlodipine (amlodipine besylate)","Released","Single and multi-ingredient TMs","Amlodipine (Bésylate d'amlodipine)","amlodipine","amlodipine (bésylate d'amlodipine)"
"Y","","AMMONIUM CHLORIDE","ammonium chloride","FALSE","ammonium chloride","Released","Combination only","Chlorure d'ammonium","chlorure d'ammonium","chlorure d'ammonium"
"Y","AMOXICILLIN","AMOXICILLIN","amoxicillin","FALSE","amoxicillin","Released","Single and multi-ingredient TMs","Amoxicilline","amoxicilline","amoxicilline"
"Y","AMOXICILLIN","AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","amoxicillin","TRUE","amoxicillin","Released","Single and multi-ingredient TMs","Amoxicilline (Trihydrate d'amoxicilline)","amoxicilline","amoxicilline"
"Y","AMPHETAMINE","AMPHETAMINE ASPARTATE MONOHYDRATE","amphetamine","TRUE","amphetamine aspartate","Released","Combination only (mixed salts amphetamine)","Aspartate d'amphétamine monohydraté","amphétamine","aspartate d'amphétamine"
"Y","AMPHETAMINE","AMPHETAMINE SULFATE","amphetamine","FALSE","amphetamine sulfate","Released","Combination only (mixed salts amphetamine)","Sulfate d'amphétamine","amphétamine","sulfate d'amphétamine"
"Y","","AMPHOTERICIN B","amphotericin B","FALSE","amphotericin B","Issue - in QA","","Amphotéricine b","amphotéricine B","amphotéricine B"
"Y","AMPICILLIN","AMPICILLIN","ampicillin","FALSE","ampicillin","Released","","Ampicilline","ampicilline","ampicilline"
"Y","AMPICILLIN","AMPICILLIN (AMPICILLIN SODIUM)","ampicillin","FALSE","ampicillin (ampicillin sodium)","Released","","Ampicilline (Ampicilline sodique)","ampicilline","ampicilline (ampicilline sodique)"
"Y","","AMPICILLIN (AMPICILLIN TRIHYDRATE)","ampicillin","TRUE","ampicillin","Released","","Ampicilline (Ampicilline trihydratée)","ampicilline","ampicilline"
"Y","","AMSACRINE","amsacrine","FALSE","amsacrine","No live products","","Amsacrine","amsacrine","amsacrine"
"Y","","AMYLASE","pancrelipase","FALSE","amylase","Released","Pancreatin products - Pancrelipase refers to the combination of amylase and lipase and protease and labeled as such in Canada. Currently all amylase products in dpd are truly pancrelipase","Amylase","pancrelipase","amylase"
"Y","","AMYLMETACRESOL","amylmetacresol","FALSE","amylmetacresol","Released","Combination only","Amylmétacrésol","amylmétacrésol","amylmétacrésol"
"Y","","ANAGRELIDE (ANAGRELIDE HYDROCHLORIDE MONOHYDRATE)","anagrelide","TRUE","anagrelide (anagrelide hydrochloride)","Released","","Anagrélide (Chlorhydrate d'Anagrélide Monohydraté)","anagrélide","anagrélide (chlorhydrate d'anagrélide)"
"Y","","ANAGRELIDE (ANAGRELIDE HYDROCHLORIDE)","anagrelide","FALSE","anagrelide (anagrelide hydrochloride)","Released","","Anagrélide (Chlorhydrate d'anagrélide)","anagrélide","anagrélide (chlorhydrate d'anagrélide)"
"Y","","ANAKINRA","anakinra","FALSE","anakinra","Released","","Anakinra","anakinra","anakinra"
"Y","","ANASTROZOLE","anastrozole","FALSE","anastrozole","Released","","Anastrozole","anastrozole","anastrozole"
"Y","","ANETHOLE TRITHIONE","anethole trithione","FALSE","anethole trithione","Released","","Anéthole trithione","anéthole trithione","anéthole trithione"
"Y","","ANIDULAFUNGIN","anidulafungin","FALSE","anidulafungin","Released","","Anidulafungine","anidulafungine","anidulafungine"
"Y","","ANTAZOLINE PHOSPHATE","antazoline","FALSE","antazoline phosphate","Released","Combination only","Phosphate d'antazoline","anidulafungine","phosphate d'antazoline"
"","","ANTI-D (RH) IMMUNOGLOBULIN (HUMAN)","anti-d (rh) immunoglobulin (human)","FALSE","anti-d (rh) immunoglobulin (human)","Immunologic","","Immunoglobuline anti-D (Rh) (Humaine)","anti-d (rh) immunoglobulin (human)","anti-d (rh) immunoglobulin (human)"
"Y","","ANTIHEMOPHILIC FACTOR (HUMAN)","coagulation factor VIII human","FALSE","coagulation factor VIII human","Released","","Facteur antihémophilique (humain)","facteur VIII de coagulation humain","facteur VIII de coagulation humain"
"Y","","ANTIHEMOPHILIC FACTOR (RECOMBINANT BDD), FC FUSION PROTEIN","efmoroctocog alfa","FALSE","efmoroctocog alfa","Released","","Facteur Antihémophilique (Recombiné BDD), Protéine Hybride FC","éfmoroctocog alfa","éfmoroctocog alfa"
"Y","","ANTIHEMOPHILIC FACTOR (RECOMBINANT)","octacog alfa","FALSE","octacog alfa","Released","","Facteur antihémophilique (recombiné)","octacog alfa","octacog alfa"
"Y","","ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE","susoctocog alfa","FALSE","susoctocog alfa","Released","","Facteur Antihémophilique (Recombiné) Séquence Porcine","susoctocog alfa","susoctocog alfa"
"Y","","ANTI-INHIBITOR COAGULANT COMPLEX","anti-inhibitor coagulant complex","FALSE","anti-inhibitor coagulant complex","In QA","","Complexe coagulant anti-inhibiteur","complexe coagulant anti-inhibiteur","complexe coagulant anti-inhibiteur"
"Y","","ANTIPYRINE","antipyrine","FALSE","antipyrine","Released","Combination only; Formule 2 product blacklisted","Antipyrine","antipyrine","antipyrine"
"Y","","ANTITHROMBIN III (HUMAN)","antithrombin III human","FALSE","antithrombin III human","Released","","Antithrombine iii (humaine)","antithrombine III humaine","antithrombine III humaine"
"Y","","ANTI-THYMOCYTE GLOBULIN (RABBIT)","anti-thymocyte immunoglobulin rabbit","FALSE","anti-thymocyte immunoglobulin rabbit","Released","","Globuline (lapin) anti-thymocyte","globuline anti-thymocyte lapin","globuline anti-thymocyte lapin"
"Y","","APALUTAMIDE","apalutamide","FALSE","apalutamide","Released","","APALUTAMIDE","apalutamide","apalutamide"
"","","APIS MELLIFERA VENOM PROTEIN EXTRACT","apis mellifera venom protein extract","FALSE","apis mellifera venom protein extract","Antidote","","Extrait protéique de venin d'Abeille mellifère","apis mellifera venom protein extract","apis mellifera venom protein extract"
"Y","","APIXABAN","apixaban","FALSE","apixaban","Released","","Apixaban","apixaban","apixaban"
"Y","","APOMORPHINE","apomorphine","FALSE","apomorphine","Released","","Apomorphine","apomorphine","apomorphine"
"Y","","APOMORPHINE HYDROCHLORIDE","apomorphine","FALSE","apomorphine hydrochloride","Released","","Chlorhydrate d'Apomorphine","apomorphine","chlorhydrate d'apomorphine"
"Y","","APRACLONIDINE (APRACLONIDINE HYDROCHLORIDE)","apraclonidine","FALSE","apraclonidine (apraclonidine hydrochloride)","Released","","ApraclonidinE (Chlorhydrate d'apraclonidine)","apraclonidine","apraclonidine (chlorhydrate d'apraclonidine)"
"Y","","APREMILAST","apremilast","FALSE","apremilast","Released","","APREMILAST","apremilast","apremilast"
"Y","","APREPITANT","aprepitant","FALSE","aprepitant","Released","","Aprépitant","aprépitant","aprépitant"
"Y","","APROTININ (BOVINE)","aprotinin (bovine)","FALSE","aprotinin (bovine)","No live products","","Aprotinine (bovine)","aprotinine (bovine)","aprotinine (bovine)"
"Y","","APROTININ (SYNTHETIC)","aprotinin (synthetic)","FALSE","aprotinin (synthetic)","No products in scope","Haemostatic sealant products","Aprotinin (synthétique)","aprotinine (synthétique)","aprotinine (synthétique)"
"Y","","ARGATROBAN","argatroban","FALSE","argatroban","Released","","Argatroban","argatroban","argatroban"
"","","ARGININE","arginine","FALSE","arginine","TPN","","Arginine","arginine","arginine"
"Y","","ARGININE HYDROCHLORIDE","arginine","FALSE","arginine hydrochloride","Released","","Chlorhydrate d'arginine","arginine","chlorhydrate d'arginine"
"Y","ARIPIPRAZOLE","ARIPIPRAZOLE","aripiprazole","FALSE","aripiprazole","Released","","Aripiprazole","aripiprazole","aripiprazole"
"Y","","ARSENIC TRIOXIDE","arsenic trioxide","FALSE","arsenic trioxide","Released","","Trioxyde d'arsénic","trioxyde d'arsénic","trioxyde d'arsénic"
"Y","","ARTICAINE HYDROCHLORIDE","articaine","FALSE","articaine hydrochloride","Released","","Chlorhydrate d'articaïne","articaïne","chlorhydrate d'articaïne"
"Y","","ASENAPINE (ASENAPINE MALEATE)","asenapine","FALSE","asenapine (asenapine maleate)","Released","","Asénapine (Maléate d'asénapine)","asénapine","asénapine (maléate d'asénapine)"
"Y","","ASFOTASE ALFA","asfotase alfa","FALSE","asfotase alfa","Released","","ASFOTASE ALFA","asfotase alfa","asfotase alfa"
"Y","","ASPARAGINASE","asparaginase","FALSE","asparaginase","Issue - in QA","","Asparaginase","asparaginase","asparaginase"
"Y","","ASUNAPREVIR","asunaprevir","FALSE","asunaprevir","No live products","","Asunaprévir","asunaprévir","asunaprévir"
"Y","","ATAZANAVIR (ATAZANAVIR SULFATE)","atazanavir","FALSE","atazanavir (atazanavir sulfate)","Released","Single and multi-ingredient TMs","Atazanavir (Sulfate d'atazanavir)","atazanavir","atazanavir (sulfate d'atazanavir)"
"Y","ATENOLOL","ATENOLOL","atenolol","FALSE","atenolol","Released","Single and multi-ingredient TMs","Aténolol","aténolol","aténolol"
"Y","","ATEZOLIZUMAB","atezolizumab","FALSE","atezolizumab","Released","","ATÉZOLIZUMAB","atézolizumab","atézolizumab"
"Y","ATOMOXETINE","ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE)","atomoxetine","FALSE","atomoxetine (atomoxetine hydrochloride)","Released","","Atomoxétine (Chlorhydrate d'atomoxétine)","atomoxétine","atomoxétine (chlorhydrate d'atomoxétine)"
"Y","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE)","atorvastatin","TRUE","atorvastatin (atorvastatin calcium)","Released","Single and multi-ingredient TMs","Atorvastatine (Solvate de propylène glycol d'atorvastatine calcique)","atorvastatine","atorvastatine (atorvastatine calcique)"
"Y","ATORVASTATIN","ATORVASTATIN (ATORVASTATIN CALCIUM)","atorvastatin","FALSE","atorvastatin (atorvastatin calcium)","Released","Single and multi-ingredient TMs","Atorvastatine (Atorvastatine calcique)","atorvastatine","atorvastatine (atorvastatine calcique)"
"Y","","ATOVAQUONE","atovaquone","FALSE","atovaquone","Released","Single and multi-ingredient TMs","Atovaquone","atovaquone","atovaquone"
"Y","","ATRACURIUM BESYLATE","atracurium besylate","FALSE","atracurium besylate","No live products","","Bésilate d'atracurium","atracurium","bésilate d'atracurium"
"Y","","ATROPINE SULFATE","atropine","FALSE","atropine sulfate","Released","Single and multi-ingredient TMs","Sulfate d'atropine","atropine","sulfate d'atropine"
"Y","","AURANOFIN","auranofin","FALSE","auranofin","Released","","Auranofine","auranofine","auranofine"
"Y","","AVELUMAB","avelumab","FALSE","avelumab","Released","","Avelumab","avelumab","avelumab"
"","","AVOBENZONE","avobenzone","FALSE","avobenzone","Sunscreen","","Avobenzone","avobenzone","avobenzone"
"Y","","AXITINIB","axitinib","FALSE","axitinib","Released","","Axitinib","axitinib","axitinib"
"Y","","AZACITIDINE","azacitidine","FALSE","azacitidine","Released","","Azacitidine","azacitidine","azacitidine"
"Y","AZATHIOPRINE","AZATHIOPRINE","azathioprine","FALSE","azathioprine","Released","","Azathioprine","azathioprine","azathioprine"
"Y","AZATHIOPRINE","AZATHIOPRINE (AZATHIOPRINE SODIUM)","azathioprine","FALSE","azathioprine (azathioprine sodium)","Released","","Azathioprine (Azathioprine sodique)","azathioprine","azathioprine (azathioprine sodique)"
"Y","","AZELAIC ACID","azelaic acid","FALSE","azelaic acid","Released","","Acide azélaïque","acide azélaïque","acide azélaïque"
"Y","","AZELASTINE HYDROCHLORIDE","azelastine","FALSE","azelastine hydrochloride","Released","Combination only","Chlorhydrate d'azélastine","azélastine","chlorhydrate d'azélastine"
"Y","","AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","azilsartan","FALSE","azilsartan medoxomil (azilsartan medoxomil potassium)","Released","Single and multi-ingredient TMs","Azilsartan Médoxomil (Azilsartan Médoxomil Potassium)","azilsartan","azilsartan médoxomil (azilsartan médoxomil potassique)"
"Y","AZITHROMYCIN","AZITHROMYCIN","azithromycin","FALSE","azithromycin","Released","","Azithromycine","azithromycine","azithromycine"
"Y","AZITHROMYCIN","AZITHROMYCIN (AZITHROMYCIN DIHYDRATE)","azithromycin","TRUE","azithromycin","Released","","Azithromycine (Dihydrate d'Azithromycine)","azithromycine","azithromycine"
"Y","AZITHROMYCIN","AZITHROMYCIN (AZITHROMYCIN HYDROGEN CITRATE)","azithromycin","FALSE","azithromycin (azithromycin hydrogen citrate)","Released","","Azithromycine (Hydrogénocitrate d'azithromycine)","azithromycine","azithromycine (hydrogénocitrate d'azithromycine)"
"Y","AZITHROMYCIN","AZITHROMYCIN (AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE)","azithromycin","TRUE","azithromycin","Released","","Azithromycine (Isopropanolate d'azithromycine monohydrate)","azithromycine","azithromycine"
"Y","AZITHROMYCIN","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE)","azithromycin","TRUE","azithromycin","Released","","Azithromycine (HÉMIÉTHANOLATE MONOHYDRATE D'AZITHROMYCINE)","azithromycine","azithromycine"
"Y","AZITHROMYCIN","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE)","azithromycin","TRUE","azithromycin","Released","","Azithromycine (Monohydrate d'azithromycine)","azithromycine","azithromycine"
"Y","","AZTREONAM","aztreonam","FALSE","aztreonam","Released","","Aztréonam","aztréonam","aztréonam"
"Y","","BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE","bacillus calmette-guerin (bcg) strain tice","FALSE","bacillus calmette-guerin (bcg) strain tice","Issue in QA","TM/NTP presentation?","Bacille de calmette-guérin (bcg) (souche tice)","bacillus calmette-guerin (bcg) strain tice","bacillus calmette-guerin (bcg) strain tice"
"","","BACILLUS CALMETTE-GUERIN (BCG) SUBSTRAIN CONNAUGHT","bacillus calmette-guerin (bcg) substrain connaught","FALSE","bacillus calmette-guerin (bcg) substrain connaught","Immunologic","","Bacille de calmette-guérin (bcg) (sous-souche connaught)","bacillus calmette-guerin (bcg) substrain connaught","bacillus calmette-guerin (bcg) substrain connaught"
"Y","","BACITRACIN","bacitracin","FALSE","bacitracin","Released","Single and multi-ingredient TMs","Bacitracine","bacitracine","bacitracine"
"Y","","BACITRACIN (BACITRACIN ZINC)","bacitracin","FALSE","bacitracin (bacitracin zinc)","Released","Single and multi-ingredient TMs","Bacitracine (Bacitracine de zinc)","bacitracine","bacitracine (bacitracine de zinc)"
"Y","","BACITRACIN ZINC","bacitracin","FALSE","bacitracin (bacitracin zinc)","Released","Single and multi-ingredient TMs","Bacitracine de zinc","bacitracine","bacitracine (bacitracine de zinc)"
"Y","BACLOFEN","BACLOFEN","baclofen","FALSE","baclofen","Released","","Baclofène","baclofène","baclofène"
"Y","","BARICITINIB","baricitinib","FALSE","baricitinib","Released","","Baricitinib","baricitinib","baricitinib"
"Y","","BASILIXIMAB","basiliximab","FALSE","basiliximab","Released","","Basiliximab","basiliximab","basiliximab"
"Y","","BAZEDOXIFENE (BAZEDOXIFENE ACETATE)","bazedoxifene","FALSE","bazedoxifene (bazedoxifene acetate)","Released","Combination only","BAZEDOXIFÈNE","bazedoxifène","bazedoxifène (acétate de bazedoxifène)"
"Y","BECLOMETHASONE","BECLOMETHASONE DIPROPIONATE","beclomethasone","FALSE","beclomethasone dipropionate","Released","","Dipropionate de béclométhasone","béclométhasone","dipropionate de béclométhasone"
"Y","","BELIMUMAB","belimumab","FALSE","belimumab","Released","","Bélimumab","bélimumab","bélimumab"
"Y","","BELLADONNA","belladonna","FALSE","belladonna","Released","Combination only","Belladone","belladone","belladone"
"Y","","BEMOTRIZINOL","bemotrizinol","FALSE","bemotrizinol","Sunscreen","","Bémotrizinol","bémotrizinol","bémotrizinol"
"Y","BENAZEPRIL","BENAZEPRIL HYDROCHLORIDE","benazepril","FALSE","benazepril hydrochloride","Released","","Chlorhydrate de bénazépril","bénazépril","chlorhydrate de bénazépril"
"Y","","BENDAMUSTINE HYDROCHLORIDE","bendamustine","FALSE","bendamustine hydrochloride","Released","","Chlorhydrate de bendamustine","bendamustine","chlorhydrate de bendamustine"
"Y","","BENOXINATE HYDROCHLORIDE","benoxinate","FALSE","benoxinate hydrochloride","Released","Combination only","Chlorhydrate de bénoxinate","bénoxinate","chlorhydrate de bénoxinate"
"Y","","BENRALIZUMAB","benralizumab","FALSE","benralizumab","Released","","BENRALIZUMAB","benralizumab","benralizumab"
"Y","","BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE)","benserazide","FALSE","benserazide (benserazide hydrochloride)","Released","Combination only","Bensérazide (Chlorhydrate de bensérazide)","bensérazide","bensérazide (chlorhydrate de bensérazide)"
"Y","BENZALKONIUM","BENZALKONIUM CHLORIDE","benzalkonium","FALSE","benzalkonium chloride","Released for CCDD","Single and multi-ingredient TMs; Single ingredient TM out of scope","Chlorure de benzalkonium","benzalkonium","chlorure de benzalkonium"
"Y","","BENZETHONIUM CHLORIDE","benzethonium","FALSE","benzethonium chloride","Released for CCDD","Single and multi-ingredient TMs; Single ingredient TM out of scope","Chlorure de benzéthonium","benzéthonium","chlorure de benzéthonium"
"Y","","BENZOCAINE","benzocaine","FALSE","benzocaine","Released","Combination only","Benzocaïne","benzocaïne","benzocaïne"
"Y","","BENZOIN","benzoin","FALSE","benzoin","Released","Combination only","Benzoïne","benzoïne","benzoïne"
"Y","BENZOYL PEROXIDE","BENZOYL PEROXIDE","benzoyl peroxide","FALSE","benzoyl peroxide","Released","Single and multi-ingredient TMs","Peroxyde de benzoyle","peroxyde de benzoyle","peroxyde de benzoyle"
"Y","BENZTROPINE","BENZTROPINE MESYLATE","benztropine","FALSE","benztropine mesylate","Released","","Mésylate de benztropine","benztropine","mésylate de benztropine"
"Y","","BENZYDAMINE HYDROCHLORIDE","benzydamine","FALSE","benzydamine hydrochloride","Released","","Chlorhydrate de benzydamine","benzydamine","chlorhydrate de benzydamine"
