"drug_code","ccdd","n_ing","ai_code_set","tm_formal_name","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name","mp_ing_formal_name"
72404,TRUE,1,"10110","verapamil","240 MG","VERAPAMIL HYDROCHLORIDE","verapamil hydrochloride","verapamil hydrochloride 240 mg","verapamil hydrochloride 240 mg"
72405,FALSE,1,"662","pyrithione zinc","2 %","PYRITHIONE ZINC","pyrithione zinc","pyrithione zinc 2 %","pyrithione zinc 2 %"
72406,FALSE,3,"12049, 33, 7289","octinoxate and oxybenzone and zinc oxide","7.5 %, 5 %, 4 %","OCTINOXATE, OXYBENZONE, ZINC OXIDE","octinoxate, oxybenzone, zinc oxide","octinoxate 7.5 % and oxybenzone 5 % and zinc oxide 4 %","octinoxate 7.5 % and oxybenzone 5 % and zinc oxide 4 %"
72410,TRUE,1,"12346","tadalafil","10 MG","TADALAFIL","tadalafil","tadalafil 10 mg","tadalafil 10 mg"
72411,TRUE,1,"12346","tadalafil","20 MG","TADALAFIL","tadalafil","tadalafil 20 mg","tadalafil 20 mg"
72429,TRUE,1,"1221","simvastatin","5 MG","SIMVASTATIN","simvastatin","simvastatin 5 mg","simvastatin 5 mg"
72430,TRUE,1,"1221","simvastatin","10 MG","SIMVASTATIN","simvastatin","simvastatin 10 mg","simvastatin 10 mg"
72431,TRUE,1,"1221","simvastatin","20 MG","SIMVASTATIN","simvastatin","simvastatin 20 mg","simvastatin 20 mg"
72432,TRUE,1,"1221","simvastatin","40 MG","SIMVASTATIN","simvastatin","simvastatin 40 mg","simvastatin 40 mg"
72433,TRUE,1,"1221","simvastatin","80 MG","SIMVASTATIN","simvastatin","simvastatin 80 mg","simvastatin 80 mg"
72450,FALSE,1,"2333","oxygen","99 %","OXYGEN","oxygen","oxygen 99 %","oxygen 99 %"
72453,TRUE,1,"4015","flurazepam","15 MG","FLURAZEPAM HYDROCHLORIDE","flurazepam hydrochloride","flurazepam hydrochloride 15 mg","flurazepam hydrochloride 15 mg"
72454,TRUE,1,"4015","flurazepam","30 MG","FLURAZEPAM HYDROCHLORIDE","flurazepam hydrochloride","flurazepam hydrochloride 30 mg","flurazepam hydrochloride 30 mg"
72455,FALSE,1,"13247","almotriptan (almotriptan malate)","6.25 MG","ALMOTRIPTAN MALATE","almotriptan (almotriptan malate)","almotriptan (almotriptan malate) 6.25 mg","almotriptan (almotriptan malate) 6.25 mg"
72456,FALSE,1,"13247","almotriptan (almotriptan malate)","12.5 MG","ALMOTRIPTAN MALATE","almotriptan (almotriptan malate)","almotriptan (almotriptan malate) 12.5 mg","almotriptan (almotriptan malate) 12.5 mg"
72459,TRUE,1,"7504","mometasone","0.1 %","MOMETASONE FUROATE","mometasone furoate","mometasone furoate 0.1 %","mometasone furoate 0.1 %"
72483,FALSE,1,"11710","brimonidine tartrate","0.15 %","BRIMONIDINE TARTRATE","brimonidine tartrate","brimonidine tartrate 0.15 %","brimonidine tartrate 0.15 %"
72486,FALSE,1,"11457","follitropin alfa","5.5 MCG per VIAL","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 5.5 mcg per vial","follitropin alfa 5.5 mcg per vial"
72488,FALSE,1,"11457","follitropin alfa","33 MCG per VIAL","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 33 mcg per vial","follitropin alfa 33 mcg per vial"
72489,FALSE,1,"11457","follitropin alfa","77 MCG per VIAL","FOLLITROPIN ALFA","follitropin alfa","follitropin alfa 77 mcg per vial","follitropin alfa 77 mcg per vial"
72503,TRUE,1,"11847","citalopram","20 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 20 mg","citalopram (citalopram hydrobromide) 20 mg"
72504,TRUE,1,"11847","citalopram","40 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 40 mg","citalopram (citalopram hydrobromide) 40 mg"
72506,FALSE,1,"2332","nitrogen","99.5 %","NITROGEN","nitrogen","nitrogen 99.5 %","nitrogen 99.5 %"
72517,FALSE,1,"11173","alfentanil (alfentanil hydrochloride)","500 MCG per ML","ALFENTANIL HYDROCHLORIDE","alfentanil (alfentanil hydrochloride)","alfentanil (alfentanil hydrochloride) 500 mcg per mL","alfentanil (alfentanil hydrochloride) 500 mcg per mL"
72518,TRUE,1,"1201","pravastatin","10 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 10 mg","pravastatin sodium 10 mg"
72519,TRUE,1,"1201","pravastatin","20 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 20 mg","pravastatin sodium 20 mg"
72520,TRUE,1,"1201","pravastatin","40 MG","PRAVASTATIN SODIUM","pravastatin sodium","pravastatin sodium 40 mg","pravastatin sodium 40 mg"
72525,FALSE,3,"8523, 10225, 8520","gramicidin and lidocaine hydrochloride and polymyxin b (polymyxin b sulfate)","0.25 MG per G, 50 MG per G, 10000 UNIT per G","GRAMICIDIN, LIDOCAINE HYDROCHLORIDE, POLYMYXIN B SULFATE","gramicidin, lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)","gramicidin 0.25 mg per g and lidocaine hydrochloride 50 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g","gramicidin 0.25 mg per g and lidocaine hydrochloride 50 mg per g and polymyxin b (polymyxin b sulfate) 10000 unit per g"
72537,TRUE,1,"11854","sildenafil","25 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 25 mg","sildenafil (sildenafil citrate) 25 mg"
72538,TRUE,1,"11854","sildenafil","50 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 50 mg","sildenafil (sildenafil citrate) 50 mg"
72539,TRUE,1,"11854","sildenafil","100 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 100 mg","sildenafil (sildenafil citrate) 100 mg"
72553,TRUE,1,"6850","benzoyl peroxide","5 %","BENZOYL PEROXIDE","benzoyl peroxide","benzoyl peroxide 5 %","benzoyl peroxide 5 %"
72560,TRUE,4,"8890, 12774, 8887, 10219","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","54.1 %, 5.7 %, 10 %, 5.9 %","ALCOHOL ANHYDROUS, BUTANEDIOL, PROPYL ALCOHOL, PROPYLENE GLYCOL","alcohol anhydrous, butanediol, propyl alcohol, propylene glycol","alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 %","alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 %"
72567,TRUE,1,"2609","ibuprofen","400 MG","IBUPROFEN","ibuprofen","ibuprofen 400 mg","ibuprofen 400 mg"
72568,TRUE,1,"238","lamotrigine","25 MG","LAMOTRIGINE","lamotrigine","lamotrigine 25 mg","lamotrigine 25 mg"
72569,TRUE,1,"238","lamotrigine","100 MG","LAMOTRIGINE","lamotrigine","lamotrigine 100 mg","lamotrigine 100 mg"
72570,TRUE,1,"238","lamotrigine","150 MG","LAMOTRIGINE","lamotrigine","lamotrigine 150 mg","lamotrigine 150 mg"
72576,FALSE,1,"1756","leuprolide acetate","10.2 MG","LEUPROLIDE ACETATE","leuprolide acetate","leuprolide acetate 10.2 mg","leuprolide acetate 10.2 mg"
72577,FALSE,1,"1756","leuprolide acetate","28.2 MG","LEUPROLIDE ACETATE","leuprolide acetate","leuprolide acetate 28.2 mg","leuprolide acetate 28.2 mg"
72588,TRUE,1,"13353","alendronic acid","5 MG","ALENDRONATE SODIUM","alendronic acid (alendronate sodium)","alendronic acid (alendronate sodium) 5 mg","alendronic acid (alendronate sodium) 5 mg"
72596,TRUE,1,"470","gabapentin","100 MG","GABAPENTIN","gabapentin","gabapentin 100 mg","gabapentin 100 mg"
72597,TRUE,1,"470","gabapentin","300 MG","GABAPENTIN","gabapentin","gabapentin 300 mg","gabapentin 300 mg"
72598,TRUE,1,"470","gabapentin","400 MG","GABAPENTIN","gabapentin","gabapentin 400 mg","gabapentin 400 mg"
72599,TRUE,1,"11705","levofloxacin","250 MG","LEVOFLOXACIN HEMIHYDRATE","levofloxacin","levofloxacin 250 mg","levofloxacin (levofloxacin hemihydrate) 250 mg"
72600,TRUE,1,"11705","levofloxacin","500 MG","LEVOFLOXACIN HEMIHYDRATE","levofloxacin","levofloxacin 500 mg","levofloxacin (levofloxacin hemihydrate) 500 mg"
72606,TRUE,1,"11764","meloxicam","7.5 MG","MELOXICAM","meloxicam","meloxicam 7.5 mg","meloxicam 7.5 mg"
72607,TRUE,1,"11764","meloxicam","15 MG","MELOXICAM","meloxicam","meloxicam 15 mg","meloxicam 15 mg"
72636,FALSE,1,"12024","zoledronic acid (zoledronic acid monohydrate)","4 MG per 5 ML","Zoledronic acid monohydrate","zoledronic acid (zoledronic acid monohydrate)","zoledronic acid (zoledronic acid monohydrate) 4 mg per 5 mL","zoledronic acid (zoledronic acid monohydrate) 4 mg per 5 mL"
72637,TRUE,2,"7426, 12172","ethinyl estradiol and norelgestromin","0.6 MG, 6 MG","ETHINYL ESTRADIOL, NORELGESTROMIN","ethinyl estradiol, norelgestromin","ethinyl estradiol 0.6 mg and norelgestromin 6 mg","ethinyl estradiol 0.6 mg and norelgestromin 6 mg"
72643,FALSE,1,"12297","gadobenate dimeglumine","529 MG per ML","GADOBENATE DIMEGLUMINE","gadobenate dimeglumine","gadobenate dimeglumine 529 mg per mL","gadobenate dimeglumine 529 mg per mL"
72648,TRUE,1,"637","fluticasone","50 MCG per ACTUATION","FLUTICASONE PROPIONATE","fluticasone propionate","fluticasone propionate 50 mcg per actuation","fluticasone propionate 50 mcg per actuation"
72680,FALSE,2,"12049, 727","octinoxate and titanium dioxide","5 %, 2 %","OCTINOXATE, TITANIUM DIOXIDE","octinoxate, titanium dioxide","octinoxate 5 % and titanium dioxide 2 %","octinoxate 5 % and titanium dioxide 2 %"
72692,TRUE,2,"11710, 11163","brimonidine tartrate and timolol","0.2 %, 0.5 %","BRIMONIDINE TARTRATE, TIMOLOL MALEATE","brimonidine tartrate, timolol (timolol maleate)","brimonidine tartrate 0.2 % and timolol (timolol maleate) 0.5 %","brimonidine tartrate 0.2 % and timolol (timolol maleate) 0.5 %"
72696,TRUE,1,"197","benzalkonium","0.3 %","BENZALKONIUM CHLORIDE","benzalkonium chloride","benzalkonium chloride 0.3 %","benzalkonium chloride 0.3 %"
72706,FALSE,2,"348, 12267","hepatitis a vaccine, inactivated and salmonella typhi vi capsular polysaccharide vaccine","160 UNIT per 0.5 ML, 25 MCG per 0.5 ML","HEPATITIS A VACCINE, INACTIVATED, SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","hepatitis a vaccine, inactivated, salmonella typhi vi capsular polysaccharide vaccine","hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL","hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL"
72744,FALSE,1,"954","ofloxacin","0.3 %","OFLOXACIN","ofloxacin","ofloxacin 0.3 %","ofloxacin 0.3 %"
72751,FALSE,1,"2813","triclosan","0.5 %","TRICLOSAN","triclosan","triclosan 0.5 %","triclosan 0.5 %"
72761,FALSE,3,"12049, 2280, 33","octinoxate and octocrylene and oxybenzone","7.5 %, 5 %, 2 %","OCTINOXATE, OCTOCRYLENE, OXYBENZONE","octinoxate, octocrylene, oxybenzone","octinoxate 7.5 % and octocrylene 5 % and oxybenzone 2 %","octinoxate 7.5 % and octocrylene 5 % and oxybenzone 2 %"
72762,FALSE,3,"12049, 2280, 33","octinoxate and octocrylene and oxybenzone","3.4 %, 2.2 %, 0.9 %","OCTINOXATE, OCTOCRYLENE, OXYBENZONE","octinoxate, octocrylene, oxybenzone","octinoxate 3.4 % and octocrylene 2.2 % and oxybenzone 0.9 %","octinoxate 3.4 % and octocrylene 2.2 % and oxybenzone 0.9 %"
72764,FALSE,4,"12049, 12048, 2280, 7289","octinoxate and octisalate and octocrylene and zinc oxide","7.5 %, 2.5 %, 2.5 %, 6 %","OCTINOXATE, OCTISALATE, OCTOCRYLENE, ZINC OXIDE","octinoxate, octisalate, octocrylene, zinc oxide","octinoxate 7.5 % and octisalate 2.5 % and octocrylene 2.5 % and zinc oxide 6 %","octinoxate 7.5 % and octisalate 2.5 % and octocrylene 2.5 % and zinc oxide 6 %"
72766,FALSE,1,"13268","rasburicase","1.5 MG per VIAL","RASBURICASE","rasburicase","rasburicase 1.5 mg per vial","rasburicase 1.5 mg per vial"
72786,TRUE,2,"2609, 6492","ibuprofen and pseudoephedrine hydrochloride","100 MG per 5 ML, 15 MG per 5 ML","IBUPROFEN, PSEUDOEPHEDRINE HYDROCHLORIDE","ibuprofen, pseudoephedrine hydrochloride","ibuprofen 100 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL","ibuprofen 100 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL"
72788,TRUE,1,"93","ciprofloxacin","250 MG","CIPROFLOXACIN HYDROCHLORIDE","ciprofloxacin (ciprofloxacin hydrochloride)","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg","ciprofloxacin (ciprofloxacin hydrochloride) 250 mg"
72789,TRUE,1,"93","ciprofloxacin","500 MG","CIPROFLOXACIN HYDROCHLORIDE","ciprofloxacin (ciprofloxacin hydrochloride)","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg","ciprofloxacin (ciprofloxacin hydrochloride) 500 mg"
72790,TRUE,1,"93","ciprofloxacin","750 MG","CIPROFLOXACIN HYDROCHLORIDE","ciprofloxacin (ciprofloxacin hydrochloride)","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg","ciprofloxacin (ciprofloxacin hydrochloride) 750 mg"
72794,FALSE,1,"1204","fluconazole","2 MG per ML","FLUCONAZOLE","fluconazole","fluconazole 2 mg per mL","fluconazole 2 mg per mL"
72798,TRUE,1,"11340","paroxetine","10 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 10 mg","paroxetine (paroxetine hydrochloride acetone solvate) 10 mg"
72799,TRUE,1,"11340","paroxetine","20 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 20 mg","paroxetine (paroxetine hydrochloride acetone solvate) 20 mg"
72800,TRUE,1,"11340","paroxetine","30 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 30 mg","paroxetine (paroxetine hydrochloride acetone solvate) 30 mg"
72804,TRUE,1,"1327","gliclazide","80 MG","GLICLAZIDE","gliclazide","gliclazide 80 mg","gliclazide 80 mg"
72805,TRUE,1,"1995","clobazam","10 MG","CLOBAZAM","clobazam","clobazam 10 mg","clobazam 10 mg"
72809,TRUE,1,"470","gabapentin","600 MG","GABAPENTIN","gabapentin","gabapentin 600 mg","gabapentin 600 mg"
72815,TRUE,2,"8890, 197","alcohol anhydrous and benzalkonium","65.87 %, 0.1 %","ALCOHOL ANHYDROUS, BENZALKONIUM CHLORIDE","alcohol anhydrous, benzalkonium chloride","alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 %","alcohol anhydrous 65.87 % and benzalkonium chloride 0.1 %"
72824,TRUE,2,"6850, 8551","benzoyl peroxide and clindamycin","5 %, 1 %","BENZOYL PEROXIDE, CLINDAMYCIN PHOSPHATE","benzoyl peroxide, clindamycin (clindamycin phosphate)","benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 %","benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 %"
72840,TRUE,2,"308, 8926","articaine hydrochloride and epinephrine","40 MG per ML, 0.01 MG per ML","ARTICAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE","articaine hydrochloride, epinephrine (epinephrine bitartrate)","articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.01 mg per mL","articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.01 mg per mL"
72841,TRUE,2,"308, 8926","articaine hydrochloride and epinephrine","40 MG per ML, 0.005 MG per ML","ARTICAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE","articaine hydrochloride, epinephrine (epinephrine bitartrate)","articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.005 mg per mL","articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.005 mg per mL"
72848,TRUE,1,"11168","sertraline","25 MG","SERTRALINE HYDROCHLORIDE","sertraline (sertraline hydrochloride)","sertraline (sertraline hydrochloride) 25 mg","sertraline (sertraline hydrochloride) 25 mg"
72849,TRUE,1,"11168","sertraline","50 MG","SERTRALINE HYDROCHLORIDE","sertraline (sertraline hydrochloride)","sertraline (sertraline hydrochloride) 50 mg","sertraline (sertraline hydrochloride) 50 mg"
72850,TRUE,1,"11168","sertraline","100 MG","SERTRALINE HYDROCHLORIDE","sertraline (sertraline hydrochloride)","sertraline (sertraline hydrochloride) 100 mg","sertraline (sertraline hydrochloride) 100 mg"
72851,TRUE,1,"11161","quinapril","5 MG","QUINAPRIL HYDROCHLORIDE","quinapril (quinapril hydrochloride)","quinapril (quinapril hydrochloride) 5 mg","quinapril (quinapril hydrochloride) 5 mg"
72852,TRUE,1,"11161","quinapril","10 MG","QUINAPRIL HYDROCHLORIDE","quinapril (quinapril hydrochloride)","quinapril (quinapril hydrochloride) 10 mg","quinapril (quinapril hydrochloride) 10 mg"
72853,TRUE,1,"11161","quinapril","20 MG","QUINAPRIL HYDROCHLORIDE","quinapril (quinapril hydrochloride)","quinapril (quinapril hydrochloride) 20 mg","quinapril (quinapril hydrochloride) 20 mg"
72854,TRUE,1,"11161","quinapril","40 MG","QUINAPRIL HYDROCHLORIDE","quinapril (quinapril hydrochloride)","quinapril (quinapril hydrochloride) 40 mg","quinapril (quinapril hydrochloride) 40 mg"
72855,TRUE,1,"11340","paroxetine","12.5 MG","PAROXETINE HYDROCHLORIDE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 12.5 mg","paroxetine (paroxetine hydrochloride) 12.5 mg"
72856,TRUE,1,"11340","paroxetine","25 MG","PAROXETINE HYDROCHLORIDE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 25 mg","paroxetine (paroxetine hydrochloride) 25 mg"
72878,TRUE,1,"8551","clindamycin","150 MG","CLINDAMYCIN HYDROCHLORIDE","clindamycin (clindamycin hydrochloride)","clindamycin (clindamycin hydrochloride) 150 mg","clindamycin (clindamycin hydrochloride) 150 mg"
72879,TRUE,1,"8551","clindamycin","300 MG","CLINDAMYCIN HYDROCHLORIDE","clindamycin (clindamycin hydrochloride)","clindamycin (clindamycin hydrochloride) 300 mg","clindamycin (clindamycin hydrochloride) 300 mg"
72882,FALSE,1,"1923","trifluridine","1 %","TRIFLURIDINE","trifluridine","trifluridine 1 %","trifluridine 1 %"
72892,FALSE,1,"10238","tryptophan","500 MG","TRYPTOPHAN","tryptophan","tryptophan 500 mg","tryptophan 500 mg"
72893,FALSE,1,"10238","tryptophan","1 G","TRYPTOPHAN","tryptophan","tryptophan 1 g","tryptophan 1 g"
72895,FALSE,1,"10238","tryptophan","500 MG","TRYPTOPHAN","tryptophan","tryptophan 500 mg","tryptophan 500 mg"
72897,TRUE,1,"12209","mirtazapine","15 MG","MIRTAZAPINE","mirtazapine","mirtazapine 15 mg","mirtazapine 15 mg"
72898,TRUE,1,"12209","mirtazapine","30 MG","MIRTAZAPINE","mirtazapine","mirtazapine 30 mg","mirtazapine 30 mg"
72899,TRUE,1,"12209","mirtazapine","45 MG","MIRTAZAPINE","mirtazapine","mirtazapine 45 mg","mirtazapine 45 mg"
72911,TRUE,1,"11340","paroxetine","10 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 10 mg","paroxetine (paroxetine hydrochloride acetone solvate) 10 mg"
72912,TRUE,1,"11340","paroxetine","20 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 20 mg","paroxetine (paroxetine hydrochloride acetone solvate) 20 mg"
72913,TRUE,1,"11340","paroxetine","30 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 30 mg","paroxetine (paroxetine hydrochloride acetone solvate) 30 mg"
72914,TRUE,1,"11340","paroxetine","10 MG","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 10 mg","paroxetine (paroxetine hydrochloride acetone solvate) 10 mg"
72915,TRUE,1,"11340","paroxetine","20 MG","PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 20 mg","paroxetine (paroxetine hydrochloride, isopropyl solvate) 20 mg"
72916,TRUE,1,"11340","paroxetine","30 MG","PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE","paroxetine (paroxetine hydrochloride)","paroxetine (paroxetine hydrochloride) 30 mg","paroxetine (paroxetine hydrochloride, isopropyl solvate) 30 mg"
72917,TRUE,1,"9880","metronidazole","500 MG","METRONIDAZOLE","metronidazole","metronidazole 500 mg","metronidazole 500 mg"
72923,TRUE,2,"10247, 9615","dextromethorphan hydrobromide and guaifenesin","10 MG per 5 ML, 100 MG per 5 ML","DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN","dextromethorphan hydrobromide, guaifenesin","dextromethorphan hydrobromide 10 mg per 5 mL and guaifenesin 100 mg per 5 mL","dextromethorphan hydrobromide 10 mg per 5 mL and guaifenesin 100 mg per 5 mL"
72925,TRUE,1,"11096","ranitidine","150 MG","RANITIDINE HYDROCHLORIDE","ranitidine (ranitidine hydrochloride)","ranitidine (ranitidine hydrochloride) 150 mg","ranitidine (ranitidine hydrochloride) 150 mg"
72926,TRUE,1,"11096","ranitidine","300 MG","RANITIDINE HYDROCHLORIDE","ranitidine (ranitidine hydrochloride)","ranitidine (ranitidine hydrochloride) 300 mg","ranitidine (ranitidine hydrochloride) 300 mg"
72927,FALSE,1,"1290","lovastatin","20 MG","LOVASTATIN","lovastatin","lovastatin 20 mg","lovastatin 20 mg"
72928,FALSE,1,"1290","lovastatin","40 MG","LOVASTATIN","lovastatin","lovastatin 40 mg","lovastatin 40 mg"
72935,TRUE,3,"270, 10247, 6492","acetaminophen and dextromethorphan hydrobromide and pseudoephedrine hydrochloride","500 MG, 15 MG, 30 MG","ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, PSEUDOEPHEDRINE HYDROCHLORIDE","acetaminophen, dextromethorphan hydrobromide, pseudoephedrine hydrochloride","acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg","acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg"
