ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
Y,PANTOPRAZOLE,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),pantoprazole,TRUE,pantoprazole (pantoprazole sodium),Released,,1277,Pantoprazole (Pantoprazole sodique sesquihydrate),pantoprazole,pantoprazole (pantoprazole sodique)
Y,PANTOPRAZOLE,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),pantoprazole,FALSE,pantoprazole (pantoprazole sodium),Released,,1278,Pantoprazole (Pantoprazole sodique),pantoprazole,pantoprazole (pantoprazole sodique)
Y,,PAPAVERINE HYDROCHLORIDE,papaverine,FALSE,papaverine hydrochloride,Released,,1279,Chlorhydrate de papavérine,papavérine,chlorhydrate de papavérine
,,PARACHLOROPHENOL,parachlorophenol,FALSE,parachlorophenol,No live products,,1280,Parachlorophénol,parachlorophenol,parachlorophenol
Y,,Paritaprevir,paritaprevir,FALSE,paritaprevir,Released,Combination only,1281,Paritaprévir,paritaprévir,paritaprévir
Y,,PAROMOMYCIN (PAROMOMYCIN SULFATE),paromomycin,FALSE,paromomycin (paromomycin sulfate),Released,,1282,Paromomycine (Sulfate de paromycine),paromomycine,paromomycine (sulfate de paromycine)
Y,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE),paroxetine,TRUE,paroxetine (paroxetine hydrochloride),Released,,1283,"Paroxétine (Chlorhydrate de paroxétine, solvate d'acétone)",paroxétine,paroxétine (chlorhydrate de paroxétine)
Y,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),paroxetine,TRUE,paroxetine (paroxetine hydrochloride),Released,,1284,Paroxétine (Chlorhydrate de Paroxétine Semihydraté),paroxétine,paroxétine (chlorhydrate de paroxétine)
Y,PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE),paroxetine,FALSE,paroxetine (paroxetine hydrochloride),Released,,1285,Paroxétine (Chlorhydrate de paroxétine),paroxétine,paroxétine (chlorhydrate de paroxétine)
Y,PAROXETINE,"PAROXETINE (PAROXETINE HYDROCHLORIDE, ISOPROPYL SOLVATE)",paroxetine,TRUE,paroxetine (paroxetine hydrochloride),Released,,1286,"Paroxétine (Chlorhydrate de paroxétine, solvate d'isopropyle)",paroxétine,paroxétine (chlorhydrate de paroxétine)
Y,,PASIREOTIDE (Pasireotide diaspartate),pasireotide,FALSE,pasireotide (pasireotide diaspartate),Released,,1287,PASIRÉOTIDE (Pasireotide diaspartate),pasiréotide,pasiréotide (diaspartate de pasiréotide)
Y,,PASIREOTIDE (Pasireotide Pamoate),pasireotide,FALSE,pasireotide (pasireotide pamoate),Released,,1288,PASIRÉOTIDE (Pamoate de Pasiréotide),pasiréotide,pasiréotide (pamoate de pasiréotide)
,,PATENT BLUE SODIUM,patent blue sodium,FALSE,patent blue sodium,Contrast media,,1289,Bleu breveté sodique,patent blue sodium,patent blue sodium
Y,,Pazopanib (Pazopanib Hydrochloride),pazopanib,FALSE,pazopanib (pazopanib hydrochloride),Released,,1290,Pazopanib (Chlorhydrate de pazopanib),pazopanib,pazopanib (chlorhydrate de pazopanib)
Y,,PEANUT OIL,peanut oil,FALSE,peanut oil,Released,Cerumol,1291,Huile d'arachide,huile d'arachide,huile d'arachide
Y,,PECTIN,pectin,FALSE,pectin,To Do,Orabase paste,1292,Pectine,pectine,pectine
Y,,PEGASPARGASE,pegaspargase,FALSE,pegaspargase,Released,,1293,Pégaspargase,pégaspargase,pégaspargase
Y,,PEGFILGRASTIM,pegfilgrastim,FALSE,pegfilgrastim,Released,,1294,Pegfilgastrim,pegfilgastrim,pegfilgastrim
Y,,PEGINTERFERON ALFA-2A,peginterferon alfa-2a,FALSE,peginterferon alfa-2a,Issue - in QA,,1295,Peginterféron alfa-2a,peginterféron alfa-2a,peginterféron alfa-2a
,,PEGINTERFERON ALFA-2B,peginterferon alfa-2b,FALSE,peginterferon alfa-2b,No live products,,1296,Peginterféron alfa-2b,peginterféron alfa-2b,peginterféron alfa-2b
Y,,PEGINTERFERON BETA-1A,peginterferon beta-1a,FALSE,peginterferon beta-1a,Issue - in QA,,1297,PEGINTERFÉRON BÊTA-1A,peginterféron bêta-1a,peginterféron bêta-1a
Y,,PEGVISOMANT,pegvisomant,FALSE,pegvisomant,Released,,1298,Pegvisomant,pegvisomant,pegvisomant
Y,,Pembrolizumab,pembrolizumab,FALSE,pembrolizumab,Released,,1299,Pembrolizumab,pembrolizumab,pembrolizumab
Y,,PEMETREXED (Pemetrexed disodium hemipentahydrate),pemetrexed,TRUE,pemetrexed (pemetrexed disodium),Released,,1300,Pémétrexed (Pemetrexed disodique hémipentahydrate),pemetrexed,pemetrexed (pemetrexed disodique)
Y,,PEMETREXED (PEMETREXED DISODIUM),pemetrexed,FALSE,pemetrexed (pemetrexed disodium),Released,,1301,Pémétrexed (Pémétrexed disodique),pemetrexed,pemetrexed (pemetrexed disodique)
Y,,PENICILLIN G (PENICILLIN G SODIUM),penicillin G,FALSE,penicillin G (penicillin G sodium),Released,,1302,Pénicilline G (Penicilline G sodique),pénicilline G,pénicilline G (pénicilline G sodique)
Y,,PENICILLIN G SODIUM,penicillin G,FALSE,penicillin G sodium,Released,,1303,Penicilline G sodique,pénicilline G,pénicilline G sodique
Y,,PENICILLIN G BENZATHINE,penicillin G benzathine,FALSE,penicillin G benzathine,Released,,1304,Pénicilline G benzathine,pénicilline G benzathine,pénicilline G benzathine
Y,PENICILLIN V,PENICILLIN V POTASSIUM,penicillin V,FALSE,penicillin V potassium,Released,,1305,Pénicilline V potassique,pénicilline V,pénicilline V potassique
Y,,PENTAMIDINE ISETIONATE,pentamidine,FALSE,pentamidine isetionate,Released,,1306,Isétionate de pentamidine,pentamidine,isétionate de pentamidine
Y,PENTAZOCINE,PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE),pentazocine,FALSE,pentazocine (pentazocine hydrochloride),Released,,1307,Pentazocine (Chlorhydrate de pentazocine),pentazocine,pentazocine (chlorhydrate de pentazocine)
Y,PENTAZOCINE,PENTAZOCINE (PENTAZOCINE LACTATE),pentazocine,FALSE,pentazocine (pentazocine lactate),Released,,1308,Pentazocine (Lactate de pentazocine),pentazocine,pentazocine (lactate de pentazocine)
Y,,PENTOSAN POLYSULFATE SODIUM,pentosan polysulfate sodium,FALSE,pentosan polysulfate sodium,Released,,1309,Pentosane de polysulfate sodique,pentosane de polysulfate sodique,pentosane de polysulfate sodique
Y,,PENTOXIFYLLINE,pentoxifylline,FALSE,pentoxifylline,Released,,1310,Pentoxifylline,pentoxifylline,pentoxifylline
Y,,PERAMIVIR,peramivir,FALSE,peramivir,Released,,1311,Péramivir,péramivir,péramivir
Y,,Perampanel,perampanel,FALSE,perampanel,Released,,1312,Pérampanel,pérampanel,pérampanel
,,PERFLUTREN,perflutren,FALSE,perflutren,Contrast media,,1313,Perflutrène,perflutren,perflutren
Y,,PERICIAZINE,periciazine,FALSE,periciazine,Released,,1314,Périciazine,périciazine,périciazine
Y,PERINDOPRIL,PERINDOPRIL ARGININE,perindopril,FALSE,perindopril arginine,Released,,1315,,périndopril,périndopril arginine
Y,PERINDOPRIL,PERINDOPRIL ERBUMINE,perindopril,FALSE,perindopril erbumine,Released,,1316,Périndopril erbumine,périndopril,périndopril erbumine
Y,,PERMETHRIN,permethrin,FALSE,permethrin,Released,,1317,Perméthrine,perméthrine,perméthrine
Y,,PERPHENAZINE,perphenazine,FALSE,perphenazine,Released,,1318,Perphénazine,perphénazine,perphénazine
,,PERTACTIN,pertactin,FALSE,pertactin,Immunologic,,1319,Pertactine,pertactin,pertactin
,,PERTACTIN ADSORBED,pertactin adsorbed,FALSE,pertactin adsorbed,Immunologic,,1320,Pertactine adsorbée,pertactin adsorbed,pertactin adsorbed
,,PERTUSSIS TOXOID,pertussis toxoid,FALSE,pertussis toxoid,Immunologic,,1321,Anatoxine coquelucheuse,pertussis toxoid,pertussis toxoid
,,PERTUSSIS TOXOID ADSORBED,pertussis toxoid adsorbed,FALSE,pertussis toxoid adsorbed,Immunologic,,1322,Anatoxine coquelucheuse adsorbée,pertussis toxoid adsorbed,pertussis toxoid adsorbed
Y,,Pertuzumab,pertuzumab,FALSE,pertuzumab,Released,,1323,Pertuzumab,pertuzumab,pertuzumab
Y,,PETROLATUM,petrolatum,FALSE,petrolatum,Issue - in QA,,1324,Pétrolatum,pétrolatum,pétrolatum
Y,,PHENAZOPYRIDINE HYDROCHLORIDE,phenazopyridine hydrochloride,FALSE,phenazopyridine hydrochloride,No live products,,1325,Chlorhydrate de phénazopyridine,phénazopyridine,chlorhydrate de phénazopyridine
Y,,PHENELZINE (PHENELZINE SULFATE),phenelzine,FALSE,phenelzine (phenelzine sulfate),Released,,1326,Phénelzine (Sulfate de phénelzine),phénelzine,phénelzine (sulfate de phénelzine)
Y,,PHENIRAMINE MALEATE,pheniramine,FALSE,pheniramine maleate,Released,,1327,Maléate de phéniramine,phéniramine,maléate de phéniramine
Y,PHENOBARBITAL,PHENOBARBITAL,phenobarbital,FALSE,phenobarbital,Released,,1328,Phénobarbital,phénobarbital,phénobarbital
Y,,PHENOBARBITAL SODIUM,phenobarbital,FALSE,phenobarbital sodium,Released,,1329,Phénobarbital sodique,phénobarbital,phénobarbital sodique
Y,,PHENOL,phenol,FALSE,phenol,Issue - in QA,,1330,Phénol,phénol,phénol
Y,,PHENTOLAMINE MESYLATE,phentolamine,FALSE,phentolamine mesylate,Released,,1331,Mésylate de phentolamine,phentolamine,mésylate de phentolamine
,,PHENYLALANINE,phenylalanine,FALSE,phenylalanine,TPN,,1332,Phénylalanine,phenylalanine,phenylalanine
Y,,PHENYLEPHRINE (PHENYLEPHRINE HYDROCHLORIDE),phenylephrine,FALSE,phenylephrine (phenylephrine hydrochloride),Released,,1333,Phényléphrine (Chlorhydrate de phényléphrine),phényléphrine,phényléphrine (chlorhydrate de phényléphrine)
Y,,PHENYLEPHRINE HYDROCHLORIDE,phenylephrine,FALSE,phenylephrine hydrochloride,Released,,1334,Chlorhydrate de phényléphrine,phényléphrine,chlorhydrate de phényléphrine
Y,,PHENYLTOLOXAMINE,phenyltoloxamine,FALSE,phenyltoloxamine,Released,Combination only,1335,Phényltoloxamine,phényltoloxamine,phényltoloxamine
Y,PHENYTOIN,PHENYTOIN,phenytoin (base),FALSE,phenytoin,Released,,1336,Phénytoïne,phénytoïne (base),phénytoïne
Y,PHENYTOIN,PHENYTOIN SODIUM,phenytoin sodium,FALSE,phenytoin sodium,Released,,1337,Phénytoïne sodique,phénytoïne sodique,phénytoïne sodique
Y,,PHOSPHOLIPID,phospholipid,FALSE,phospholipid,Released,Pulmonary surfactant product ignore TPN if possible,1338,Phospholipide,phospholipide,phospholipide
Y,,P-HYDROXYEPHEDRINE HYDROCHLORIDE,p-hydroxyephedrine,FALSE,p-hydroxyephedrine hydrochloride,Released,,1339,Chlorhydrate de p-hydroxyéphédrine,chlorhydrate de p-hydroxyéphédrine,chlorhydrate de p-hydroxyéphédrine
Y,,PIBRENTASVIR,pibrentasvir,FALSE,pibrentasvir,Released,Combination only,1340,Pibrentasvir,pibrentasvir,pibrentasvir
Y,,PILOCARPINE HYDROCHLORIDE,pilocarpine,FALSE,pilocarpine hydrochloride,Released,,1341,Chlorhydrate de pilocarpine,pilocarpine,chlorhydrate de pilocarpine
Y,,PILOCARPINE NITRATE,pilocarpine,FALSE,pilocarpine nitrate,Released,,1342,Nitrate de pilocarpine,pilocarpine,nitrate de pilocarpine
Y,,PIMECROLIMUS,pimecrolimus,FALSE,pimecrolimus,Released,,1343,Pimécrolimus,pimécrolimus,pimécrolimus
Y,,PIMOZIDE,pimozide,FALSE,pimozide,Released,,1344,Pimozide,pimozide,pimozide
Y,,PINAVERIUM BROMIDE,pinaverium,FALSE,pinaverium bromide,Released,,1345,Bromure de pinavérium,pinavérium,bromure de pinavérium
Y,PINDOLOL,PINDOLOL,pindolol,FALSE,pindolol,Released,,1346,Pindolol,pindolol,pindolol
Y,PIOGLITAZONE,PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE),pioglitazone,FALSE,pioglitazone (pioglitazone hydrochloride),Released,,1347,Pioglitazone (Chlorhydrate de pioglitazone),pioglitazone,pioglitazone (chlorhydrate de pioglitazone)
Y,,PIPERACILLIN (PIPERACILLIN SODIUM),piperacillin,FALSE,piperacillin (piperacillin sodium),Released,,1348,Pipéracilline (Pipéracilline sodique),pipéracilline,pipéracilline (pipéracilline sodique)
Y,,PIPERAZINE,piperazine,FALSE,piperazine,Do not release,Only 1 active product which is problematic (liquid as DF and no other info) and very low sales On Blacklist,1349,Pipérazine,pipérazine,pipérazine
Y,,PIPERONYL BUTOXIDE,piperonyl butoxide,FALSE,piperonyl butoxide,Released,,1350,Butoxyde de pipéronyle,butoxyde de pipéronyle,butoxyde de pipéronyle
Y,,PIPRADROL HYDROCHLORIDE,pipradrol,FALSE,pipradrol hydrochloride,No products in scope,,1351,Chlorhydrate de pipradrol,pipradrol,chlorhydrate de pipradrol
Y,,PIRFENIDONE,pirfenidone,FALSE,pirfenidone,Released,,1352,Pirfénidone,pirfénidone,pirfénidone
Y,,PIROXICAM,piroxicam,FALSE,piroxicam,Released,,1353,Piroxicam,piroxicam,piroxicam
,,PITCHER PLANT,pitcher plant,FALSE,pitcher plant,Allergen,,1354,Sarracénie pourpre,pitcher plant,pitcher plant
Y,,PIZOTIFEN (PIZOTIFEN MALATE),pizotifen,FALSE,pizotifen (pizotifen malate),Released,,1355,Pizotifène (Malate de pizotifène),pizotifène,pizotifène (malate de pizotifène)
Y,,Plerixafor,plerixafor,FALSE,plerixafor,Released,,1356,Plérixafor,plérixafor,plérixafor
,,PNEUMOCOCCAL POLYSACC. SEROT. 18C CONJUG. TO TETANUS TOXOID CARRIER PROT.,pneumococcal polysacc. serot. 18c conjug. to tetanus toxoid carrier prot.,FALSE,pneumococcal polysacc. serot. 18c conjug. to tetanus toxoid carrier prot.,Immunologic,,1357,Polysacch. pneumococ. serot. 18C conjugué à l'anatoxine tétaniquE comme porteur,pneumococcal polysacc. serot. 18c conjug. to tetanus toxoid carrier prot.,pneumococcal polysacc. serot. 18c conjug. to tetanus toxoid carrier prot.
,,PNEUMOCOCCAL POLYSACCHARID SEROT. 19F CONJUG. TO DIPHTHERIA TOXOID CARRIER PROT.,pneumococcal polysaccharid serot. 19f conjug. to diphtheria toxoid carrier prot.,FALSE,pneumococcal polysaccharid serot. 19f conjug. to diphtheria toxoid carrier prot.,Immunologic,,1358,Polysacc. du pneumoc. de sérot. 19F conj. à l'anatoxine diphtér. comme porteur,pneumococcal polysaccharid serot. 19f conjug. to diphtheria toxoid carrier prot.,pneumococcal polysaccharid serot. 19f conjug. to diphtheria toxoid carrier prot.
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1,pneumococcal polysaccharide serotype 1,FALSE,pneumococcal polysaccharide serotype 1,Immunologic,,1359,Polysaccharide du pneumocoque de sérotype 1,pneumococcal polysaccharide serotype 1,pneumococcal polysaccharide serotype 1
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 1 conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 1 conjugated to protein d carrier protein,Immunologic,,1360,Polysaccharide du pneumocoque de sérot. 1 conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 1 conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 1 conjugated to protein d carrier protein
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A,pneumococcal polysaccharide serotype 10a,FALSE,pneumococcal polysaccharide serotype 10a,Immunologic,,1361,Polysaccharide du pneumocoque de sérotype 10A,pneumococcal polysaccharide serotype 10a,pneumococcal polysaccharide serotype 10a
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A,pneumococcal polysaccharide serotype 11a,FALSE,pneumococcal polysaccharide serotype 11a,Immunologic,,1362,Polysaccharide du pneumocoque de sérotype 11A,pneumococcal polysaccharide serotype 11a,pneumococcal polysaccharide serotype 11a
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F,pneumococcal polysaccharide serotype 12f,FALSE,pneumococcal polysaccharide serotype 12f,Immunologic,,1363,Polysaccharide du pneumocoque de sérotype 12F,pneumococcal polysaccharide serotype 12f,pneumococcal polysaccharide serotype 12f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14,pneumococcal polysaccharide serotype 14,FALSE,pneumococcal polysaccharide serotype 14,Immunologic,,1364,Polysaccharide du pneumocoque de sérotype 14,pneumococcal polysaccharide serotype 14,pneumococcal polysaccharide serotype 14
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 14 conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 14 conjugated to protein d carrier protein,Immunologic,,1365,Polysaccharide du pneumocoque de sérot. 14 conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 14 conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 14 conjugated to protein d carrier protein
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B,pneumococcal polysaccharide serotype 15b,FALSE,pneumococcal polysaccharide serotype 15b,Immunologic,,1366,BPolysaccharide du pneumocoque de sérotype 15B,pneumococcal polysaccharide serotype 15b,pneumococcal polysaccharide serotype 15b
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F,pneumococcal polysaccharide serotype 17f,FALSE,pneumococcal polysaccharide serotype 17f,Immunologic,,1367,Polysaccharide du pneumocoque de sérotype 17F,pneumococcal polysaccharide serotype 17f,pneumococcal polysaccharide serotype 17f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C,pneumococcal polysaccharide serotype 18c,FALSE,pneumococcal polysaccharide serotype 18c,Immunologic,,1368,Polysaccharide du pneumocoque de sérotype 18C,pneumococcal polysaccharide serotype 18c,pneumococcal polysaccharide serotype 18c
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A,pneumococcal polysaccharide serotype 19a,FALSE,pneumococcal polysaccharide serotype 19a,Immunologic,,1369,Polysaccharide du pneumocoque de sérotype 19A,pneumococcal polysaccharide serotype 19a,pneumococcal polysaccharide serotype 19a
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F,pneumococcal polysaccharide serotype 19f,FALSE,pneumococcal polysaccharide serotype 19f,Immunologic,,1370,Polysaccharide du pneumocoque de sérotype 19F,pneumococcal polysaccharide serotype 19f,pneumococcal polysaccharide serotype 19f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2,pneumococcal polysaccharide serotype 2,FALSE,pneumococcal polysaccharide serotype 2,Immunologic,,1371,Polysaccharide du pneumocoque de sérotype 2,pneumococcal polysaccharide serotype 2,pneumococcal polysaccharide serotype 2
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20,pneumococcal polysaccharide serotype 20,FALSE,pneumococcal polysaccharide serotype 20,Immunologic,,1372,Polysaccharide du pneumocoque de sérotype 20,pneumococcal polysaccharide serotype 20,pneumococcal polysaccharide serotype 20
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F,pneumococcal polysaccharide serotype 22f,FALSE,pneumococcal polysaccharide serotype 22f,Immunologic,,1373,Polysaccharide du pneumocoque de sérotype 22F,pneumococcal polysaccharide serotype 22f,pneumococcal polysaccharide serotype 22f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F,pneumococcal polysaccharide serotype 23f,FALSE,pneumococcal polysaccharide serotype 23f,Immunologic,,1374,Polysaccharide du pneumocoque de sérotype 23F,pneumococcal polysaccharide serotype 23f,pneumococcal polysaccharide serotype 23f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 23f conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 23f conjugated to protein d carrier protein,Immunologic,,1375,Polysaccharide du pneumocoque de sérot. 23F conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 23f conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 23f conjugated to protein d carrier protein
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3,pneumococcal polysaccharide serotype 3,FALSE,pneumococcal polysaccharide serotype 3,Immunologic,,1376,Polysaccharide du pneumocoque de sérotype 3,pneumococcal polysaccharide serotype 3,pneumococcal polysaccharide serotype 3
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F,pneumococcal polysaccharide serotype 33f,FALSE,pneumococcal polysaccharide serotype 33f,Immunologic,,1377,Polysaccharide du pneumocoque de sérotype 33F,pneumococcal polysaccharide serotype 33f,pneumococcal polysaccharide serotype 33f
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4,pneumococcal polysaccharide serotype 4,FALSE,pneumococcal polysaccharide serotype 4,Immunologic,,1378,Polysaccharide du pneumocoque de sérotype 4,pneumococcal polysaccharide serotype 4,pneumococcal polysaccharide serotype 4
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 4 conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 4 conjugated to protein d carrier protein,Immunologic,,1379,Polysaccharide du pneumocoque de sérot. 4 conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 4 conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 4 conjugated to protein d carrier protein
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5,pneumococcal polysaccharide serotype 5,FALSE,pneumococcal polysaccharide serotype 5,Immunologic,,1380,Polysaccharide du pneumocoque de sérotype 5,pneumococcal polysaccharide serotype 5,pneumococcal polysaccharide serotype 5
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 5 conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 5 conjugated to protein d carrier protein,Immunologic,,1381,Polysaccharide du pneumocoque de sérot. 5 conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 5 conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 5 conjugated to protein d carrier protein
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A,pneumococcal polysaccharide serotype 6a,FALSE,pneumococcal polysaccharide serotype 6a,Immunologic,,1382,Polysaccharide du pneumocoque de sérotype 6A,pneumococcal polysaccharide serotype 6a,pneumococcal polysaccharide serotype 6a
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B,pneumococcal polysaccharide serotype 6b,FALSE,pneumococcal polysaccharide serotype 6b,Immunologic,,1383,Polysaccharide du pneumocoque de sérotype 6B,pneumococcal polysaccharide serotype 6b,pneumococcal polysaccharide serotype 6b
,,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D CARRIER PROTEIN,pneumococcal polysaccharide serotype 6b conjugated to protein d carrier protein,FALSE,pneumococcal polysaccharide serotype 6b conjugated to protein d carrier protein,Immunologic,,1384,Polysaccharide du pneumocoque de sérot. 6B conjugué à la prot. D comme porteur,pneumococcal polysaccharide serotype 6b conjugated to protein d carrier protein,pneumococcal polysaccharide serotype 6b conjugated to protein d carrier protein
