drug_code,unit_of_presentation,uop_size,uop_unit_of_measure,calculation,uop_size_insert,DIN,Product_and_Company_Name,X,index_num,unit_of_presentation_fr
68340,vial,50,mL,N,Y,2244372,PACLITAXEL FOR INJECTION BIOLYSE PHARMA CORPORATION,,,fiole
92377,ampoule,10,mL,Y,N,2439409,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,ampoule
92377,ampoule,20,mL,Y,N,2439409,ROPIVACAINE HYDROCHLORIDE INJECTION USP FRESENIUS KABI CANADA LTD,,,ampoule
96831,vial,2,mL,Y,N,2477327,DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION ACCORD HEALTHCARE INC,,,fiole
96833,vial,10,mL,Y,N,2477343,PMS-BUSULFAN PHARMASCIENCE INC,,,fiole
85829,vial,20,mL,Y,N,2373130,XYLOCAINE 2% WITH EPINEPHRINE 1:200000 ASPEN PHARMACARE CANADA INC.,,,fiole
589,vial,20,mL,Y,N,1791,XYLOCAINE 1% W EPINEPHRINE 1:100000 ASPEN PHARMACARE CANADA INC.,,,fiole
636,cartridge,1.8,mL,N,Y,151866,OCTOCAINE HCL 2% EPINEPHRINE 1:100000 NOVOCOL PHARMACEUTICAL OF CANADA INC,,,cartouche
92056,vial,20,mL,Y,N,2436221,LIDOCAINE 2% AND EPINEPHRINE 1:100000 INJECTION TELIGENT OU,,,fiole
92056,vial,50,mL,Y,N,2436221,LIDOCAINE 2% AND EPINEPHRINE 1:100000 INJECTION TELIGENT OU,,,fiole
83052,cartridge,1.8,mL,N,Y,2345072,XYLOCAINE DENTAL LIDOCAINE HYDROCHLORIDE 2% AND EPINEPHRINE 1:50000 DENTSPLY CANADA LIMITED,,,cartouche
635,cartridge,1.8,mL,N,Y,151874,OCTOCAINE HCL 2% EPINEPHRINE 1:50000 NOVOCOL PHARMACEUTICAL OF CANADA INC,,,cartouche
81732,cartridge,1.8,mL,N,Y,2331640,XYLOCAINE DENTAL LIDOCAINE HCL 2% AND EPINEPHRINE 1:100000 DENTSPLY CANADA LIMITED,,,cartouche
82603,sachet,250,mg,N,N,2340445,ZYCLARA VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,sachet
82603,pump,15,g,N,N,2340445,ZYCLARA VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,pompe
85046,sachet,250,mg,N,N,2365561,VYLOMA VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,sachet
85046,pump,15,g,N,N,2365561,VYLOMA VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,pompe
62979,sachet,250,mg,N,N,2239505,ALDARA P VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,sachet
62979,pump,7.5,g,N,N,2239505,ALDARA P VALEANT CANADA LP/VALEANT CANADA S.E.C.,,,pompe
75459,syringe,0.5,mL,N,N,2269201,AVONEX BIOGEN CANADA INC,,,seringue
8351,syringe,5,mL,Y,N,436208,2% LIDOCAINE HYDROCHLORIDE INJECTION USP HOSPIRA HEALTHCARE CORPORATION,,,seringue
94162,syringe,0.3,mL,N,N,2454858,METOJECT SUBCUTANEOUS MEDEXUS INC,,,seringue
96492,vial,20,mL,N,Y,2474735,METHOTREXATE INJECTION BP ACCORD HEALTHCARE INC,,,fiole
96511,vial,40,mL,N,Y,2474891,METHOTREXATE INJECTION BP ACCORD HEALTHCARE INC,,,fiole
96586,vial,10,mL,Y,N,2475480,NEOSTIGMINE METHYLSULFATE INJECTION USP MARCAN PHARMACEUTICALS INC,,,fiole
96587,vial,10,mL,Y,N,2475499,NEOSTIGMINE METHYLSULFATE INJECTION USP MARCAN PHARMACEUTICALS INC,,,fiole
96812,vial,1,mL,Y,N,2477254,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP MARCAN PHARMACEUTICALS INC,,,fiole
96981,vial,2,mL,Y,N,2479109,SODIUM NITROPRUSSIDE FOR INJECTION MARCAN PHARMACEUTICALS INC,,,fiole
95943,ampoule,2,mL,Y,N,2470462,GENTAMICIN INJECTION USP TELIGENT OU,,,ampoule
97748,syringe,1,mL,N,N,2487314,TREMFYA ONE-PRESS JANSSEN INC,,,seringue
