"","ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing"
"1261","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F"
"1262","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14"
"1263","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B"
"1264","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F"
"1265","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C"
"1266","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A"
"1267","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F"
"1268","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 2"
"1269","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20"
"1270","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F"
"1271","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F"
"1272","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3"
"1273","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F"
"1274","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4"
"1275","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5"
"1276","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A"
"1277","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B"
"1278","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F"
"1279","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8"
"1280","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9N"
"1281","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V",FALSE,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V"
"1282","","","PODOPHYLLIN","PODOPHYLLIN",FALSE,"PODOPHYLLIN"
"1283","","","PODOPHYLLOTOXIN","PODOPHYLLOTOXIN",FALSE,"PODOPHYLLOTOXIN"
"1284","","","POLISTES SPP VENOM PROTEIN EXTRACT","POLISTES SPP VENOM PROTEIN EXTRACT",FALSE,"POLISTES SPP VENOM PROTEIN EXTRACT"
"1285","","","POLLEN","POLLEN",FALSE,"POLLEN"
"1286","","","POLLEN AND NON POLLEN","POLLEN AND NON POLLEN",FALSE,"POLLEN AND NON POLLEN"
"1287","","","POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)","POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)",FALSE,"POLYCARBOPHIL (CALCIUM POLYCARBOPHIL)"
"1288","","","POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350",FALSE,"POLYETHYLENE GLYCOL 3350"
"1289","","","POLYETHYLENE GLYCOL 400","POLYETHYLENE GLYCOL 400",FALSE,"POLYETHYLENE GLYCOL 400"
"1290","","","POLYMYXIN B (POLYMYXIN B SULFATE)","POLYMYXIN B (POLYMYXIN B SULFATE)",FALSE,"POLYMYXIN B (POLYMYXIN B SULFATE)"
"1291","","","POLYMYXIN B SULFATE","POLYMYXIN B SULFATE",FALSE,"POLYMYXIN B SULFATE"
"1292","","","POLYSORBATE 80","POLYSORBATE 80",FALSE,"POLYSORBATE 80"
"1293","","","POLYVINYL ALCOHOL","POLYVINYL ALCOHOL",FALSE,"POLYVINYL ALCOHOL"
"1294","","","PORACTANT ALFA","PORACTANT ALFA",FALSE,"PORACTANT ALFA"
"1295","","","POSACONAZOLE","POSACONAZOLE",FALSE,"POSACONAZOLE"
"1296","","","POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)","POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)",FALSE,"POTASSIUM (POTASSIUM CHLORIDE, POTASSIUM CITRATE)"
"1297","","","POTASSIUM ACETATE","POTASSIUM ACETATE",FALSE,"POTASSIUM ACETATE"
"1298","","","POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",FALSE,"POTASSIUM CHLORIDE"
"1299","","","POTASSIUM CITRATE","POTASSIUM CITRATE",FALSE,"POTASSIUM CITRATE"
"1300","","","POTASSIUM PHOSPHATE DIBASIC","POTASSIUM PHOSPHATE DIBASIC",FALSE,"POTASSIUM PHOSPHATE DIBASIC"
"1301","","","POTASSIUM PHOSPHATE MONOBASIC","POTASSIUM PHOSPHATE MONOBASIC",FALSE,"POTASSIUM PHOSPHATE MONOBASIC"
"1302","","","POVIDONE","POVIDONE",FALSE,"POVIDONE"
"1303","Y","PRAMIPEXOLE","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","PRAMIPEXOLE",TRUE,"PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE"
"1304","","","PRAMOXINE HYDROCHLORIDE","PRAMOXINE HYDROCHLORIDE",FALSE,"PRAMOXINE HYDROCHLORIDE"
"1305","Y","PRAVASTATIN","PRAVASTATIN SODIUM","PRAVASTATIN",FALSE,"PRAVASTATIN SODIUM"
"1306","","","PRAZIQUANTEL","PRAZIQUANTEL",FALSE,"PRAZIQUANTEL"
"1307","","","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)","PRAZOSIN (PRAZOSIN HYDROCHLORIDE)",FALSE,"PRAZOSIN (PRAZOSIN HYDROCHLORIDE)"
"1308","","","PREDNICARBATE","PREDNICARBATE",FALSE,"PREDNICARBATE"
"1309","Y","PREDNISOLONE","PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)","PREDNISOLONE",FALSE,"PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)"
"1310","Y","PREDNISOLONE","PREDNISOLONE ACETATE","PREDNISOLONE",FALSE,"PREDNISOLONE ACETATE"
"1311","Y","PREDNISOLONE","PREDNISOLONE SODIUM PHOSPHATE","PREDNISOLONE",FALSE,"PREDNISOLONE SODIUM PHOSPHATE"
"1312","Y","PREDNISONE","PREDNISONE","PREDNISONE",FALSE,"PREDNISONE"
"1313","Y","PREGABALIN","PREGABALIN","PREGABALIN",FALSE,"PREGABALIN"
"1314","","","PRILOCAINE","PRILOCAINE",FALSE,"PRILOCAINE"
"1315","","","PRILOCAINE HYDROCHLORIDE","PRILOCAINE HYDROCHLORIDE",FALSE,"PRILOCAINE HYDROCHLORIDE"
"1316","","","PRIMAQUINE PHOSPHATE","PRIMAQUINE PHOSPHATE",FALSE,"PRIMAQUINE PHOSPHATE"
"1317","","","PRIMIDONE","PRIMIDONE",FALSE,"PRIMIDONE"
"1318","","","PROCAINAMIDE HYDROCHLORIDE","PROCAINAMIDE HYDROCHLORIDE",FALSE,"PROCAINAMIDE HYDROCHLORIDE"
"1319","","","PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)","PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)",FALSE,"PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE)"
"1320","","","PROCHLORPERAZINE","PROCHLORPERAZINE",FALSE,"PROCHLORPERAZINE"
"1321","","","PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)","PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)",FALSE,"PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)"
"1322","","","PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)","PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)",FALSE,"PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)"
"1323","Y","PROCYCLIDINE","PROCYCLIDINE HYDROCHLORIDE","PROCYCLIDINE",FALSE,"PROCYCLIDINE HYDROCHLORIDE"
"1324","Y","PROGESTERONE","PROGESTERONE","PROGESTERONE",FALSE,"PROGESTERONE"
"1325","","","PROGUANIL HYDROCHLORIDE","PROGUANIL HYDROCHLORIDE",FALSE,"PROGUANIL HYDROCHLORIDE"
"1326","","","PROLINE","PROLINE",FALSE,"PROLINE"
"1327","","","PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)","PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)",FALSE,"PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)"
"1328","","","PROMETHAZINE HYDROCHLORIDE","PROMETHAZINE HYDROCHLORIDE",FALSE,"PROMETHAZINE HYDROCHLORIDE"
"1329","","","PROPAFENONE HYDROCHLORIDE","PROPAFENONE HYDROCHLORIDE",FALSE,"PROPAFENONE HYDROCHLORIDE"
"1330","","","PROPIVERINE HYDROCHLORIDE","PROPIVERINE HYDROCHLORIDE",FALSE,"PROPIVERINE HYDROCHLORIDE"
"1331","","","PROPOFOL","PROPOFOL",FALSE,"PROPOFOL"
"1332","Y","PROPRANOLOL","PROPRANOLOL HYDROCHLORIDE","PROPRANOLOL",FALSE,"PROPRANOLOL HYDROCHLORIDE"
"1333","","","PROPYL ALCOHOL","PROPYL ALCOHOL",FALSE,"PROPYL ALCOHOL"
"1334","","","PROPYLENE GLYCOL","PROPYLENE GLYCOL",FALSE,"PROPYLENE GLYCOL"
"1335","","","PROPYLTHIOURACIL","PROPYLTHIOURACIL",FALSE,"PROPYLTHIOURACIL"
"1336","","","PROTAMINE SULFATE","PROTAMINE SULFATE",FALSE,"PROTAMINE SULFATE"
"1337","","","PROTEASE","PROTEASE",FALSE,"PROTEASE"
"1338","","","PROTEIN C","PROTEIN C",FALSE,"PROTEIN C"
"1339","","","PROTEIN S","PROTEIN S",FALSE,"PROTEIN S"
"1340","","","PSEUDOEPHEDRINE HYDROCHLORIDE","PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"1341","","","PSEUDOEPHEDRINE SULFATE","PSEUDOEPHEDRINE SULFATE",FALSE,"PSEUDOEPHEDRINE SULFATE"
"1342","","","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN",FALSE,"PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN"
"1343","","","PYRANTEL (PYRANTEL PAMOATE)","PYRANTEL (PYRANTEL PAMOATE)",FALSE,"PYRANTEL (PYRANTEL PAMOATE)"
"1344","","","PYRAZINAMIDE","PYRAZINAMIDE",FALSE,"PYRAZINAMIDE"
"1345","","","PYRETHRINS","PYRETHRINS",FALSE,"PYRETHRINS"
"1346","","","PYRIDOSTIGMINE BROMIDE","PYRIDOSTIGMINE BROMIDE",FALSE,"PYRIDOSTIGMINE BROMIDE"
"1347","","","PYRIDOXINE HYDROCHLORIDE","PYRIDOXINE HYDROCHLORIDE",FALSE,"PYRIDOXINE HYDROCHLORIDE"
"1348","","","PYRILAMINE MALEATE","PYRILAMINE MALEATE",FALSE,"PYRILAMINE MALEATE"
"1349","","","PYRITHIONE ZINC","PYRITHIONE ZINC",FALSE,"PYRITHIONE ZINC"
"1350","","","Paritaprevir","Paritaprevir",FALSE,"Paritaprevir"
"1351","","","Pazopanib (Pazopanib Hydrochloride)","Pazopanib (Pazopanib Hydrochloride)",FALSE,"Pazopanib (Pazopanib Hydrochloride)"
"1352","","","Pembrolizumab","Pembrolizumab",FALSE,"Pembrolizumab"
"1353","","","Perampanel","Perampanel",FALSE,"Perampanel"
"1354","","","Pertuzumab","Pertuzumab",FALSE,"Pertuzumab"
"1355","","","Plerixafor","Plerixafor",FALSE,"Plerixafor"
"1356","","","Pomalidomide","Pomalidomide",FALSE,"Pomalidomide"
"1357","","","Ponatinib (Ponatinib Hydrochloride)","Ponatinib (Ponatinib Hydrochloride)",FALSE,"Ponatinib (Ponatinib Hydrochloride)"
"1358","","","Prasugrel (Prasugrel Hydrochloride)","Prasugrel (Prasugrel Hydrochloride)",FALSE,"Prasugrel (Prasugrel Hydrochloride)"
"1359","","","Prucalopride (Prucalopride Succinate)","Prucalopride (Prucalopride Succinate)",FALSE,"Prucalopride (Prucalopride Succinate)"
"1360","Y","QUETIAPINE","QUETIAPINE (QUETIAPINE FUMARATE)","QUETIAPINE",FALSE,"QUETIAPINE (QUETIAPINE FUMARATE)"
"1361","","","QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)","QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)",FALSE,"QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)"
"1362","Y","QUINAPRIL","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","QUINAPRIL",FALSE,"QUINAPRIL (QUINAPRIL HYDROCHLORIDE)"
"1363","","","QUINIDINE SULFATE","QUINIDINE SULFATE",FALSE,"QUINIDINE SULFATE"
"1364","Y","QUININE","QUININE SULFATE","QUININE",FALSE,"QUININE SULFATE"
"1365","Y","RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","RABEPRAZOLE",FALSE,"RABEPRAZOLE SODIUM"
"1366","","","RABIES IMMUNE GLOBULIN HUMAN","RABIES IMMUNE GLOBULIN HUMAN",FALSE,"RABIES IMMUNE GLOBULIN HUMAN"
"1367","","","RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)","RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)",FALSE,"RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)"
"1368","","","RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)","RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)",FALSE,"RABIES VACCINE INACTIVATED (PURIFIED CHICK EMBRYO CELL CULTURE)"
"1369","","","RALOXIFENE HYDROCHLORIDE","RALOXIFENE HYDROCHLORIDE",FALSE,"RALOXIFENE HYDROCHLORIDE"
"1370","","","RALTEGRAVIR (RALTEGRAVIR POTASSIUM)","RALTEGRAVIR (RALTEGRAVIR POTASSIUM)",FALSE,"RALTEGRAVIR (RALTEGRAVIR POTASSIUM)"
"1371","","","RALTITREXED (RALTITREXED DISODIUM)","RALTITREXED (RALTITREXED DISODIUM)",FALSE,"RALTITREXED (RALTITREXED DISODIUM)"
"1372","Y","RAMIPRIL","RAMIPRIL","RAMIPRIL",FALSE,"RAMIPRIL"
"1373","","","RAMUCIRUMAB","RAMUCIRUMAB",FALSE,"RAMUCIRUMAB"
"1374","","","RANIBIZUMAB","RANIBIZUMAB",FALSE,"RANIBIZUMAB"
"1375","Y","RANITIDINE","RANITIDINE (RANITIDINE HYDROCHLORIDE)","RANITIDINE",FALSE,"RANITIDINE (RANITIDINE HYDROCHLORIDE)"
"1376","","","RASAGILINE (RASAGILINE MESYLATE)","RASAGILINE (RASAGILINE MESYLATE)",FALSE,"RASAGILINE (RASAGILINE MESYLATE)"
"1377","","","RASBURICASE","RASBURICASE",FALSE,"RASBURICASE"
"1378","","","RECOMBINANT CHOLERA TOXIN B SUBUNIT","RECOMBINANT CHOLERA TOXIN B SUBUNIT",FALSE,"RECOMBINANT CHOLERA TOXIN B SUBUNIT"
"1379","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN"
"1380","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN"
"1381","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN"
"1382","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN"
"1383","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN"
"1384","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN"
"1385","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN"
"1386","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN"
"1387","","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN",FALSE,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN"
"1388","","","REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)","REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)",FALSE,"REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)"
"1389","Y","REPAGLINIDE","REPAGLINIDE","REPAGLINIDE",FALSE,"REPAGLINIDE"
"1390","","","RESLIZUMAB","RESLIZUMAB",FALSE,"RESLIZUMAB"
"1391","","","RHO D IMMUNE GLOBULIN HUMAN","RHO D IMMUNE GLOBULIN HUMAN",FALSE,"RHO D IMMUNE GLOBULIN HUMAN"
"1392","","","RIBAVIRIN","RIBAVIRIN",FALSE,"RIBAVIRIN"
"1393","","","RIFABUTIN","RIFABUTIN",FALSE,"RIFABUTIN"
"1394","","","RIFAMPIN","RIFAMPIN",FALSE,"RIFAMPIN"
"1395","","","RIFAXIMIN","RIFAXIMIN",FALSE,"RIFAXIMIN"
"1396","","","RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)","RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)",FALSE,"RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)"
"1397","","","RILUZOLE","RILUZOLE",FALSE,"RILUZOLE"
"1398","","","RIOCIGUAT","RIOCIGUAT",FALSE,"RIOCIGUAT"
"1399","Y","RISEDRONATE","RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","RISEDRONATE",TRUE,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)"
"1400","Y","RISEDRONATE","RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE)","RISEDRONATE",TRUE,"RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE)"
"1401","Y","RISPERIDONE","RISPERIDONE","RISPERIDONE",FALSE,"RISPERIDONE"
"1402","Y","RISPERIDONE","RISPERIDONE (RISPERIDONE TARTRATE)","RISPERIDONE",FALSE,"RISPERIDONE (RISPERIDONE TARTRATE)"
"1403","","","RITONAVIR","RITONAVIR",FALSE,"RITONAVIR"
"1404","","","RITUXIMAB","RITUXIMAB",FALSE,"RITUXIMAB"
"1405","Y","RIVAROXABAN","RIVAROXABAN","RIVAROXABAN",FALSE,"RIVAROXABAN"
"1406","Y","RIVASTIGMINE","RIVASTIGMINE","RIVASTIGMINE",FALSE,"RIVASTIGMINE"
"1407","Y","RIVASTIGMINE","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","RIVASTIGMINE",FALSE,"RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)"
"1408","Y","RIZATRIPTAN","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","RIZATRIPTAN",FALSE,"RIZATRIPTAN (RIZATRIPTAN BENZOATE)"
"1409","","","ROCURONIUM BROMIDE","ROCURONIUM BROMIDE",FALSE,"ROCURONIUM BROMIDE"
"1410","","","ROMIPLOSTIM","ROMIPLOSTIM",FALSE,"ROMIPLOSTIM"
"1411","","","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)",FALSE,"ROPINIROLE (ROPINIROLE HYDROCHLORIDE)"
"1412","","","ROPIVACAINE HYDROCHLORIDE","ROPIVACAINE HYDROCHLORIDE",FALSE,"ROPIVACAINE HYDROCHLORIDE"
"1413","","","ROSIGLITAZONE (ROSIGLITAZONE MALEATE)","ROSIGLITAZONE (ROSIGLITAZONE MALEATE)",FALSE,"ROSIGLITAZONE (ROSIGLITAZONE MALEATE)"
"1414","Y","ROSUVASTATIN","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","ROSUVASTATIN",FALSE,"ROSUVASTATIN (ROSUVASTATIN CALCIUM)"
"1415","","","ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)","ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)",FALSE,"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)"
"1416","","","ROTIGOTINE","ROTIGOTINE",FALSE,"ROTIGOTINE"
"1417","","","RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)","RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)",FALSE,"RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)"
"1418","","","RUFINAMIDE","RUFINAMIDE",FALSE,"RUFINAMIDE"
"1419","","","RUPATADINE (RUPATADINE FUMARATE)","RUPATADINE (RUPATADINE FUMARATE)",FALSE,"RUPATADINE (RUPATADINE FUMARATE)"
"1420","","","Recombinant Neisseria meningitidis group B NHBA fusion protein","Recombinant Neisseria meningitidis group B NHBA fusion protein",FALSE,"Recombinant Neisseria meningitidis group B NHBA fusion protein"
"1421","","","Recombinant Neisseria meningitidis group B NadA protein","Recombinant Neisseria meningitidis group B NadA protein",FALSE,"Recombinant Neisseria meningitidis group B NadA protein"
"1422","","","Recombinant Neisseria meningitidis group B fHBP fusion protein","Recombinant Neisseria meningitidis group B fHBP fusion protein",FALSE,"Recombinant Neisseria meningitidis group B fHBP fusion protein"
"1423","","","Regorafenib","Regorafenib",FALSE,"Regorafenib"
"1424","","","Romidepsin","Romidepsin",FALSE,"Romidepsin"
"1425","","","Ruxolitinib (Ruxolitinib Phosphate)","Ruxolitinib (Ruxolitinib Phosphate)",FALSE,"Ruxolitinib (Ruxolitinib Phosphate)"
"1426","Y","SALBUTAMOL","SALBUTAMOL","SALBUTAMOL",FALSE,"SALBUTAMOL"
"1427","Y","SALBUTAMOL","SALBUTAMOL (SALBUTAMOL SULFATE)","SALBUTAMOL",FALSE,"SALBUTAMOL (SALBUTAMOL SULFATE)"
"1428","","","SALICYLIC ACID","SALICYLIC ACID",FALSE,"SALICYLIC ACID"
"1429","Y","SALMETEROL","SALMETEROL (SALMETEROL XINAFOATE)","SALMETEROL",FALSE,"SALMETEROL (SALMETEROL XINAFOATE)"
"1430","","","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE",FALSE,"SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE"
"1431","","","SAPROPTERIN DIHYDROCHLORIDE","SAPROPTERIN DIHYDROCHLORIDE",FALSE,"SAPROPTERIN DIHYDROCHLORIDE"
"1432","","","SAQUINAVIR (SAQUINAVIR MESYLATE)","SAQUINAVIR (SAQUINAVIR MESYLATE)",FALSE,"SAQUINAVIR (SAQUINAVIR MESYLATE)"
"1433","","","SARILUMAB","SARILUMAB",FALSE,"SARILUMAB"
"1434","Y","SAXAGLIPTIN","SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)","SAXAGLIPTIN",FALSE,"SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)"
"1435","","","SCOPOLAMINE HYDROBROMIDE","SCOPOLAMINE HYDROBROMIDE",FALSE,"SCOPOLAMINE HYDROBROMIDE"
"1436","","","SELEGILINE HYDROCHLORIDE","SELEGILINE HYDROCHLORIDE",FALSE,"SELEGILINE HYDROCHLORIDE"
"1437","","","SELENIUM (SELENIOUS ACID)","SELENIUM (SELENIOUS ACID)",FALSE,"SELENIUM (SELENIOUS ACID)"
