"","dpd_ingredient","extract","drug_code","active_ingredient_code","ingredient_supplied_ind","strength","strength_unit","strength_type","dosage_value","base","dosage_unit","notes","hydrate","ccdd","top250name","ing_stem","strength_w_unit_w_dosage_if_exists","mp_ingredient_name"
"12791","HOMOSALATE","active",83983,1970,"I","13.5","%","","","N","W/W","",FALSE,"","","HOMOSALATE","13.5 %","homosalate 13.5 %"
"12792","OCTOCRYLENE","active",83983,2280,"I","9","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","9 %","octocrylene 9 %"
"12793","OXYBENZONE","active",83983,33,"I","5.4","%","","","N","W/W","",FALSE,"","","OXYBENZONE","5.4 %","oxybenzone 5.4 %"
"12794","AVOBENZONE","active",83983,755,"I","2.7","%","","","N","W/W","",FALSE,"","","AVOBENZONE","2.7 %","avobenzone 2.7 %"
"12795","OCTISALATE","active",83984,12048,"I","4.5","%","","","N","W/W","",FALSE,"","","OCTISALATE","4.5 %","octisalate 4.5 %"
"12796","HOMOSALATE","active",83984,1970,"I","13.5","%","","","N","W/W","",FALSE,"","","HOMOSALATE","13.5 %","homosalate 13.5 %"
"12797","OCTOCRYLENE","active",83984,2280,"I","9","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","9 %","octocrylene 9 %"
"12798","OXYBENZONE","active",83984,33,"I","5.4","%","","","N","W/W","",FALSE,"","","OXYBENZONE","5.4 %","oxybenzone 5.4 %"
"12799","AVOBENZONE","active",83984,755,"I","2.7","%","","","N","W/W","",FALSE,"","","AVOBENZONE","2.7 %","avobenzone 2.7 %"
"12800","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","active",83987,11114,"I","1000","MG","","","N","","",FALSE,"Y","VALACYCLOVIR","VALACYCLOVIR","1000 MG","valacyclovir (valacyclovir hydrochloride) 1000 mg"
"12801","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","active",83988,11336,"I","37.5","MG","","","N","","",FALSE,"Y","VENLAFAXINE","VENLAFAXINE","37.5 MG","venlafaxine (venlafaxine hydrochloride) 37.5 mg"
"12802","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","active",83989,11336,"I","75","MG","","","N","","",FALSE,"Y","VENLAFAXINE","VENLAFAXINE","75 MG","venlafaxine (venlafaxine hydrochloride) 75 mg"
"12803","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","active",83990,11336,"I","150","MG","","","N","","",FALSE,"Y","VENLAFAXINE","VENLAFAXINE","150 MG","venlafaxine (venlafaxine hydrochloride) 150 mg"
"12804","BENZALKONIUM CHLORIDE","active",83994,197,"I","0.13","%","","","N","W/W","",FALSE,"Y","BENZALKONIUM","BENZALKONIUM","0.13 %","benzalkonium chloride 0.13 %"
"12805","IBUPROFEN","active",83995,2609,"I","100","MG","","5","N","ML","",FALSE,"Y","IBUPROFEN","IBUPROFEN","100 MG per 5 ML","ibuprofen 100 mg per 5 mL"
"12806","LOSARTAN POTASSIUM","active",84000,144,"I","25","MG","","","N","","",FALSE,"Y","LOSARTAN","LOSARTAN","25 MG","losartan potassium 25 mg"
"12807","LOSARTAN POTASSIUM","active",84001,144,"I","50","MG","","","N","","",FALSE,"Y","LOSARTAN","LOSARTAN","50 MG","losartan potassium 50 mg"
"12808","LOSARTAN POTASSIUM","active",84002,144,"I","100","MG","","","N","","",FALSE,"Y","LOSARTAN","LOSARTAN","100 MG","losartan potassium 100 mg"
"12809","OCTISALATE","active",84003,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"12810","HOMOSALATE","active",84003,1970,"I","15","%","","","N","W/W","",FALSE,"","","HOMOSALATE","15 %","homosalate 15 %"
"12811","OCTOCRYLENE","active",84003,2280,"I","10","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","10 %","octocrylene 10 %"
"12812","OXYBENZONE","active",84003,33,"I","6","%","","","N","W/W","",FALSE,"","","OXYBENZONE","6 %","oxybenzone 6 %"
"12813","AVOBENZONE","active",84003,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"12814","OCTISALATE","active",84006,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"12815","HOMOSALATE","active",84006,1970,"I","15","%","","","N","W/W","",FALSE,"","","HOMOSALATE","15 %","homosalate 15 %"
"12816","OCTOCRYLENE","active",84006,2280,"I","10","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","10 %","octocrylene 10 %"
"12817","OXYBENZONE","active",84006,33,"I","6","%","","","N","W/W","",FALSE,"","","OXYBENZONE","6 %","oxybenzone 6 %"
"12818","AVOBENZONE","active",84006,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"12819","REPAGLINIDE","active",84011,11860,"I","0.5","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","0.5 MG","repaglinide 0.5 mg"
"12820","REPAGLINIDE","active",84012,11860,"I","1","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","1 MG","repaglinide 1 mg"
"12821","REPAGLINIDE","active",84013,11860,"I","2","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","2 MG","repaglinide 2 mg"
"12822","DEXLANSOPRAZOLE","active",84014,20625,"I","30","MG","","","N","","",FALSE,"Y","DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","30 MG","dexlansoprazole 30 mg"
"12823","DEXLANSOPRAZOLE","active",84015,20625,"I","60","MG","","","N","","",FALSE,"Y","DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","60 MG","dexlansoprazole 60 mg"
"12824","MONTELUKAST (MONTELUKAST SODIUM)","active",84016,11784,"I","4","MG","","","N","","",FALSE,"Y","MONTELUKAST","MONTELUKAST","4 MG","montelukast (montelukast sodium) 4 mg"
"12825","MONTELUKAST (MONTELUKAST SODIUM)","active",84017,11784,"I","5","MG","","","N","","",FALSE,"Y","MONTELUKAST","MONTELUKAST","5 MG","montelukast (montelukast sodium) 5 mg"
"12826","FINASTERIDE","active",84031,768,"I","5","MG","","","N","","",FALSE,"Y","FINASTERIDE","FINASTERIDE","5 MG","finasteride 5 mg"
"12827","ENSULIZOLE","active",84032,12634,"I","2","%","","","N","W/W","",FALSE,"","","ENSULIZOLE","2 %","ensulizole 2 %"
"12828","OCTOCRYLENE","active",84032,2280,"I","2","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","2 %","octocrylene 2 %"
"12829","AVOBENZONE","active",84032,755,"I","1.5","%","","","N","W/W","",FALSE,"","","AVOBENZONE","1.5 %","avobenzone 1.5 %"
"12830","TRICLOSAN","active",84043,2813,"I","0.1","%","","","N","W/V","",FALSE,"","","TRICLOSAN","0.1 %","triclosan 0.1 %"
"12831","CISPLATIN","active",84044,13121,"I","1","MG","","","N","ML","",FALSE,"","","CISPLATIN","1 MG per ML","cisplatin 1 mg per mL"
"12832","THALIDOMIDE","active",84045,6036,"I","50","MG","","","N","","",FALSE,"","","THALIDOMIDE","50 MG","thalidomide 50 mg"
"12833","THALIDOMIDE","active",84046,6036,"I","100","MG","","","N","","",FALSE,"","","THALIDOMIDE","100 MG","thalidomide 100 mg"
"12834","THALIDOMIDE","active",84048,6036,"I","200","MG","","","N","","",FALSE,"","","THALIDOMIDE","200 MG","thalidomide 200 mg"
"12835","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","active",84049,11847,"I","10","MG","","","N","","",FALSE,"Y","CITALOPRAM","CITALOPRAM","10 MG","citalopram (citalopram hydrobromide) 10 mg"
"12836","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","active",84050,11847,"I","20","MG","","","N","","",FALSE,"Y","CITALOPRAM","CITALOPRAM","20 MG","citalopram (citalopram hydrobromide) 20 mg"
"12837","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","active",84051,11847,"I","40","MG","","","N","","",FALSE,"Y","CITALOPRAM","CITALOPRAM","40 MG","citalopram (citalopram hydrobromide) 40 mg"
"12838","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","active",84052,11847,"I","20","MG","","","N","","",FALSE,"Y","CITALOPRAM","CITALOPRAM","20 MG","citalopram (citalopram hydrobromide) 20 mg"
"12839","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","active",84053,11847,"I","40","MG","","","N","","",FALSE,"Y","CITALOPRAM","CITALOPRAM","40 MG","citalopram (citalopram hydrobromide) 40 mg"
"12840","ACETAMINOPHEN","active",84054,270,"I","500","MG","","","N","","",FALSE,"Y","ACETAMINOPHEN","ACETAMINOPHEN","500 MG","acetaminophen 500 mg"
"12841","OCTINOXATE","active",84055,12049,"I","4.09","%","","","N","W/W","",FALSE,"","","OCTINOXATE","4.09 %","octinoxate 4.09 %"
"12842","OXYBENZONE","active",84055,33,"I","1.4","%","","","N","W/W","",FALSE,"","","OXYBENZONE","1.4 %","oxybenzone 1.4 %"
"12843","IMATINIB (IMATINIB MESYLATE)","active",84058,12429,"I","100","MG","","","N","","",FALSE,"","","IMATINIB (IMATINIB MESYLATE)","100 MG","imatinib (imatinib mesylate) 100 mg"
"12844","IMATINIB (IMATINIB MESYLATE)","active",84059,12429,"I","400","MG","","","N","","",FALSE,"","","IMATINIB (IMATINIB MESYLATE)","400 MG","imatinib (imatinib mesylate) 400 mg"
"12845","OCTISALATE","active",84061,12048,"I","5","%","","","N","W/W","",FALSE,"","","OCTISALATE","5 %","octisalate 5 %"
"12846","HOMOSALATE","active",84061,1970,"I","12","%","","","N","W/W","",FALSE,"","","HOMOSALATE","12 %","homosalate 12 %"
"12847","OCTOCRYLENE","active",84061,2280,"I","1.7","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","1.7 %","octocrylene 1.7 %"
"12848","OXYBENZONE","active",84061,33,"I","3","%","","","N","W/W","",FALSE,"","","OXYBENZONE","3 %","oxybenzone 3 %"
"12849","AVOBENZONE","active",84061,755,"I","3","%","","","N","W/W","",FALSE,"","","AVOBENZONE","3 %","avobenzone 3 %"
"12850","BISACODYL","active",84063,10193,"I","5","MG","","","N","","",FALSE,"","","BISACODYL","5 MG","bisacodyl 5 mg"
"12851","CELECOXIB","active",84067,11865,"I","100","MG","","","N","","",FALSE,"Y","CELECOXIB","CELECOXIB","100 MG","celecoxib 100 mg"
"12852","CELECOXIB","active",84068,11865,"I","200","MG","","","N","","",FALSE,"Y","CELECOXIB","CELECOXIB","200 MG","celecoxib 200 mg"
"12853","MONTELUKAST (MONTELUKAST SODIUM)","active",84073,11784,"I","4","MG","","","N","","",FALSE,"Y","MONTELUKAST","MONTELUKAST","4 MG","montelukast (montelukast sodium) 4 mg"
"12854","MONTELUKAST (MONTELUKAST SODIUM)","active",84074,11784,"I","5","MG","","","N","","",FALSE,"Y","MONTELUKAST","MONTELUKAST","5 MG","montelukast (montelukast sodium) 5 mg"
"12855","MONTELUKAST (MONTELUKAST SODIUM)","active",84075,11784,"I","10","MG","","","N","","",FALSE,"Y","MONTELUKAST","MONTELUKAST","10 MG","montelukast (montelukast sodium) 10 mg"
"12856","CHLORHEXIDINE GLUCONATE","active",84077,626,"I","4","%","","","N","W/V","",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","4 %","chlorhexidine gluconate 4 %"
"12857","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",84083,11366,"I","10","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","10 MG","atorvastatin (atorvastatin calcium) 10 mg"
"12858","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",84084,11366,"I","20","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","20 MG","atorvastatin (atorvastatin calcium) 20 mg"
"12859","ATORVASTATIN (ATORVASTATIN CALCIUM)","active",84085,11366,"I","40","MG","","","N","","",FALSE,"Y","ATORVASTATIN","ATORVASTATIN","40 MG","atorvastatin (atorvastatin calcium) 40 mg"
"12860","CYCLOSPORINE","active",84087,1915,"I","0.05","%","","","N","W/V","",FALSE,"","","CYCLOSPORINE","0.05 %","cyclosporine 0.05 %"
"12861","REPAGLINIDE","active",84088,11860,"I","0.5","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","0.5 MG","repaglinide 0.5 mg"
"12862","REPAGLINIDE","active",84089,11860,"I","1","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","1 MG","repaglinide 1 mg"
"12863","REPAGLINIDE","active",84090,11860,"I","2","MG","","","N","","",FALSE,"Y","REPAGLINIDE","REPAGLINIDE","2 MG","repaglinide 2 mg"
"12864","IBUPROFEN","active",84091,2609,"I","400","MG","","","N","","",FALSE,"Y","IBUPROFEN","IBUPROFEN","400 MG","ibuprofen 400 mg"
"12865","BENZALKONIUM CHLORIDE","active",84093,197,"I","0.13","%","","","N","W/W","",FALSE,"Y","BENZALKONIUM","BENZALKONIUM","0.13 %","benzalkonium chloride 0.13 %"
"12866","DILTIAZEM HYDROCHLORIDE","active",84095,1926,"I","120","MG","","","N","","",FALSE,"Y","DILTIAZEM","DILTIAZEM","120 MG","diltiazem hydrochloride 120 mg"
"12867","DILTIAZEM HYDROCHLORIDE","active",84096,1926,"I","180","MG","","","N","","",FALSE,"Y","DILTIAZEM","DILTIAZEM","180 MG","diltiazem hydrochloride 180 mg"
"12868","DILTIAZEM HYDROCHLORIDE","active",84097,1926,"I","240","MG","","","N","","",FALSE,"Y","DILTIAZEM","DILTIAZEM","240 MG","diltiazem hydrochloride 240 mg"
"12869","DILTIAZEM HYDROCHLORIDE","active",84098,1926,"I","300","MG","","","N","","",FALSE,"Y","DILTIAZEM","DILTIAZEM","300 MG","diltiazem hydrochloride 300 mg"
"12870","OCTINOXATE","active",84099,12049,"I","7.5","%","","","N","W/W","",FALSE,"","","OCTINOXATE","7.5 %","octinoxate 7.5 %"
"12871","ENSULIZOLE","active",84099,12634,"I","1.7","%","","","N","W/W","",FALSE,"","","ENSULIZOLE","1.7 %","ensulizole 1.7 %"
"12872","DIPHENHYDRAMINE HYDROCHLORIDE","active",84104,182,"I","25","MG","","","N","","HISTORIC FREEFORM TEXT: PSEUDOEPHEDRINE HCL.",FALSE,"","","DIPHENHYDRAMINE HYDROCHLORIDE","25 MG","diphenhydramine hydrochloride 25 mg"
"12873","IBUPROFEN","active",84104,2609,"I","200","MG","","","N","","HISTORIC FREEFORM TEXT: IBUPROFEN",FALSE,"Y","IBUPROFEN","IBUPROFEN","200 MG","ibuprofen 200 mg"
"12874","CHLORHEXIDINE GLUCONATE","active",84115,626,"I","2","%","","","N","W/V","",FALSE,"Y","CHLORHEXIDINE","CHLORHEXIDINE","2 %","chlorhexidine gluconate 2 %"
"12875","VITAMIN C","active",84117,646,"I","500","MG","","","N","ML","HISTORIC FREEFORM TEXT: ASCORBIC ACID",FALSE,"","","VITAMIN C","500 MG per ML","vitamin c 500 mg per mL"
"12876","OCTINOXATE","active",84118,12049,"I","4.9","%","","","N","W/W","W/W",FALSE,"","","OCTINOXATE","4.9 %","octinoxate 4.9 %"
"12877","OCTOCRYLENE","active",84118,2280,"I","5","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","5 %","octocrylene 5 %"
"12878","AVOBENZONE","active",84118,755,"I","0.8","%","","","N","W/W","",FALSE,"","","AVOBENZONE","0.8 %","avobenzone 0.8 %"
"12879","OCTINOXATE","active",84119,12049,"I","4.9","%","","","N","W/W","W/W",FALSE,"","","OCTINOXATE","4.9 %","octinoxate 4.9 %"
"12880","OCTOCRYLENE","active",84119,2280,"I","5","%","","","N","W/W","",FALSE,"","","OCTOCRYLENE","5 %","octocrylene 5 %"
"12881","AVOBENZONE","active",84119,755,"I","0.8","%","","","N","W/W","",FALSE,"","","AVOBENZONE","0.8 %","avobenzone 0.8 %"
"12882","BENZALKONIUM CHLORIDE","active",84128,197,"I","0.133","%","","","N","W/V","",FALSE,"Y","BENZALKONIUM","BENZALKONIUM","0.133 %","benzalkonium chloride 0.133 %"
"12883","GLICLAZIDE","active",84157,1327,"I","60","MG","","","N","","",FALSE,"Y","GLICLAZIDE","GLICLAZIDE","60 MG","gliclazide 60 mg"
"12884","DIPHENHYDRAMINE HYDROCHLORIDE","active",84160,182,"I","25","MG","","5","N","ML","",FALSE,"","","DIPHENHYDRAMINE HYDROCHLORIDE","25 MG per 5 ML","diphenhydramine hydrochloride 25 mg per 5 mL"
"12885","MENTHOL","active",84160,265,"I","20","MG","","5","N","ML","",FALSE,"","","MENTHOL","20 MG per 5 ML","menthol 20 mg per 5 mL"
"12886","ACETAMINOPHEN","active",84160,270,"I","325","MG","","5","N","ML","",FALSE,"Y","ACETAMINOPHEN","ACETAMINOPHEN","325 MG per 5 ML","acetaminophen 325 mg per 5 mL"
"12887","RABEPRAZOLE SODIUM","active",84166,12149,"I","10","MG","","","N","","",FALSE,"Y","RABEPRAZOLE SODIUM","RABEPRAZOLE","10 MG","rabeprazole sodium 10 mg"
"12888","RABEPRAZOLE SODIUM","active",84167,12149,"I","20","MG","","","N","","",FALSE,"Y","RABEPRAZOLE SODIUM","RABEPRAZOLE","20 MG","rabeprazole sodium 20 mg"
"12889","PRAVASTATIN SODIUM","active",84168,1201,"I","10","MG","","","N","","",FALSE,"Y","PRAVASTATIN","PRAVASTATIN","10 MG","pravastatin sodium 10 mg"
"12890","PRAVASTATIN SODIUM","active",84169,1201,"I","20","MG","","","N","","",FALSE,"Y","PRAVASTATIN","PRAVASTATIN","20 MG","pravastatin sodium 20 mg"
"12891","PRAVASTATIN SODIUM","active",84170,1201,"I","40","MG","","","N","","",FALSE,"Y","PRAVASTATIN","PRAVASTATIN","40 MG","pravastatin sodium 40 mg"
"12892","FENOFIBRATE","active",84171,1381,"I","100","MG","","","N","","",FALSE,"Y","FENOFIBRATE","FENOFIBRATE","100 MG","fenofibrate 100 mg"
"12893","FENOFIBRATE","active",84172,1381,"I","160","MG","","","N","","",FALSE,"Y","FENOFIBRATE","FENOFIBRATE","160 MG","fenofibrate 160 mg"
"12894","MINOXIDIL","active",84173,2011,"I","20","MG","","","N","ML","",FALSE,"","","MINOXIDIL","20 MG per ML","minoxidil 20 mg per mL"
"12895","VALSARTAN","active",84178,11702,"I","40","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","40 MG","valsartan 40 mg"
"12896","VALSARTAN","active",84179,11702,"I","80","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","80 MG","valsartan 80 mg"
"12897","VALSARTAN","active",84180,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12898","VALSARTAN","active",84181,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
"12899","HYDROCHLOROTHIAZIDE","active",84182,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12900","VALSARTAN","active",84182,11702,"I","80","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","80 MG","valsartan 80 mg"
"12901","HYDROCHLOROTHIAZIDE","active",84183,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12902","VALSARTAN","active",84183,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12903","HYDROCHLOROTHIAZIDE","active",84184,10234,"I","25","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","25 MG","hydrochlorothiazide 25 mg"
"12904","VALSARTAN","active",84184,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12905","HYDROCHLOROTHIAZIDE","active",84185,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12906","VALSARTAN","active",84185,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
"12907","HYDROCHLOROTHIAZIDE","active",84186,10234,"I","25","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","25 MG","hydrochlorothiazide 25 mg"
"12908","VALSARTAN","active",84186,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
"12909","VALSARTAN","active",84187,11702,"I","40","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","40 MG","valsartan 40 mg"
"12910","VALSARTAN","active",84188,11702,"I","80","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","80 MG","valsartan 80 mg"
"12911","VALSARTAN","active",84189,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12912","VALSARTAN","active",84190,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
"12913","DICLOFENAC SODIUM","active",84191,2013,"I","1.5","%","","","N","W/W","",FALSE,"Y","DICLOFENAC","DICLOFENAC","1.5 %","diclofenac sodium 1.5 %"
"12914","ZOPICLONE","active",84193,1200,"I","7.5","MG","","","N","","",FALSE,"Y","ZOPICLONE","ZOPICLONE","7.5 MG","zopiclone 7.5 mg"
"12915","METOPROLOL TARTRATE","active",84194,2167,"I","25","MG","","","N","","",FALSE,"Y","METOPROLOL","METOPROLOL","25 MG","metoprolol tartrate 25 mg"
"12916","METOPROLOL TARTRATE","active",84195,2167,"I","50","MG","","","N","","",FALSE,"Y","METOPROLOL","METOPROLOL","50 MG","metoprolol tartrate 50 mg"
"12917","METOPROLOL TARTRATE","active",84196,2167,"I","100","MG","","","N","","",FALSE,"Y","METOPROLOL","METOPROLOL","100 MG","metoprolol tartrate 100 mg"
"12918","TOPIRAMATE","active",84197,11384,"I","25","MG","","","N","","",FALSE,"Y","TOPIRAMATE","TOPIRAMATE","25 MG","topiramate 25 mg"
"12919","TOPIRAMATE","active",84198,11384,"I","100","MG","","","N","","",FALSE,"Y","TOPIRAMATE","TOPIRAMATE","100 MG","topiramate 100 mg"
"12920","TOPIRAMATE","active",84199,11384,"I","200","MG","","","N","","",FALSE,"Y","TOPIRAMATE","TOPIRAMATE","200 MG","topiramate 200 mg"
"12921","RISPERIDONE","active",84200,723,"I","0.25","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","0.25 MG","risperidone 0.25 mg"
"12922","RISPERIDONE","active",84201,723,"I","0.5","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","0.5 MG","risperidone 0.5 mg"
"12923","RISPERIDONE","active",84202,723,"I","1","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","1 MG","risperidone 1 mg"
"12924","RISPERIDONE","active",84203,723,"I","2","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","2 MG","risperidone 2 mg"
"12925","RISPERIDONE","active",84204,723,"I","3","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","3 MG","risperidone 3 mg"
"12926","RISPERIDONE","active",84205,723,"I","4","MG","","","N","","",FALSE,"Y","RISPERIDONE","RISPERIDONE","4 MG","risperidone 4 mg"
"12927","HYDROCHLOROTHIAZIDE","active",84210,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12928","VALSARTAN","active",84210,11702,"I","80","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","80 MG","valsartan 80 mg"
"12929","HYDROCHLOROTHIAZIDE","active",84211,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12930","VALSARTAN","active",84211,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12931","HYDROCHLOROTHIAZIDE","active",84212,10234,"I","25","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","25 MG","hydrochlorothiazide 25 mg"
"12932","VALSARTAN","active",84212,11702,"I","160","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","160 MG","valsartan 160 mg"
"12933","HYDROCHLOROTHIAZIDE","active",84213,10234,"I","12.5","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","12.5 MG","hydrochlorothiazide 12.5 mg"
"12934","VALSARTAN","active",84213,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
"12935","HYDROCHLOROTHIAZIDE","active",84214,10234,"I","25","MG","","","N","","",FALSE,"Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","25 MG","hydrochlorothiazide 25 mg"
"12936","VALSARTAN","active",84214,11702,"I","320","MG","","","N","","",FALSE,"Y","VALSARTAN","VALSARTAN","320 MG","valsartan 320 mg"
