"","dpd_ingredient","active_ingredient_code","basis_of_strength_ing","precise_ing","ccdd","top250name","ing_stem","hydrate","ntp_ing"
"1128","ALFENTANIL (ALFENTANIL HYDROCHLORIDE)",11173,"ALFENTANIL","ALFENTANIL HYDROCHLORIDE","","","ALFENTANIL (ALFENTANIL HYDROCHLORIDE)",FALSE,"alfentanil (alfentanil hydrochloride)"
"1129","IMATINIB (IMATINIB MESYLATE)",12429,"IMATINIB","IMATINIB MESYLATE","","","IMATINIB (IMATINIB MESYLATE)",FALSE,"imatinib (imatinib mesylate)"
"1130","SUFENTANIL (SUFENTANIL CITRATE)",12343,"SUFENTANIL","SUFENTANIL CITRATE","","","SUFENTANIL (SUFENTANIL CITRATE)",FALSE,"sufentanil (sufentanil citrate)"
"1131","TRETINOIN",5054,"TRETINOIN","TRETINOIN","","","TRETINOIN",FALSE,"tretinoin"
"1132","MIGLUSTAT",13313,"MIGLUSTAT","MIGLUSTAT","","","MIGLUSTAT",FALSE,"miglustat"
"1133","Ticagrelor",20742,"Ticagrelor","Ticagrelor","","","Ticagrelor",FALSE,"ticagrelor"
"1134","CINACALCET (CINACALCET HYDROCHLORIDE)",13352,"CINACALCET","CINACALCET HYDROCHLORIDE","","","CINACALCET (CINACALCET HYDROCHLORIDE)",FALSE,"cinacalcet (cinacalcet hydrochloride)"
"1135","LYSINE (L-LYSINE ACETATE)",9806,"LYSINE","L-LYSINE ACETATE","","","LYSINE (L-LYSINE ACETATE)",FALSE,"lysine (l-lysine acetate)"
"1136","DOXAZOSIN (DOXAZOSIN MESYLATE)",11258,"DOXAZOSIN","DOXAZOSIN MESYLATE","Y","DOXAZOSIN","DOXAZOSIN",FALSE,"doxazosin (doxazosin mesylate)"
"1137","FENOFIBRATE",1381,"FENOFIBRATE","FENOFIBRATE","Y","FENOFIBRATE","FENOFIBRATE",FALSE,"fenofibrate"
"1138","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL",3980,"ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL","","","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE-CO DRIED GEL",FALSE,"aluminum hydroxide-magnesium carbonate-co dried gel"
"1139","ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)",12371,"ESOMEPRAZOLE","Esomeprazole magnesium dihydrate","Y","ESOMEPRAZOLE","ESOMEPRAZOLE",TRUE,"esomeprazole (esomeprazole magnesium)"
"1140","SUCCINYLCHOLINE CHLORIDE",8833,"SUCCINYLCHOLINE CHLORIDE","SUCCINYLCHOLINE CHLORIDE","","","SUCCINYLCHOLINE CHLORIDE",FALSE,"succinylcholine chloride"
"1141","TYROSINE",9750,"TYROSINE","TYROSINE","","","TYROSINE",FALSE,"tyrosine"
"1142","INSULIN BIOSYNTHETIC HUMAN BR",7300,"INSULIN BIOSYNTHETIC HUMAN BR","INSULIN BIOSYNTHETIC HUMAN BR","","","INSULIN BIOSYNTHETIC HUMAN BR",FALSE,"insulin biosynthetic human br"
"1143","PHENYLALANINE",10223,"PHENYLALANINE","PHENYLALANINE","","","PHENYLALANINE",FALSE,"phenylalanine"
"1144","Eslicarbazepine acetate",22430,"Eslicarbazepine acetate","Eslicarbazepine acetate","","","Eslicarbazepine acetate",FALSE,"eslicarbazepine acetate"
"1145","OXAPROZIN",1863,"OXAPROZIN","OXAPROZIN","","","OXAPROZIN",FALSE,"oxaprozin"
"1146","EPINEPHRINE BITARTRATE",8923,"EPINEPHRINE BITARTRATE","EPINEPHRINE BITARTRATE","Y","EPINEPHRINE","EPINEPHRINE",FALSE,"epinephrine bitartrate"
"1147","Dasabuvir (Dasabuvir sodium monohydrate)",22555,"Dasabuvir","Dasabuvir sodium monohydrate","","","Dasabuvir (Dasabuvir sodium monohydrate)",TRUE,"dasabuvir (dasabuvir sodium monohydrate)"
"1148","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",22273,"STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT",NA,NA,NA,NA,NA
"1149","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)",20439,"METHYL AMINOLEVULINATE","METHYL AMINOLEVULINATE HYDROCHLORIDE","","","METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)",FALSE,"methyl aminolevulinate (methyl aminolevulinate hydrochloride)"
"1150","FLUTAMIDE",1847,"FLUTAMIDE","FLUTAMIDE","","","FLUTAMIDE",FALSE,"flutamide"
"1151","PAROXETINE (PAROXETINE HYDROCHLORIDE ACETONE SOLVATE)",11340,"PAROXETINE","PAROXETINE HYDROCHLORIDE ACETONE SOLVATE","Y","PAROXETINE","PAROXETINE",FALSE,"paroxetine (paroxetine hydrochloride acetone solvate)"
"1152","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14",20528,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14",FALSE,"pneumococcal polysaccharide serotype 14"
"1153","BUSULFAN",9556,"BUSULFAN","BUSULFAN","","","BUSULFAN",FALSE,"busulfan"
"1154","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)",22668,"TENOFOVIR ALAFENAMIDE","TENOFOVIR ALAFENAMIDE HEMIFUMARATE","","","TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE)",FALSE,"tenofovir alafenamide (tenofovir alafenamide hemifumarate)"
"1155","CHOLESTYRAMINE RESIN",10235,"CHOLESTYRAMINE RESIN","CHOLESTYRAMINE RESIN","","","CHOLESTYRAMINE RESIN",FALSE,"cholestyramine resin"
"1156","CEFPROZIL",188,"CEFPROZIL","CEFPROZIL","Y","CEFPROZIL","CEFPROZIL",FALSE,"cefprozil"
"1157","VITAMIN B2",11171,"VITAMIN B2","VITAMIN B2","","","VITAMIN B2",FALSE,"vitamin b2"
"1158","TIAPROFENIC ACID",1921,"TIAPROFENIC ACID","TIAPROFENIC ACID","","","TIAPROFENIC ACID",FALSE,"tiaprofenic acid"
"1159","MORPHINE SULFATE",9117,"MORPHINE SULFATE","MORPHINE SULFATE","Y","MORPHINE","MORPHINE",FALSE,"morphine sulfate"
"1160","L-CYSTEINE",5416,"L-CYSTEINE","L-CYSTEINE","","","L-CYSTEINE",FALSE,"l-cysteine"
"1161","SELENIUM (SELENIOUS ACID)",2295,"SELENIUM","SELENIOUS ACID","","","SELENIUM (SELENIOUS ACID)",FALSE,"selenium (selenious acid)"
"1162","MANGANESE (MANGANESE SULFATE)",10194,"MANGANESE","MANGANESE SULFATE","","","MANGANESE (MANGANESE SULFATE)",FALSE,"manganese (manganese sulfate)"
"1163","NAPHAZOLINE HYDROCHLORIDE",9542,"NAPHAZOLINE HYDROCHLORIDE","NAPHAZOLINE HYDROCHLORIDE","","","NAPHAZOLINE HYDROCHLORIDE",FALSE,"naphazoline hydrochloride"
"1164","CHLORDIAZEPOXIDE HYDROCHLORIDE",10260,"CHLORDIAZEPOXIDE HYDROCHLORIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE","","","CHLORDIAZEPOXIDE HYDROCHLORIDE",FALSE,"chlordiazepoxide hydrochloride"
"1165","GLYCOL SALICYLATE",9724,"GLYCOL SALICYLATE","GLYCOL SALICYLATE","","","GLYCOL SALICYLATE",FALSE,"glycol salicylate"
"1166","ETANERCEPT",12032,"ETANERCEPT","ETANERCEPT","","","ETANERCEPT",FALSE,"etanercept"
"1167","PROPRANOLOL HYDROCHLORIDE",10127,"PROPRANOLOL HYDROCHLORIDE","PROPRANOLOL HYDROCHLORIDE","Y","PROPRANOLOL","PROPRANOLOL",FALSE,"propranolol hydrochloride"
"1168","ALENDRONIC ACID (ALENDRONATE SODIUM)",13353,"ALENDRONIC ACID","ALENDRONATE SODIUM","Y","ALENDRONATE","ALENDRONIC ACID",FALSE,"alendronic acid (alendronate sodium)"
"1169","NON POLLEN",3854,"NON POLLEN","NON POLLEN","","","NON POLLEN",FALSE,"non pollen"
"1170","DAUNORUBICIN (DAUNORUBICIN HYDROCHLORIDE)",68,"DAUNORUBICIN","DAUNORUBICIN HYDROCHLORIDE","","","DAUNORUBICIN (DAUNORUBICIN HYDROCHLORIDE)",FALSE,"daunorubicin (daunorubicin hydrochloride)"
"1171","LORATADINE",1299,"LORATADINE","LORATADINE","","","LORATADINE",FALSE,"loratadine"
"1172","VITAMIN B1 (THIAMINE MONONITRATE)",11170,"VITAMIN B1","THIAMINE MONONITRATE","","","VITAMIN B1 (THIAMINE MONONITRATE)",FALSE,"vitamin b1 (thiamine mononitrate)"
"1173","DEXPANTHENOL (PANTHENOL)",4993,"DEXPANTHENOL","PANTHENOL","","","DEXPANTHENOL (PANTHENOL)",FALSE,"dexpanthenol (panthenol)"
"1174","MAGNESIUM ACETATE",5253,"MAGNESIUM ACETATE","MAGNESIUM ACETATE","","","MAGNESIUM ACETATE",FALSE,"magnesium acetate"
"1175","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)",951,"CILAZAPRIL","CILAZAPRIL MONOHYDRATE","","","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)",TRUE,"cilazapril (cilazapril monohydrate)"
"1176","SODIUM LACTATE",1074,"SODIUM LACTATE","SODIUM LACTATE","","","SODIUM LACTATE",FALSE,"sodium lactate"
"1177","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A",7670,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A","","","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A",FALSE,"meningococcal polysaccharide antigen group a"
"1178","SERTRALINE (SERTRALINE HYDROCHLORIDE)",11168,"SERTRALINE","SERTRALINE HYDROCHLORIDE","Y","SERTRALINE","SERTRALINE",FALSE,"sertraline (sertraline hydrochloride)"
"1179","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)",2139,"MYCOPHENOLIC ACID","MYCOPHENOLATE SODIUM","","","MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM)",FALSE,"mycophenolic acid (mycophenolate sodium)"
"1180","LORAZEPAM",2300,"LORAZEPAM","LORAZEPAM","Y","LORAZEPAM","LORAZEPAM",FALSE,"lorazepam"
"1181","BENOXINATE HYDROCHLORIDE",6189,"BENOXINATE HYDROCHLORIDE","BENOXINATE HYDROCHLORIDE","","","BENOXINATE HYDROCHLORIDE",FALSE,"benoxinate hydrochloride"
"1182","STREPTOMYCIN (STREPTOMYCIN SULFATE)",8603,"STREPTOMYCIN","STREPTOMYCIN SULFATE","","","STREPTOMYCIN (STREPTOMYCIN SULFATE)",FALSE,"streptomycin (streptomycin sulfate)"
"1183","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)",18938,"INSULIN GLULISINE","RECOMBINANT DNA ORIGIN","","","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)",FALSE,"insulin glulisine (recombinant dna origin)"
"1184","IXEKIZUMAB",22714,"IXEKIZUMAB","IXEKIZUMAB","","","IXEKIZUMAB",FALSE,"ixekizumab"
"1185","VITAMIN D2",4924,"VITAMIN D2","VITAMIN D2","","VITAMIN D2","VITAMIN D2",FALSE,"vitamin d2"
"1186","PREDNISOLONE ACETATE",7617,"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE","Y","PREDNISOLONE","PREDNISOLONE",FALSE,"prednisolone acetate"
"1187","CABERGOLINE",12006,"CABERGOLINE","CABERGOLINE","","","CABERGOLINE",FALSE,"cabergoline"
"1188","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)",11386,"MEFLOQUINE","MEFLOQUINE HYDROCHLORIDE","","","MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE)",FALSE,"mefloquine (mefloquine hydrochloride)"
"1189","CARMUSTINE",2418,"CARMUSTINE","CARMUSTINE","","","CARMUSTINE",FALSE,"carmustine"
"1190","VALPROIC ACID",2115,"VALPROIC ACID","VALPROIC ACID","Y","VALPROIC ACID","VALPROIC ACID",FALSE,"valproic acid"
"1191","GADOTERIDOL",741,"GADOTERIDOL","GADOTERIDOL","","","GADOTERIDOL",FALSE,"gadoteridol"
"1192","IncobotulinumtoxinA",21616,"IncobotulinumtoxinA","IncobotulinumtoxinA","","","IncobotulinumtoxinA",FALSE,"incobotulinumtoxina"
"1193","AURANOFIN",1898,"AURANOFIN","AURANOFIN","","","AURANOFIN",FALSE,"auranofin"
"1194","PENICILLIN G SODIUM",8435,"PENICILLIN G SODIUM","PENICILLIN G SODIUM","","","PENICILLIN G SODIUM",FALSE,"penicillin g sodium"
"1195","COLISTIN (COLISTIMETHATE SODIUM)",8513,"COLISTIN","COLISTIMETHATE SODIUM","","","COLISTIN (COLISTIMETHATE SODIUM)",FALSE,"colistin (colistimethate sodium)"
"1196","DILUENT",893,"DILUENT","DILUENT","","","DILUENT",FALSE,"diluent"
"1197","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B",20534,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B","","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B",FALSE,"pneumococcal polysaccharide serotype 6b"
"1198","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)",9906,"TRIMIPRAMINE","TRIMIPRAMINE MALEATE","","","TRIMIPRAMINE (TRIMIPRAMINE MALEATE)",FALSE,"trimipramine (trimipramine maleate)"
"1199","HAEMAGGLUTININ-STRAIN A(H3N2)",743,"HAEMAGGLUTININ-STRAIN A","H3N2","","","HAEMAGGLUTININ-STRAIN A(H3N2)",FALSE,"haemagglutinin-strain a(h3n2)"
"1200","CLOFEDANOL HYDROCHLORIDE",9523,"CLOFEDANOL HYDROCHLORIDE","CLOFEDANOL HYDROCHLORIDE","","","CLOFEDANOL HYDROCHLORIDE",FALSE,"clofedanol hydrochloride"
"1201","ERGOLOID MESYLATES",1411,"ERGOLOID MESYLATES","ERGOLOID MESYLATES","","","ERGOLOID MESYLATES",FALSE,"ergoloid mesylates"
"1202","POTASSIUM PHOSPHATE DIBASIC",5319,"POTASSIUM PHOSPHATE DIBASIC","POTASSIUM PHOSPHATE DIBASIC","","","POTASSIUM PHOSPHATE DIBASIC",FALSE,"potassium phosphate dibasic"
"1203","ESTRADIOL (ESTRADIOL HEMIHYDRATE)",7419,"ESTRADIOL","ESTRADIOL HEMIHYDRATE","Y","ESTRADIOL","ESTRADIOL",TRUE,"estradiol"
"1204","ISOSORBIDE DINITRATE",9627,"ISOSORBIDE DINITRATE","ISOSORBIDE DINITRATE","","","ISOSORBIDE DINITRATE",FALSE,"isosorbide dinitrate"
"1205","FILAMENTOUS HAEMAGGLUTININ",19,"FILAMENTOUS HAEMAGGLUTININ","FILAMENTOUS HAEMAGGLUTININ","","","FILAMENTOUS HAEMAGGLUTININ",FALSE,"filamentous haemagglutinin"
"1206","KETOTIFEN (KETOTIFEN FUMARATE)",11175,"KETOTIFEN","KETOTIFEN FUMARATE","","","KETOTIFEN (KETOTIFEN FUMARATE)",FALSE,"ketotifen (ketotifen fumarate)"
"1207","MANNITOL",9547,"MANNITOL","MANNITOL","","","MANNITOL",FALSE,"mannitol"
"1208","BENZOCAINE",8903,"BENZOCAINE","BENZOCAINE","","","BENZOCAINE",FALSE,"benzocaine"
"1209","HYDROCODONE",20386,"HYDROCODONE","HYDROCODONE","","","HYDROCODONE",FALSE,"hydrocodone"
"1210","DIBUCAINE",9206,"DIBUCAINE","DIBUCAINE",NA,NA,NA,NA,NA
"1211","CEFUROXIME (CEFUROXIME AXETIL)",11118,"CEFUROXIME","CEFUROXIME AXETIL","","","CEFUROXIME (CEFUROXIME AXETIL)",FALSE,"cefuroxime (cefuroxime axetil)"
"1212","HEPARIN (HEPARIN SODIUM)",11364,"HEPARIN","HEPARIN SODIUM","","","HEPARIN (HEPARIN SODIUM)",FALSE,"heparin (heparin sodium)"
"1213","VITAMIN D (VITAMIN D3)",703,"VITAMIN D","VITAMIN D3","Y","VITAMIN D3","VITAMIN D3",FALSE,"vitamin d (vitamin d3)"
"1214","BETAHISTINE HYDROCHLORIDE",9483,"BETAHISTINE HYDROCHLORIDE","BETAHISTINE HYDROCHLORIDE","Y","BETAHISTINE","BETAHISTINE",FALSE,"betahistine hydrochloride"
"1215","Apixaban",21078,"Apixaban","Apixaban","","","Apixaban",FALSE,"apixaban"
"1216","GABAPENTIN",470,"GABAPENTIN","GABAPENTIN","Y","GABAPENTIN","GABAPENTIN",FALSE,"gabapentin"
"1217","VALRUBICIN",12002,"VALRUBICIN","VALRUBICIN",NA,NA,NA,NA,NA
"1218","TETANUS IMMUNE GLOBULIN (HUMAN)",7931,"TETANUS IMMUNE GLOBULIN","HUMAN","","","TETANUS IMMUNE GLOBULIN (HUMAN)",FALSE,"tetanus immune globulin (human)"
"1219","BETA-CAROTENE",11079,"BETA-CAROTENE","BETA-CAROTENE","","","BETA-CAROTENE",FALSE,"beta-carotene"
"1220","TRIMEBUTINE MALEATE",1925,"TRIMEBUTINE MALEATE","TRIMEBUTINE MALEATE","","","TRIMEBUTINE MALEATE",FALSE,"trimebutine maleate"
"1221","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)",12371,"ESOMEPRAZOLE","ESOMEPRAZOLE MAGNESIUM TRIHYDRATE","Y","ESOMEPRAZOLE","ESOMEPRAZOLE",TRUE,"esomeprazole (esomeprazole magnesium)"
"1222","OLMESARTAN MEDOXOMIL",20396,"OLMESARTAN MEDOXOMIL","OLMESARTAN MEDOXOMIL","Y","OLMESARTAN MEDOXOMIL","OLMESARTAN",FALSE,"olmesartan medoxomil"
"1223","MAPROTILINE HYDROCHLORIDE",2274,"MAPROTILINE HYDROCHLORIDE","MAPROTILINE HYDROCHLORIDE","","","MAPROTILINE HYDROCHLORIDE",FALSE,"maprotiline hydrochloride"
"1224","SULFISOXAZOLE",8178,"SULFISOXAZOLE","SULFISOXAZOLE","","","SULFISOXAZOLE",FALSE,"sulfisoxazole"
"1225","RIBAVIRIN",2184,"RIBAVIRIN","RIBAVIRIN","","","RIBAVIRIN",FALSE,"ribavirin"
"1226","BUPIVACAINE HYDROCHLORIDE",2493,"BUPIVACAINE HYDROCHLORIDE","BUPIVACAINE HYDROCHLORIDE","","","BUPIVACAINE HYDROCHLORIDE",FALSE,"bupivacaine hydrochloride"
"1227","ADALIMUMAB",13356,"ADALIMUMAB","ADALIMUMAB","","","ADALIMUMAB",FALSE,"adalimumab"
"1228","NILUTAMIDE",1243,"NILUTAMIDE","NILUTAMIDE","","","NILUTAMIDE",FALSE,"nilutamide"
"1229","PILOCARPINE HYDROCHLORIDE",6599,"PILOCARPINE HYDROCHLORIDE","PILOCARPINE HYDROCHLORIDE","","","PILOCARPINE HYDROCHLORIDE",FALSE,"pilocarpine hydrochloride"
"1230","NEOSTIGMINE METHYLSULFATE",10010,"NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE METHYLSULFATE","","","NEOSTIGMINE METHYLSULFATE",FALSE,"neostigmine methylsulfate"
"1231","XYLOMETAZOLINE HYDROCHLORIDE",5869,"XYLOMETAZOLINE HYDROCHLORIDE","XYLOMETAZOLINE HYDROCHLORIDE","","","XYLOMETAZOLINE HYDROCHLORIDE",FALSE,"xylometazoline hydrochloride"
"1232","PAPAVERINE HYDROCHLORIDE",6941,"PAPAVERINE HYDROCHLORIDE","PAPAVERINE HYDROCHLORIDE","","","PAPAVERINE HYDROCHLORIDE",FALSE,"papaverine hydrochloride"
"1233","PROLINE",9396,"PROLINE","PROLINE","","","PROLINE",FALSE,"proline"
"1234","EPINEPHRINE (EPINEPHRINE BITARTRATE)",8926,"EPINEPHRINE","EPINEPHRINE BITARTRATE","Y","EPINEPHRINE","EPINEPHRINE",FALSE,"epinephrine (epinephrine bitartrate)"
"1235","YOHIMBINE HYDROCHLORIDE",20371,"YOHIMBINE HYDROCHLORIDE","YOHIMBINE HYDROCHLORIDE","","","YOHIMBINE HYDROCHLORIDE",FALSE,"yohimbine hydrochloride"
"1236","OXYGEN",2333,"OXYGEN","OXYGEN","","","OXYGEN",FALSE,"oxygen"
"1237","COPPER (CUPRIC OXIDE)",582,"COPPER","CUPRIC OXIDE","","","COPPER (CUPRIC OXIDE)",FALSE,"copper (cupric oxide)"
"1238","Enzalutamide",22083,"Enzalutamide","Enzalutamide","","","Enzalutamide",FALSE,"enzalutamide"
"1239","DAPSONE",8120,"DAPSONE","DAPSONE","","","DAPSONE",FALSE,"dapsone"
"1240","AZITHROMYCIN (AZITHROMYCIN HYDROGEN CITRATE)",424,"AZITHROMYCIN","AZITHROMYCIN HYDROGEN CITRATE","Y","AZITHROMYCIN","AZITHROMYCIN",FALSE,"azithromycin (azithromycin hydrogen citrate)"
"1241","ALITRETINOIN",11885,"ALITRETINOIN","ALITRETINOIN","","","ALITRETINOIN",FALSE,"alitretinoin"
"1242","DOXYCYCLINE (Doxycycline Monohydrate)",8642,"DOXYCYCLINE","Doxycycline Monohydrate","Y","DOXYCYCLINE","DOXYCYCLINE",TRUE,"doxycycline"
"1243","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135",19045,"MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135","","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135",FALSE,"meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135"
"1244","AZATHIOPRINE",10128,"AZATHIOPRINE","AZATHIOPRINE","Y","AZATHIOPRINE","AZATHIOPRINE",FALSE,"azathioprine"
"1245","CYCLOPENTOLATE HYDROCHLORIDE",4179,"CYCLOPENTOLATE HYDROCHLORIDE","CYCLOPENTOLATE HYDROCHLORIDE","","","CYCLOPENTOLATE",FALSE,"cyclopentolate hydrochloride"
"1246","Asenapine (Asenapine maleate)",21015,"Asenapine","Asenapine maleate","","","Asenapine (Asenapine maleate)",FALSE,"asenapine (asenapine maleate)"
"1247","MINOXIDIL",2011,"MINOXIDIL","MINOXIDIL","","","MINOXIDIL",FALSE,"minoxidil"
"1248","TOLNAFTATE",9887,"TOLNAFTATE","TOLNAFTATE","","","TOLNAFTATE",FALSE,"tolnaftate"
"1249","AMINOLEVULINIC ACID HYDROCHLORIDE",12216,"AMINOLEVULINIC ACID HYDROCHLORIDE","AMINOLEVULINIC ACID HYDROCHLORIDE","","","AMINOLEVULINIC ACID HYDROCHLORIDE",FALSE,"aminolevulinic acid hydrochloride"
"1250","NEON",2331,"NEON","NEON","","","NEON",FALSE,"neon"
"1251","FOMEPIZOLE",12038,"FOMEPIZOLE","FOMEPIZOLE","","","FOMEPIZOLE",FALSE,"fomepizole"
"1252","OMEPRAZOLE",1250,"OMEPRAZOLE","OMEPRAZOLE","Y","OMEPRAZOLE","OMEPRAZOLE",FALSE,"omeprazole"
"1253","AZELAIC ACID",277,"AZELAIC ACID","AZELAIC ACID","","","AZELAIC ACID",FALSE,"azelaic acid"
"1254","ESCITALOPRAM",13585,"ESCITALOPRAM","ESCITALOPRAM","Y","ESCITALOPRAM","ESCITALOPRAM",FALSE,"escitalopram"
"1255","VINCRISTINE SULFATE",5895,"VINCRISTINE SULFATE","VINCRISTINE SULFATE","","","VINCRISTINE SULFATE",FALSE,"vincristine sulfate"
"1256","OCTOCRYLENE",2280,"OCTOCRYLENE","OCTOCRYLENE","","","OCTOCRYLENE",FALSE,"octocrylene"
"1257","POLYETHYLENE GLYCOL 400",234,"POLYETHYLENE GLYCOL 400","POLYETHYLENE GLYCOL 400","","","POLYETHYLENE GLYCOL 400",FALSE,"polyethylene glycol 400"
"1258","Recombinant Neisseria meningitidis group B NadA protein",22177,"Recombinant Neisseria meningitidis group B NadA protein","Recombinant Neisseria meningitidis group B NadA protein","","","Recombinant Neisseria meningitidis group B NadA protein",FALSE,"recombinant neisseria meningitidis group b nada protein"
"1259","Daclatasvir (Daclatasvir Dihydrochloride)",22633,"Daclatasvir","Daclatasvir Dihydrochloride","","","Daclatasvir (Daclatasvir Dihydrochloride)",FALSE,"daclatasvir (daclatasvir dihydrochloride)"
"1260","ISOLEUCINE",9929,"ISOLEUCINE","ISOLEUCINE","","","ISOLEUCINE",FALSE,"isoleucine"
"1261","CYPROTERONE ACETATE",7572,"CYPROTERONE ACETATE","CYPROTERONE ACETATE","Y","CYPROTERONE","CYPROTERONE",FALSE,"cyproterone acetate"
"1262","POSACONAZOLE",20127,"POSACONAZOLE","POSACONAZOLE","","","POSACONAZOLE",FALSE,"posaconazole"
"1263","azelastine hydrochloride",22525,"azelastine hydrochloride","azelastine hydrochloride","","","azelastine hydrochloride",FALSE,"azelastine hydrochloride"
"1264","DICYCLOMINE HYDROCHLORIDE",6425,"DICYCLOMINE HYDROCHLORIDE","DICYCLOMINE HYDROCHLORIDE","","","DICYCLOMINE HYDROCHLORIDE",FALSE,"dicyclomine hydrochloride"
"1265","ADAPALENE",224,"ADAPALENE","ADAPALENE","","","ADAPALENE",FALSE,"adapalene"
"1266","ACETAZOLAMIDE (ACETAZOLAMIDE SODIUM)",6299,"ACETAZOLAMIDE","ACETAZOLAMIDE SODIUM","","","ACETAZOLAMIDE",FALSE,"acetazolamide (acetazolamide sodium)"
"1267","PEGVISOMANT",16581,"PEGVISOMANT","PEGVISOMANT","","","PEGVISOMANT",FALSE,"pegvisomant"
"1268","GELATIN",8825,"GELATIN","GELATIN","","","GELATIN",FALSE,"gelatin"
"1269","PROMETHAZINE HYDROCHLORIDE",7952,"PROMETHAZINE HYDROCHLORIDE","PROMETHAZINE HYDROCHLORIDE","","","PROMETHAZINE HYDROCHLORIDE",FALSE,"promethazine hydrochloride"
"1270","PEGINTERFERON BETA-1A",22631,"PEGINTERFERON BETA-1A","PEGINTERFERON BETA-1A","","","PEGINTERFERON BETA-1A",FALSE,"peginterferon beta-1a"
"1271","SOTALOL HYDROCHLORIDE",2048,"SOTALOL HYDROCHLORIDE","SOTALOL HYDROCHLORIDE","","","SOTALOL HYDROCHLORIDE",FALSE,"sotalol hydrochloride"
"1272","THREONINE",10243,"THREONINE","THREONINE","","","THREONINE",FALSE,"threonine"
"1273","APREPITANT",20156,"APREPITANT","APREPITANT","","","APREPITANT",FALSE,"aprepitant"
"1274","FACTOR XIII",11246,"FACTOR XIII","FACTOR XIII","","","FACTOR XIII",FALSE,"factor xiii"
"1275","ISOFLURANE",2019,"ISOFLURANE","ISOFLURANE","","","ISOFLURANE",FALSE,"isoflurane"
"1276","PEGFILGRASTIM",12313,"PEGFILGRASTIM","PEGFILGRASTIM","","","PEGFILGRASTIM",FALSE,"pegfilgrastim"
"1277","AMSACRINE",1930,"AMSACRINE","AMSACRINE","","","AMSACRINE",FALSE,"amsacrine"
"1278","CHLOROBUTANOL",6995,"CHLOROBUTANOL","CHLOROBUTANOL","","","CHLOROBUTANOL",FALSE,"chlorobutanol"
"1279","P-HYDROXYEPHEDRINE HYDROCHLORIDE",8934,"P-HYDROXYEPHEDRINE HYDROCHLORIDE","P-HYDROXYEPHEDRINE HYDROCHLORIDE","","","P-HYDROXYEPHEDRINE HYDROCHLORIDE",FALSE,"p-hydroxyephedrine hydrochloride"
