"","dpd_ingredient","active_ingredient_code","hydrate","ccdd","top250name","ing_stem"
"1625","BLEOMYCIN (BLEOMYCIN SULFATE)",11448,FALSE,"","","BLEOMYCIN (BLEOMYCIN SULFATE)"
"1626","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)",9401,FALSE,"","","PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE)"
"1627","SORAFENIB (SORAFENIB TOSYLATE)",15231,FALSE,"","","SORAFENIB (SORAFENIB TOSYLATE)"
"1628","ANTI-INHIBITOR COAGULANT COMPLEX",96,FALSE,"","","ANTI-INHIBITOR COAGULANT COMPLEX"
"1629","AVOBENZONE",755,FALSE,"","","AVOBENZONE"
"1630","CISATRACURIUM (CISATRACURIUM BESYLATE)",11084,FALSE,"","","CISATRACURIUM (CISATRACURIUM BESYLATE)"
"1631","L-LEUCINE HYDROCHLORIDE",751,FALSE,"","","L-LEUCINE HYDROCHLORIDE"
"1632","PHENYTOIN SODIUM",10207,FALSE,"Y","PHENYTOIN","PHENYTOIN SODIUM"
"1633","DOPAMINE HYDROCHLORIDE",2322,FALSE,"","","DOPAMINE HYDROCHLORIDE"
"1634","PHOSPHOLIPID",10282,FALSE,"","","PHOSPHOLIPID"
"1635","TROMETAMOL",13337,FALSE,"","","TROMETAMOL"
"1636","RISPERIDONE (RISPERIDONE TARTRATE)",723,FALSE,"Y","RISPERIDONE","RISPERIDONE"
"1637","Umeclidinium (Umeclidinium bromide)",22230,FALSE,"","","Umeclidinium (Umeclidinium bromide)"
"1638","ETONOGESTREL",13323,FALSE,"Y","ETONOGESTREL","ETONOGESTREL"
"1639","NIZATIDINE",1305,FALSE,"","","NIZATIDINE"
"1640","Tofacitinib (Tofacitinib citrate)",22274,FALSE,"","","Tofacitinib (Tofacitinib citrate)"
"1641","INSULIN ISOPHANE INJECTION PORK",7650,FALSE,"","","INSULIN ISOPHANE INJECTION PORK"
"1642","BASILIXIMAB",12027,FALSE,"","","BASILIXIMAB"
"1643","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID",390,FALSE,"","","TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID"
"1644","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)",7999,FALSE,"","","THIOPROPERAZINE (THIOPROPERAZINE MESYLATE)"
"1645","CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE)",16112,FALSE,"","","CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE)"
"1646","CLINDAMYCIN (CLINDAMYCIN PHOSPHATE)",8551,FALSE,"Y","CLINDAMYCIN","CLINDAMYCIN"
"1647","ZINC ACETATE",6353,FALSE,"","","ZINC ACETATE"
"1648","MINERAL OIL",7140,FALSE,"","","MINERAL OIL"
"1649","THYROID",6617,FALSE,"","","THYROID"
"1650","CEPHALEXIN (CEPHALEXIN MONOHYDRATE)",8376,TRUE,"Y","CEPHALEXIN","CEPHALEXIN"
"1651","INACTIVATED POLIOVIRUS TYPE II",11934,FALSE,"","","INACTIVATED POLIOVIRUS TYPE II"
"1652","Ruxolitinib (Ruxolitinib Phosphate)",21376,FALSE,"","","Ruxolitinib (Ruxolitinib Phosphate)"
"1653","L-LYSINE (L-LYSINE HYDROCHLORIDE)",193,FALSE,"","","L-LYSINE (L-LYSINE HYDROCHLORIDE)"
"1654","NAPHAZOLINE NITRATE",5642,FALSE,"","","NAPHAZOLINE NITRATE"
"1655","GADODIAMIDE",420,FALSE,"","","GADODIAMIDE"
"1656","IVERMECTIN",623,FALSE,"","","IVERMECTIN"
"1657","HYDROCODONE BITARTRATE",6161,FALSE,"","","HYDROCODONE BITARTRATE"
"1658","HYDROXYUREA",10140,FALSE,"","","HYDROXYUREA"
"1659","ROMIPLOSTIM",20436,FALSE,"","","ROMIPLOSTIM"
"1660","VELAGLUCERASE ALFA",20635,FALSE,"","","VELAGLUCERASE ALFA"
"1661","CHROMIUM (CHROMIUM HVP CHELATE)",2001,FALSE,"","","CHROMIUM (CHROMIUM HVP CHELATE)"
"1662","INSULIN LISPRO PROTAMINE SUSPENSION",12028,FALSE,"","","INSULIN LISPRO PROTAMINE SUSPENSION"
"1663","CALCIUM GLUCONATE",4808,FALSE,"","","CALCIUM GLUCONATE"
"1664","LANSOPRAZOLE",180,FALSE,"Y","LANSOPRAZOLE","LANSOPRAZOLE"
"1665","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20",20655,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 20"
"1666","GALANTAMINE (GALANTAMINE HYDROBROMIDE)",12329,FALSE,"Y","GALANTAMINE","GALANTAMINE"
"1667","PROGESTERONE",7554,FALSE,"Y","PROGESTERONE","PROGESTERONE"
"1668","Teriflunomide",22169,FALSE,"","","Teriflunomide"
"1669","OLANZAPINE (OLANZAPINE TARTRATE)",1,FALSE,"Y","OLANZAPINE","OLANZAPINE"
"1670","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C",19043,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C"
"1671","BISOCTRIZOLE",20446,FALSE,"","","BISOCTRIZOLE"
"1672","PENTOXIFYLLINE",1929,FALSE,"","","PENTOXIFYLLINE"
"1673","RUFINAMIDE",20811,FALSE,"","","RUFINAMIDE"
"1674","Recombinant human coagulation factor IX, FC Fusion protein",22263,FALSE,NA,NA,NA
"1675","HYDROCORTISONE VALERATE",7509,FALSE,"Y","HYDROCORTISONE","HYDROCORTISONE"
"1676","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)",11343,FALSE,"","","MITOXANTRONE (MITOXANTRONE HYDROCHLORIDE)"
"1677","PRIMIDONE",8265,FALSE,"","","PRIMIDONE"
"1678","OPIUM",6897,FALSE,"","","OPIUM"
"1679","LODOXAMIDE (LODOXAMIDE TROMETHAMINE)",11177,FALSE,NA,NA,NA
"1680","TRIAMCINOLONE HEXACETONIDE",7582,FALSE,NA,NA,NA
"1681","NAPROXEN",2414,FALSE,"Y","NAPROXEN","NAPROXEN"
"1682","DICLOFENAC DIETHYLAMINE",20061,FALSE,"Y","DICLOFENAC","DICLOFENAC"
"1683","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)",5000,FALSE,"","","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)"
"1684","BENZYDAMINE HYDROCHLORIDE",2047,FALSE,"","","BENZYDAMINE HYDROCHLORIDE"
"1685","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED",12359,FALSE,"","","VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED"
"1686","Influenza Virus Type A (H3N2)",20599,FALSE,"","","Influenza Virus Type A (H3N2)"
"1687","BETAMETHASONE (BETAMETHASONE VALERATE)",7610,FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)"
"1688","BUPRENORPHINE",12033,FALSE,"Y","BUPRENORPHINE","BUPRENORPHINE"
"1689","NADOLOL",2099,FALSE,"","","NADOLOL"
"1690","IDOXURIDINE",8313,FALSE,"","","IDOXURIDINE"
"1691","CONJUGATED ESTROGENS",12708,FALSE,"Y","ESTROGENIC SUB,CONJUGATED","CONJUGATED ESTROGENS"
"1692","ERGOTAMINE TARTRATE",9252,FALSE,"","","ERGOTAMINE TARTRATE"
"1693","CEFTAZIDIME",8344,FALSE,"","","CEFTAZIDIME"
"1694","DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)",11085,FALSE,"","","DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)"
"1695","HYPROLOSE",13317,FALSE,"","","HYPROLOSE"
"1696","TAMOXIFEN (TAMOXIFEN CITRATE)",11164,FALSE,"","","TAMOXIFEN (TAMOXIFEN CITRATE)"
"1697","METOPROLOL TARTRATE",2167,FALSE,"Y","METOPROLOL","METOPROLOL"
"1698","L-VALINE",939,FALSE,"","","L-VALINE"
"1699","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)",20378,TRUE,"","","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)"
"1700","Afatinib (Afatinib Dimaleate)",22160,FALSE,"","","Afatinib (Afatinib Dimaleate)"
"1701","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE",20445,TRUE,"","","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"
"1702","POLLEN AND NON POLLEN",13830,FALSE,"","","POLLEN AND NON POLLEN"
"1703","SODIUM CHLORIDE",55,FALSE,"","","SODIUM CHLORIDE"
"1704","ETHOSUXIMIDE",6363,FALSE,"","","ETHOSUXIMIDE"
"1705","NALOXONE (NALOXONE HYDROCHLORIDE DIHYDRATE)",20137,TRUE,"Y","NALOXONE","NALOXONE"
"1706","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8",20647,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8"
"1707","Vismodegib",22125,FALSE,"","","Vismodegib"
"1708","CANAKINUMAB",20575,FALSE,"","","CANAKINUMAB"
"1709","ATENOLOL",2041,FALSE,"Y","ATENOLOL","ATENOLOL"
"1710","NATALIZUMAB",12577,FALSE,"","","NATALIZUMAB"
"1711","ENFUVIRTIDE",13031,FALSE,"","","ENFUVIRTIDE"
"1712","Plerixafor",21077,FALSE,"","","Plerixafor"
"1713","PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE)",12012,FALSE,"Y","PIOGLITAZONE","PIOGLITAZONE"
"1714","INSULIN INJECTION HUMAN BIOSYNTHETIC",7672,FALSE,"","","INSULIN INJECTION HUMAN BIOSYNTHETIC"
"1715","NORETHINDRONE",7500,FALSE,"Y","NORETHINDRONE","NORETHINDRONE"
"1716","NYSTATIN",8508,FALSE,"Y","NYSTATIN","NYSTATIN"
"1717","BERACTANT",738,FALSE,"","","BERACTANT"
"1718","VALINE",9928,FALSE,"","","VALINE"
"1719","CALCIUM CARBONATE",671,FALSE,"","","CALCIUM CARBONATE"
"1720","SIROLIMUS",12064,FALSE,"","","SIROLIMUS"
"1721","AMITRIPTYLINE HYDROCHLORIDE",10187,FALSE,"Y","AMITRIPTYLINE","AMITRIPTYLINE"
"1722","VON WILLEBRAND FACTOR (HUMAN)",13371,FALSE,"","","VON WILLEBRAND FACTOR (HUMAN)"
"1723","METHACHOLINE CHLORIDE",9543,FALSE,"","","METHACHOLINE CHLORIDE"
"1724","DIFLUNISAL",2113,FALSE,"","","DIFLUNISAL"
"1725","COAGULATION FACTOR X (HUMAN)",4229,FALSE,"","","COAGULATION FACTOR X (HUMAN)"
"1726","PALIPERIDONE",20163,FALSE,"","","PALIPERIDONE"
"1727","N-ACETYL-L-TYROSINE",1353,FALSE,"","","N-ACETYL-L-TYROSINE"
"1728","SODIUM ACETATE",10292,FALSE,"","","SODIUM ACETATE"
"1729","HYDROQUINONE",4439,FALSE,"","","HYDROQUINONE"
"1730","DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)",12030,FALSE,"Y","DEXAMETHASONE","DEXAMETHASONE PHOSPHATE"
"1731","CLAVULANIC ACID (CLAVULANATE POTASSIUM)",11247,FALSE,"Y","CLAVULANIC ACID","CLAVULANIC ACID"
"1732","LACOSAMIDE",20636,FALSE,"","","LACOSAMIDE"
"1733","PIPRADROL HYDROCHLORIDE",5898,FALSE,"","","PIPRADROL HYDROCHLORIDE"
"1734","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN",7783,FALSE,"","","PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN"
"1735","DEXPANTHENOL",4993,FALSE,"","","DEXPANTHENOL"
"1736","PYRIDOSTIGMINE BROMIDE",6296,FALSE,"","","PYRIDOSTIGMINE BROMIDE"
"1737","ROTIGOTINE",12548,FALSE,"","","ROTIGOTINE"
"1738","SODIUM BICARBONATE",9197,FALSE,"","","SODIUM BICARBONATE"
"1739","MEPERIDINE (MEPERIDINE HYDROCHLORIDE)",11358,FALSE,"","","MEPERIDINE (MEPERIDINE HYDROCHLORIDE)"
"1740","BROMAZEPAM",2007,FALSE,"Y","BROMAZEPAM","BROMAZEPAM"
"1741","ABATACEPT",15233,FALSE,"","","ABATACEPT"
"1742","ZOLEDRONIC ACID (Zoledronic acid monohydrate)",12024,TRUE,"","","ZOLEDRONIC ACID (Zoledronic acid monohydrate)"
"1743","GLYCOPYRROLATE",9967,FALSE,"","","GLYCOPYRROLATE"
"1744","ACETYLSALICYLIC ACID",150,FALSE,"","","ACETYLSALICYLIC ACID"
"1745","DESOGESTREL",660,FALSE,"Y","DESOGESTREL","DESOGESTREL"
"1746","COLLAGENASE",2150,FALSE,"","","COLLAGENASE"
"1747","TIMOLOL (TIMOLOL MALEATE)",11163,FALSE,"Y","TIMOLOL","TIMOLOL"
"1748","TRIHEXYPHENIDYL HYDROCHLORIDE",9845,FALSE,"","","TRIHEXYPHENIDYL HYDROCHLORIDE"
"1749","CHROMIC CHLORIDE",2021,FALSE,"","","CHROMIC CHLORIDE"
"1750","ETODOLAC",1880,FALSE,"","","ETODOLAC"
"1751","ANTIHEMOPHILIC FACTOR (HUMAN)",9847,FALSE,"","","ANTIHEMOPHILIC FACTOR (HUMAN)"
"1752","PENICILLIN V POTASSIUM",8426,FALSE,"Y","PENICILLIN V","PENICILLIN V"
"1753","DROPERIDOL",10123,FALSE,"","","DROPERIDOL"
"1754","Levomefolate Calcium",21354,FALSE,"","","Levomefolate Calcium"
"1755","FAMPRIDINE",21173,FALSE,"","","FAMPRIDINE"
"1756","Influenza Virus Type A (H1N1)",20598,FALSE,"","","Influenza Virus Type A (H1N1)"
"1757","ORLISTAT",11884,FALSE,"","","ORLISTAT"
"1758","ISOPROPYL MYRISTATE",6628,FALSE,"","","ISOPROPYL MYRISTATE"
"1759","ERGONOVINE MALEATE",9366,FALSE,"","","ERGONOVINE MALEATE"
"1760","PEMETREXED (PEMETREXED DISODIUM)",13326,FALSE,"","","PEMETREXED (PEMETREXED DISODIUM)"
"1761","OLIVE OIL",6627,FALSE,"","","OLIVE OIL"
"1762","SODIUM POLYSTYRENE SULFONATE",4028,FALSE,"","","SODIUM POLYSTYRENE SULFONATE"
"1763","PHENOBARBITAL SODIUM",8280,FALSE,"","","PHENOBARBITAL SODIUM"
"1764","TENIPOSIDE",1924,FALSE,"","","TENIPOSIDE"
"1765","HALOTHANE",9670,FALSE,NA,NA,NA
"1766","TETRABENAZINE",109,FALSE,"","","TETRABENAZINE"
"1767","NICOTINIC ACID",5019,FALSE,"","","NICOTINIC ACID"
"1768","NEOMYCIN (NEOMYCIN SULFATE)",8638,FALSE,"","","NEOMYCIN (NEOMYCIN SULFATE)"
"1769","ABACAVIR (ABACAVIR SULFATE)",11893,FALSE,"","","ABACAVIR"
"1770","SODIUM CITRATE",10290,FALSE,"","","SODIUM CITRATE"
"1771","CEFAZOLIN (CEFAZOLIN SODIUM)",11180,FALSE,"","","CEFAZOLIN (CEFAZOLIN SODIUM)"
"1772","VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN",7852,FALSE,"","","VARICELLA ZOSTER IMMUNE GLOBULIN HUMAN"
"1773","MINERAL OIL LIGHT",298,FALSE,"","","MINERAL OIL LIGHT"
"1774","FLECAINIDE ACETATE",1864,FALSE,"","","FLECAINIDE ACETATE"
"1775","FLAVOXATE HYDROCHLORIDE",9419,FALSE,"","","FLAVOXATE HYDROCHLORIDE"
"1776","CLOMIPRAMINE HYDROCHLORIDE",2442,FALSE,"","","CLOMIPRAMINE HYDROCHLORIDE"
"1777","ANTITHROMBIN III (HUMAN)",733,FALSE,"","","ANTITHROMBIN III (HUMAN)"
"1778","SILDENAFIL (SILDENAFIL CITRATE)",11854,FALSE,"Y","SILDENAFIL","SILDENAFIL"
"1779","TRIAMCINOLONE ACETONIDE",7588,FALSE,"Y","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE"
"1780","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN",19710,FALSE,"","","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN"
"1781","BENZOYL PEROXIDE",6850,FALSE,"Y","BENZOYL PEROXIDE","BENZOYL PEROXIDE"
"1782","MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)",21537,FALSE,"","","MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)"
"1783","IBUPROFEN",2609,FALSE,"Y","IBUPROFEN","IBUPROFEN"
"1784","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1",20552,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1"
"1785","CIPROFLOXACIN",93,FALSE,"Y","CIPROFLOXACIN","CIPROFLOXACIN"
"1786","COCAINE HYDROCHLORIDE",20241,FALSE,"","","COCAINE HYDROCHLORIDE"
"1787","INFLIXIMAB",12094,FALSE,"","","INFLIXIMAB"
"1788","PIMOZIDE",7944,FALSE,"","","PIMOZIDE"
"1789","NABILONE",2071,FALSE,"","","NABILONE"
"1790","POLISTES SPP VENOM PROTEIN EXTRACT",7639,FALSE,"","","POLISTES SPP VENOM PROTEIN EXTRACT"
"1791","OBETICHOLIC ACID",22864,FALSE,"","","OBETICHOLIC ACID"
"1792","SWEET VERNAL GRASS",5788,FALSE,"","","SWEET VERNAL GRASS"
"1793","ELBASVIR",22680,FALSE,"","","ELBASVIR"
"1794","IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)",309,FALSE,"","","IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)"
"1795","WARFARIN SODIUM",9054,FALSE,"Y","WARFARIN","WARFARIN"
"1796","DULOXETINE (DULOXETINE HYDROCHLORIDE)",20171,FALSE,"Y","DULOXETINE","DULOXETINE"
"1797","FORMOTEROL FUMARATE",11381,FALSE,"Y","FORMOTEROL","FORMOTEROL"
"1798","WHITE PETROLATUM",12121,FALSE,"","","WHITE PETROLATUM"
"1799","PRIMAQUINE PHOSPHATE",3336,FALSE,"","","PRIMAQUINE PHOSPHATE"
"1800","GADOPENTETATE DIMEGLUMINE",885,FALSE,"","","GADOPENTETATE DIMEGLUMINE"
"1801","MEDROXYPROGESTERONE ACETATE",7538,FALSE,"Y","MEDROXYPROGESTERONE","MEDROXYPROGESTERONE"
"1802","CARBETOCIN",11460,FALSE,"","","CARBETOCIN"
"1803","GLICLAZIDE",1327,FALSE,"Y","GLICLAZIDE","GLICLAZIDE"
"1804","ENTACAPONE",12126,FALSE,"","","ENTACAPONE"
"1805","CLOBAZAM",1995,FALSE,"Y","CLOBAZAM","CLOBAZAM"
"1806","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE",20581,FALSE,"","","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE"
