"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"octinoxate, octisalate, titanium dioxide, zinc oxide",FALSE,10,3,"active",2013-05-20,8001757,NA,NA
"adenine, citric acid monohydrate, dextrose, sodium chloride, sodium citrate dihydrate, sodium phosphate monobasic, monohydrate",FALSE,1,1,"active",2013-05-31,8001758,NA,NA
"homosalate, octisalate, octocrylene, titanium dioxide",FALSE,2,1,"active",2013-06-03,8001759,NA,NA
"enzalutamide",FALSE,1,1,"active",2013-06-07,8001760,NA,NA
"avobenzone, drometrizole trisiloxane, octocrylene",FALSE,1,1,"active",2013-06-18,8001761,NA,NA
"ensulizole, octocrylene",FALSE,1,1,"active",2013-06-18,8001762,NA,NA
"rotigotine",FALSE,6,1,"active",2013-06-27,8001763,NA,NA
"avobenzone, ensulizole, homosalate, octisalate, octocrylene",FALSE,2,1,"active",2013-07-02,8001764,NA,NA
"ensulizole, octinoxate, octisalate, zinc oxide",FALSE,1,1,"active",2013-07-04,8001765,NA,NA
"ulipristal acetate",FALSE,2,1,"active",2013-07-04,8001766,NA,NA
"calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium chloride, sodium lactate",FALSE,8,1,"active",2013-07-05,8001767,NA,NA
"guanfacine (guanfacine hydrochloride)",FALSE,4,1,"active",2013-08-06,8001768,NA,NA
"vismodegib",FALSE,1,1,"active",2013-08-09,8001769,NA,NA
"darbepoetin alfa",FALSE,13,1,"active",2013-08-16,8001770,NA,NA
"meningococcal polysaccharide antigen group a, meningococcal polysaccharide antigen group c, meningococcal polysaccharide antigen group w-135, meningococcal polysaccharide antigen group y, tetanus toxoid",FALSE,1,2,"active",2013-08-22,8001771,NA,NA
"dabrafenib (dabrafenib mesylate)",FALSE,2,1,"active",2013-08-28,8001772,NA,NA
"trametinib",FALSE,2,1,"active",2013-08-28,8001773,NA,NA
"arsenic trioxide",FALSE,1,1,"active",2013-09-09,8001774,NA,NA
"aclidinium bromide",FALSE,1,1,"active",2013-09-13,8001775,NA,NA
"riociguat",FALSE,5,1,"active",2013-09-25,8001776,NA,NA
"trastuzumab emtansine",FALSE,1,1,"active",2013-10-09,8001777,NA,NA
"rifaximin",FALSE,1,1,"active",2013-11-07,8001778,NA,NA
"dolutegravir (dolutegravir sodium)",FALSE,3,1,"active",2013-11-08,8001779,NA,NA
"teriflunomide",FALSE,1,1,"active",2013-11-15,8001780,NA,NA
"ocriplasmin",FALSE,1,1,"active",2013-11-20,8001781,NA,NA
"simeprevir (simeprevir sodium)",FALSE,1,1,"active",2013-11-25,8001782,NA,NA
"pasireotide (pasireotide diaspartate)",FALSE,3,1,"active",2013-11-26,8001783,NA,NA
"bacitracin, polymyxin b sulfate",FALSE,1,1,"active",2013-12-09,8001784,NA,NA
"methoxsalen",FALSE,1,1,"active",2013-12-09,8001785,NA,NA
"aflibercept",FALSE,1,1,"active",2013-12-23,8001786,NA,NA
"galsulfase",FALSE,1,1,"active",2014-01-01,8001787,NA,NA
"sofosbuvir",FALSE,1,1,"active",2014-01-06,8001788,NA,NA
"avobenzone, bemotrizinol, octisalate, octocrylene",FALSE,1,1,"active",2014-01-13,8001789,NA,NA
"macitentan",FALSE,1,1,"active",2014-01-15,8001790,NA,NA
"homosalate, octinoxate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-01-16,8001791,NA,NA
"afatinib (afatinib dimaleate)",FALSE,3,1,"active",2014-01-17,8001792,NA,NA
"cetylpyridinium chloride, sodium fluoride",FALSE,1,1,"active",2014-01-20,8001793,NA,NA
"cisatracurium (cisatracurium besylate)",FALSE,3,1,"active",2014-01-20,8001794,NA,NA
"homosalate, meradimate, octinoxate, octocrylene, zinc oxide",FALSE,1,1,"active",2014-01-22,8001795,NA,NA
"dextrose (dextrose monohydrate)",FALSE,1,1,"active",2014-01-29,8001796,NA,NA
"ensulizole, octinoxate, octisalate, titanium dioxide, zinc oxide",FALSE,1,1,"active",2014-01-31,8001797,NA,NA
"avobenzone, homosalate, octocrylene",FALSE,20,3,"active",2014-02-01,8001798,NA,NA
"octinoxate, octisalate, oxybenzone, titanium dioxide, zinc oxide",FALSE,2,1,"active",2014-02-01,8001799,NA,NA
"romidepsin",FALSE,1,2,"active",2014-02-05,8001800,NA,NA
"pomalidomide",FALSE,4,1,"active",2014-02-24,8001801,NA,NA
"outer membrane vesicles (neisseria meningitidis group b nz98/254 strain), recombinant neisseria meningitidis group b fhbp fusion protein, recombinant neisseria meningitidis group b nada protein, recombinant neisseria meningitidis group b nhba fusion protein",FALSE,1,1,"active",2014-02-26,8001802,NA,NA
"insulin biosynthetic human br",FALSE,1,1,"active",2014-03-03,8001803,NA,NA
"glycopyrronium (glycopyrronium bromide), indacaterol (indacaterol maleate)",FALSE,1,2,"active",2014-03-05,8001804,NA,NA
"umeclidinium (umeclidinium bromide), vilanterol (vilanterol trifenatate)",FALSE,1,1,"active",2014-03-14,8001805,NA,NA
"avobenzone, homosalate, octinoxate, octisalate, octocrylene",FALSE,8,5,"active",2014-03-18,8001806,NA,NA
"bosutinib",FALSE,2,1,"active",2014-03-24,8001807,NA,NA
"brimonidine (brimonidine tartrate)",FALSE,1,1,"active",2014-03-24,8001808,NA,NA
"lidocaine, menthol",FALSE,1,1,"active",2014-03-28,8001809,NA,NA
"factor xiii",FALSE,2,1,"active",2014-04-03,8001810,NA,NA
"ensulizole, octinoxate, zinc oxide",FALSE,2,2,"active",2014-04-24,8001811,NA,NA
"linaclotide",FALSE,2,1,"active",2014-04-29,8001812,NA,NA
"alogliptin (alogliptin benzoate)",FALSE,3,1,"active",2014-04-30,8001813,NA,NA
"lomitapide (lomitapide mesylate)",FALSE,3,1,"active",2014-05-06,8001814,NA,NA
"measles virus vaccine live attenuated (edmonston b strain), mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,1,1,"active",2014-05-09,8001815,NA,NA
"canagliflozin",FALSE,2,1,"active",2014-05-28,8001816,NA,NA
"standardized kentucky blue/june grass pollen, standardized meadow fescue grass pollen, standardized orchard grass pollen, standardized perennial rye grass pollen, standardized redtop grass pollen, standardized sweet vernal grass pollen, standardized timothy grass pollen",FALSE,2,1,"active",2014-06-02,8001817,NA,NA
"tofacitinib (tofacitinib citrate)",FALSE,1,1,"active",2014-06-03,8001818,NA,NA
"sinecatechins",FALSE,1,1,"active",2014-07-04,8001819,NA,NA
"icatibant (icatibant acetate)",FALSE,1,1,"active",2014-07-14,8001820,NA,NA
"efinaconazole",FALSE,1,1,"active",2014-07-21,8001821,NA,NA
"eslicarbazepine acetate",FALSE,4,1,"active",2014-08-07,8001822,NA,NA
"frovatriptan (frovatriptan succinate monohydrate)",FALSE,1,1,"active",2014-08-11,8001823,NA,NA
"elosulfase alfa",FALSE,1,1,"active",2014-08-27,8001824,NA,NA
"cobicistat, darunavir (darunavir ethanolate)",FALSE,1,1,"active",2014-08-28,8001825,NA,NA
"homosalate, octinoxate, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-09-02,8001826,NA,NA
"taliglucerase alfa",FALSE,1,1,"active",2014-09-08,8001827,NA,NA
"octinoxate, octisalate, octocrylene, titanium dioxide",FALSE,1,1,"active",2014-09-17,8001828,NA,NA
"influenza virus type a (h1n1), influenza virus type a (h3n2), influenza virus type b (victoria), influenza virus type b (yamagata)",FALSE,1,1,"active",2014-10-10,8001829,NA,NA
"ledipasvir, sofosbuvir",FALSE,1,1,"active",2014-10-16,8001830,NA,NA
"abacavir, dolutegravir (dolutegravir sodium), lamivudine",FALSE,1,1,"active",2014-10-22,8001831,NA,NA
"homosalate, octisalate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-10-27,8001832,NA,NA
"vortioxetine (vortioxetine hydrobromide)",FALSE,3,1,"active",2014-10-28,8001833,NA,NA
"ibrutinib",FALSE,1,1,"active",2014-11-19,8001834,NA,NA
"apremilast",FALSE,2,2,"active",2014-11-27,8001835,NA,NA
"obinutuzumab",FALSE,1,1,"active",2014-11-28,8001836,NA,NA
"ensulizole, octinoxate, titanium dioxide",FALSE,1,1,"active",2014-12-29,8001837,NA,NA
"octinoxate, octocrylene, zinc oxide",FALSE,4,2,"active",2014-12-29,8001838,NA,NA
"dasabuvir (dasabuvir sodium monohydrate), ombitasvir, paritaprevir, ritonavir",FALSE,1,2,"active",2015-01-06,8001839,NA,NA
"avobenzone, homosalate, octinoxate",FALSE,2,1,"active",2015-01-12,8001840,NA,NA
"dapagliflozin (dapagliflozin propanediol monohydrate)",FALSE,2,1,"active",2015-01-16,8001841,NA,NA
"sodium phenylbutyrate",FALSE,1,1,"active",2015-01-27,8001842,NA,NA
"avobenzone, homosalate, octocrylene, oxybenzone",FALSE,2,1,"active",2015-02-01,8001843,NA,NA
"siltuximab",FALSE,2,1,"active",2015-03-03,8001844,NA,NA
"avobenzone, homosalate, octinoxate, octisalate",FALSE,6,3,"active",2015-03-16,8001845,NA,NA
"octinoxate, octocrylene, titanium dioxide, zinc oxide",FALSE,3,3,"active",2015-03-16,8001846,NA,NA
"recombinant human papillomavirus type 11 l1 protein, recombinant human papillomavirus type 16 l1 protein, recombinant human papillomavirus type 18 l1 protein, recombinant human papillomavirus type 31 l1 protein, recombinant human papillomavirus type 33 l1 protein, recombinant human papillomavirus type 45 l1 protein, recombinant human papillomavirus type 52 l1 protein, recombinant human papillomavirus type 58 l1 protein, recombinant human papillomavirus type 6 l1 protein",FALSE,1,1,"active",2015-03-18,8001847,NA,NA
"vancomycin hydrochloride",FALSE,1,1,"active",2015-03-18,8001848,NA,NA
"avobenzone, bemotrizinol, bisoctrizole, octocrylene, titanium dioxide",FALSE,4,2,"active",2015-04-07,8001849,NA,NA
"secukinumab",FALSE,1,1,"active",2015-04-10,8001850,NA,NA
"idelalisib",FALSE,2,1,"active",2015-04-21,8001851,NA,NA
"vedolizumab",FALSE,1,1,"active",2015-04-21,8001852,NA,NA
"avobenzone, homosalate, octinoxate, octocrylene, oxybenzone",FALSE,2,1,"active",2015-04-23,8001853,NA,NA
"umeclidinium (umeclidinium bromide)",FALSE,1,1,"active",2015-04-27,8001854,NA,NA
"deferiprone",FALSE,3,2,"active",2015-04-28,8001855,NA,NA
"ceritinib",FALSE,1,1,"active",2015-04-29,8001856,NA,NA
"ensulizole, octinoxate, oxybenzone, titanium dioxide, zinc oxide",FALSE,1,1,"active",2015-05-06,8001857,NA,NA
"glycerine, sodium carboxymethyl cellulose",FALSE,2,1,"active",2015-05-15,8001858,NA,NA
"ivermectin",FALSE,1,1,"active",2015-05-25,8001859,NA,NA
"pembrolizumab",FALSE,1,1,"active",2015-06-01,8001860,NA,NA
"modified vaccinia virus (ankara-bavarian nordic)",FALSE,1,1,"active",2015-06-15,8001861,NA,NA
"tesamorelin (tesamorelin acetate)",FALSE,1,2,"active",2015-06-23,8001862,NA,NA
"nintedanib (nintedanib esilate)",FALSE,2,1,"active",2015-06-29,8001863,NA,NA
"pasireotide (pasireotide pamoate)",FALSE,3,2,"active",2015-08-04,8001864,NA,NA
"empagliflozin",FALSE,2,1,"active",2015-08-11,8001865,NA,NA
"varicella zoster immune globulin human",FALSE,1,1,"active",2015-08-14,8001866,NA,NA
"ponatinib (ponatinib hydrochloride)",FALSE,2,1,"active",2015-08-21,8001867,NA,NA
"naloxegol (naloxegol oxalate)",FALSE,2,1,"active",2015-08-27,8001868,NA,NA
"carglumic acid",FALSE,1,1,"active",2015-09-08,8001869,NA,NA
"daclatasvir (daclatasvir dihydrochloride)",FALSE,2,1,"active",2015-09-08,8001870,NA,NA
"ramucirumab",FALSE,1,1,"active",2015-09-10,8001871,NA,NA
"haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b (victoria), haemagglutinin-strain b (yamagata)",FALSE,2,1,"active",2015-09-14,8001872,NA,NA
"alanine, arginine, calcium chloride, dextrose, fish oil, glycine, histidine, isoleucine, leucine, lysine (lysine acetate), magnesium sulfate, medium chain triglycerides (mct), methionine, nitrogen, olive oil, phenylalanine, potassium chloride, proline, serine, sodium acetate trihydrate, sodium glycerophosphate, soybean oil, taurine, threonine, tryptophan, tyrosine, valine, zinc sulfate heptahydrate",FALSE,1,1,"active",2015-09-15,8001873,NA,NA
"alanine, arginine, dextrose, fish oil, glycine, histidine, isoleucine, leucine, lysine (lysine acetate), medium chain triglycerides (mct), methionine, nitrogen, olive oil, phenylalanine, proline, serine, soybean oil, taurine, threonine, tryptophan, tyrosine, valine",FALSE,1,1,"active",2015-09-15,8001874,NA,NA
"collagen, fibrinogen (human), thrombin (human)",FALSE,1,1,"active",2015-09-18,8001875,NA,NA
"bromfenac (bromfenac sodium sesquihydrate)",FALSE,1,1,"active",2015-09-25,8001876,NA,NA
"peginterferon beta-1a",FALSE,2,2,"active",2015-09-25,8001877,NA,NA
"evolocumab",FALSE,2,1,"active",2015-09-28,8001878,NA,NA
"lidocaine, tetracaine",FALSE,1,1,"active",2015-09-28,8001879,NA,NA
"corynebacterium diphtheriae crm-197 protein, meningococcal group c oligosaccharide",FALSE,1,1,"active",2015-10-07,8001880,NA,NA
"asfotase alfa",FALSE,4,1,"active",2015-10-20,8001881,NA,NA
"nivolumab",FALSE,2,1,"active",2015-10-23,8001882,NA,NA
"levomilnacipran (levomilnacipran hydrochloride)",FALSE,4,1,"active",2015-11-19,8001883,NA,NA
"dulaglutide",FALSE,2,1,"active",2015-11-24,8001884,NA,NA
"ombitasvir, paritaprevir, ritonavir",FALSE,1,1,"active",2015-11-24,8001885,NA,NA
"entecavir (entecavir monohydrate)",FALSE,1,1,"active",2015-12-01,8001886,NA,NA
"hexaminolevulinate hydrochloride",FALSE,1,2,"active",2015-12-14,8001887,NA,NA
"simoctocog alfa, water",FALSE,4,2,"active",2015-12-22,8001888,NA,NA
"prilocaine hydrochloride",FALSE,1,1,"active",2015-12-23,8001889,NA,NA
"acetic acid, calcium chloride, dextrose, magnesium chloride, potassium chloride",FALSE,9,1,"active",2016-01-04,8001890,NA,NA
"telavancin (telavancin hydrochloride)",FALSE,1,1,"active",2016-01-06,8001891,NA,NA
"dimethicone, white petrolatum",FALSE,1,1,"active",2016-01-08,8001892,NA,NA
"ceftolozane (ceftolozane sulfate), tazobactam (tazobactam sodium)",FALSE,1,1,"active",2016-01-12,8001893,NA,NA
"elbasvir, grazoprevir",FALSE,1,1,"active",2016-01-25,8001894,NA,NA
"deoxycholic acid",FALSE,1,1,"active",2016-01-27,8001895,NA,NA
"ivacaftor, lumacaftor",FALSE,2,1,"active",2016-01-27,8001896,NA,NA
"cobicistat, elvitegravir, emtricitabine, tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2016-02-03,8001897,NA,NA
"atazanavir (atazanavir sulfate), cobicistat",FALSE,1,1,"active",2016-02-11,8001898,NA,NA
"carfilzomib",FALSE,3,1,"active",2016-02-11,8001899,NA,NA
"homosalate, octocrylene, oxybenzone, titanium dioxide",FALSE,2,1,"active",2016-02-15,8001900,NA,NA
"fluorouracil, salicylic acid",FALSE,1,1,"active",2016-02-19,8001901,NA,NA
"sugammadex (sugammadex sodium)",FALSE,1,1,"active",2016-02-19,8001902,NA,NA
"avobenzone, drometrizole trisiloxane, homosalate, octisalate, octocrylene, oxybenzone",FALSE,3,1,"active",2016-02-22,8001903,NA,NA
"sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2016-02-22,8001904,NA,NA
"avobenzone, bemotrizinol, bisoctrizole, octisalate, octocrylene",FALSE,1,1,"active",2016-03-01,8001905,NA,NA
"lanolin, mineral oil, white petrolatum",FALSE,1,1,"active",2016-03-01,8001906,NA,NA
"avobenzone, homosalate, octisalate, octocrylene, terephthalylidene dicamphor sulfonic acid",FALSE,1,1,"active",2016-03-07,8001907,NA,NA
"mepolizumab",FALSE,1,1,"active",2016-03-14,8001908,NA,NA
"blinatumomab",FALSE,1,1,"active",2016-03-17,8001909,NA,NA
"lenvatinib (lenvatinib mesylate)",FALSE,4,1,"active",2016-03-31,8001910,NA,NA
"cobimetinib (cobimetinib fumarate)",FALSE,1,1,"active",2016-04-06,8001911,NA,NA
"palbociclib",FALSE,3,1,"active",2016-04-19,8001912,NA,NA
"selexipag",FALSE,8,1,"active",2016-04-21,8001913,NA,NA
"asunaprevir",FALSE,1,1,"active",2016-04-22,8001914,NA,NA
"alirocumab",FALSE,4,1,"active",2016-04-29,8001915,NA,NA
"octinoxate, octocrylene, oxybenzone, zinc oxide",FALSE,1,1,"active",2016-04-29,8001916,NA,NA
"brivaracetam",FALSE,5,1,"active",2016-05-02,8001917,NA,NA
"olaparib",FALSE,1,1,"active",2016-05-16,8001918,NA,NA
"cocoa butter, phenylephrine hydrochloride",FALSE,1,1,"active",2016-05-20,8001919,NA,NA
"idarucizumab",FALSE,1,1,"active",2016-05-24,8001920,NA,NA
"emtricitabine, tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,2,1,"active",2016-06-03,8001921,NA,NA
"magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2016-06-18,8001922,NA,NA
"daratumumab",FALSE,2,1,"active",2016-07-12,8001923,NA,NA
"osimertinib (osimertinib mesylate)",FALSE,2,1,"active",2016-07-19,8001924,NA,NA
"sodium nitrite",FALSE,1,1,"active",2016-07-20,8001925,NA,NA
"homosalate, octinoxate, octocrylene, titanium dioxide, zinc oxide",FALSE,1,1,"active",2016-07-26,8001926,NA,NA
"sofosbuvir, velpatasvir",FALSE,1,1,"active",2016-08-02,8001927,NA,NA
"ixekizumab",FALSE,2,1,"active",2016-08-11,8001928,NA,NA
"adenine, dextrose, mannitol, sodium chloride",FALSE,1,1,"active",2016-08-22,8001929,NA,NA
"citric acid, dextrose, sodium citrate dihydrate, sodium phosphate monobasic",FALSE,1,1,"active",2016-08-22,8001930,NA,NA
"ixazomib (ixazomib citrate)",FALSE,3,1,"active",2016-09-21,8001931,NA,NA
"sulfur hexafluoride",FALSE,1,1,"active",2016-09-22,8001932,NA,NA
"avobenzone, homosalate, octisalate, octocrylene, titanium dioxide",FALSE,3,1,"active",2016-09-30,8001933,NA,NA
"alectinib (alectinib hydrochloride)",FALSE,1,1,"active",2016-10-14,8001934,NA,NA
"nitisinone",FALSE,10,2,"active",2016-10-20,8001935,NA,NA
"venetoclax",FALSE,4,2,"active",2016-10-31,8001936,NA,NA
"glycerol phenylbutyrate",FALSE,1,1,"active",2016-11-03,8001937,NA,NA
"antihemophilic factor (recombinant) porcine sequence",FALSE,1,1,"active",2016-11-30,8001938,NA,NA
"bilastine",FALSE,1,1,"active",2016-12-02,8001939,NA,NA
"poractant alfa",FALSE,1,1,"active",2016-12-19,8001940,NA,NA
"reslizumab",FALSE,1,1,"active",2016-12-19,8001941,NA,NA
"empagliflozin, linagliptin",FALSE,2,1,"active",2016-12-21,8001942,NA,NA
"rupatadine (rupatadine fumarate)",FALSE,2,2,"active",2017-01-16,8001943,NA,NA
"sarilumab",FALSE,2,1,"active",2017-02-08,8001944,NA,NA
"alanine, arginine, calcium chloride, dextrose, fish oil, glycine, histidine, isoleucine, leucine, lysine (lysine acetate), magnesium sulfate, medium chain triglycerides (mct), methionine, olive oil, phenylalanine, potassium chloride, proline, serine, sodium acetate trihydrate, sodium glycerophosphate, soybean oil, taurine, threonine, tryptophan, tyrosine, valine, zinc sulfate heptahydrate",FALSE,1,1,"active",2017-02-14,8001945,NA,NA
"ivabradine (ivabradine hydrochloride)",FALSE,2,1,"active",2017-03-17,8001946,NA,NA
"emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-03-20,8001947,NA,NA
"octinoxate, octisalate, oxybenzone, zinc oxide",FALSE,1,1,"active",2017-03-20,8001948,NA,NA
"bepotastine besilate",FALSE,1,1,"active",2017-03-23,8001949,NA,NA
"daclizumab beta",FALSE,1,1,"active",2017-03-30,8001950,NA,NA
"propiverine hydrochloride",FALSE,3,2,"active",2017-04-13,8001951,NA,NA
"nonacog gamma",FALSE,3,2,"active",2017-04-18,8001952,NA,NA
"brexpiprazole",FALSE,6,1,"active",2017-04-19,8001953,NA,NA
"eluxadoline",FALSE,2,1,"active",2017-04-24,8001954,NA,NA
"edoxaban (edoxaban tosylate)",FALSE,3,1,"active",2017-04-25,8001955,NA,NA
"atezolizumab",FALSE,1,1,"active",2017-05-02,8001956,NA,NA
"homosalate, octinoxate, octisalate, zinc oxide",FALSE,1,1,"active",2017-05-23,8001957,NA,NA
"obeticholic acid",FALSE,2,1,"active",2017-05-26,8001958,NA,NA
"vitamin a (retinyl palmitate), vitamin e (dl-alpha tocopheryl acetate)",FALSE,2,1,"active",2017-05-26,8001959,NA,NA
"pegaspargase",FALSE,1,1,"active",2017-06-01,8001960,NA,NA
"tenofovir alafenamide (tenofovir alafenamide hemifumarate)",FALSE,1,1,"active",2017-06-20,8001961,NA,NA
"NA",NA,87,17,"active",1944-12-31,8001962,NA,NA
"deoxycholic acid, NA",NA,1,1,"active",1983-12-31,8001963,NA,NA
"phenylephrine hydrochloride, NA",NA,1,1,"active",1994-12-31,8001964,NA,NA
"menthol, trolamine salicylate, NA",NA,1,1,"active",2008-09-15,8001965,NA,NA
"calcium chloride, thrombin (human), NA",NA,3,2,"active",2011-06-20,8001966,NA,NA
"magnesium hydroxide, simethicone, NA",NA,1,1,"active",2014-01-14,8001967,NA,NA
"brimonidine tartrate, NA",NA,1,1,"active",2015-02-17,8001968,NA,NA
