"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","ai_set_str","ai_set","ai_group","AI_GROUP_NO"
"6103","72966","02248610","ATAZANAVIR 150 MG","ATAZANAVIR","0149741","0149741002"
"6104","72967","02248611","ATAZANAVIR 200 MG","ATAZANAVIR","0149741","0149741003"
"6105","72981","02248624","FULVESTRANT 50 MG","FULVESTRANT","0149744","0149744001"
"6106","72996","02248639","OCTREOTIDE 50 MCG","OCTREOTIDE","0121548","0121548004"
"6107","72996","02248639","OCTREOTIDE 50 MCG","OCTREOTIDE","0121548","0121548004"
"6108","72997","02248640","OCTREOTIDE 100 MCG","OCTREOTIDE","0121548","0121548001"
"6109","72997","02248640","OCTREOTIDE 100 MCG","OCTREOTIDE","0121548","0121548001"
"6110","72998","02248641","OCTREOTIDE 500 MCG","OCTREOTIDE","0121548","0121548002"
"6111","72998","02248641","OCTREOTIDE 500 MCG","OCTREOTIDE","0121548","0121548002"
"6112","72999","02248642","OCTREOTIDE 200 MCG","OCTREOTIDE","0121548","0121548003"
"6113","72999","02248642","OCTREOTIDE 200 MCG","OCTREOTIDE","0121548","0121548003"
"6114","73002","02248645","CHLORPHENIRAMINE MALEATE 2 MG|IBUPROFEN 200 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","CHLORPHENIRAMINE MALEATE|IBUPROFEN|PSEUDOEPHEDRINE HYDROCHLORIDE","0349765","0349765001"
"6115","73003","02248646","ACETAMINOPHEN 500 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 60 MG","ACETAMINOPHEN|PSEUDOEPHEDRINE HYDROCHLORIDE","0216113","0216113001"
"6116","73006","02248649","CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN 15 MCG|MENINGOCOCCAL GROUP C OLIGOSACCHARIDE 10 MCG","CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN|MENINGOCOCCAL GROUP C OLIGOSACCHARIDE","0243741","0243741002"
"6117","73019","02248657","DEXTRAN 70 0.1 %|POLYETHYLENE GLYCOL 400 1 %|POVIDONE 1 %|TETRAHYDROZOLINE HYDROCHLORIDE 0.05 %","DEXTRAN 70|POLYETHYLENE GLYCOL 400|POVIDONE|TETRAHYDROZOLINE HYDROCHLORIDE","0449769","0449769001"
"6118","73040","02248676","GEFITINIB 250 MG","GEFITINIB","0149783","0149783001"
"6119","73042","02248678","OCTINOXATE 7.5 %|OXYBENZONE 2.0 %","OCTINOXATE|OXYBENZONE","0216932","0216932015"
"6120","73044","02248680","AVOBENZONE 2.0 %|HOMOSALATE 5.0 %|OCTINOXATE 7.5 %|OXYBENZONE 5.0 %","AVOBENZONE|HOMOSALATE|OCTINOXATE|OXYBENZONE","0427465","0427465004"
"6121","73050","02248686","ETIDRONATE DISODIUM 200 MG","ETIDRONATE DISODIUM","0113205","0113205002"
"6122","73055","02248691","TRICLOSAN 0.10 %","TRICLOSAN","0108865","0108865005"
"6123","73064","02248700","ACETAMINOPHEN 500 MG|DIPHENHYDRAMINE HYDROCHLORIDE 25 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0327704","0327704004"
"6124","73067","02248703","ACETAMINOPHEN 325 MG|PHENIRAMINE MALEATE 20 MG|PHENYLEPHRINE HYDROCHLORIDE 10 MG|VITAMIN C 50 MG","ACETAMINOPHEN|PHENIRAMINE MALEATE|PHENYLEPHRINE HYDROCHLORIDE|VITAMIN C","0411174","0411174006"
"6125","73070","02248706","ALPRAZOLAM 1 MG","ALPRAZOLAM","0115008","0115008003"
"6126","73086","02248722","KETOROLAC TROMETHAMINE 0.4 %","KETOROLAC TROMETHAMINE","0121995","0121995005"
"6127","7309","00729280","VITAMIN C 500 MG","VITAMIN C","0108469","0108469006"
"6128","7309","00729280","VITAMIN C 500 MG","VITAMIN C","0108469","0108469006"
"6129","73094","02248726","OXYGEN 99.0 %","OXYGEN","0110469","0110469001"
"6130","73095","02248727","ALENDRONIC ACID 5 MG","ALENDRONIC ACID","0150323","0150323004"
"6131","73096","02248728","ALENDRONIC ACID 10 MG","ALENDRONIC ACID","0150323","0150323003"
"6132","73098","02248730","ALENDRONIC ACID 70 MG","ALENDRONIC ACID","0150323","0150323002"
"6133","731","00023485","ETHOSUXIMIDE 250 MG","ETHOSUXIMIDE","0107470","0107470001"
"6134","73100","02248732","CLONIDINE HYDROCHLORIDE 0.025 MG","CLONIDINE HYDROCHLORIDE","0108891","0108891003"
"6135","73116","02248748","CARVEDILOL 3.125 MG","CARVEDILOL","0122683","0122683003"
"6136","73117","02248749","CARVEDILOL 6.25 MG","CARVEDILOL","0122683","0122683004"
"6137","73118","02248750","CARVEDILOL 12.5 MG","CARVEDILOL","0122683","0122683005"
"6138","73119","02248751","CARVEDILOL 25 MG","CARVEDILOL","0122683","0122683001"
"6139","7312","00663727","CIMETIDINE 800 MG","CIMETIDINE","0111925","0111925006"
"6140","73120","02248752","CARVEDILOL 3.125 MG","CARVEDILOL","0122683","0122683003"
"6141","73121","02248753","CARVEDILOL 6.25 MG","CARVEDILOL","0122683","0122683004"
"6142","73122","02248754","CARVEDILOL 12.5 MG","CARVEDILOL","0122683","0122683005"
"6143","73123","02248755","CARVEDILOL 25 MG","CARVEDILOL","0122683","0122683001"
"6144","73124","02248756","CIPROFLOXACIN 250 MG","CIPROFLOXACIN","0123207","0123207006"
"6145","73125","02248757","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"6146","73126","02248758","CIPROFLOXACIN 750 MG","CIPROFLOXACIN","0123207","0123207002"
"6147","73129","02248761","NELFINAVIR 625 MG","NELFINAVIR","0134340","0134340003"
"6148","7313","00726540","SULFAMETHOXAZOLE 40 MG|TRIMETHOPRIM 8 MG","SULFAMETHOXAZOLE|TRIMETHOPRIM","0208901","0208901002"
"6149","73130","02248762","MIRTAZAPINE 30 MG","MIRTAZAPINE","0143928","0143928002"
"6150","73131","02248763","ATENOLOL 50 MG|CHLORTHALIDONE 25 MG","ATENOLOL|CHLORTHALIDONE","0216877","0216877002"
"6151","73132","02248764","ATENOLOL 100 MG|CHLORTHALIDONE 25 MG","ATENOLOL|CHLORTHALIDONE","0216877","0216877001"
"6152","7314","00711101","LORAZEPAM 0.5 MG","LORAZEPAM","0110731","0110731003"
"6153","73173","02248804","CLARITHROMYCIN 250 MG","CLARITHROMYCIN","0123752","0123752001"
"6154","73174","02248805","CLARITHROMYCIN 500 MG","CLARITHROMYCIN","0123752","0123752002"
"6155","73177","02248808","AMPHETAMINE ASPARTATE MONOHYDRATE 1.25 MG|AMPHETAMINE SULFATE 1.25 MG|DEXTROAMPHETAMINE SACCHARATE 1.25 MG|DEXTROAMPHETAMINE SULFATE 1.25 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841001"
"6156","73178","02248809","AMPHETAMINE ASPARTATE MONOHYDRATE 2.5 MG|AMPHETAMINE SULFATE 2.5 MG|DEXTROAMPHETAMINE SACCHARATE 2.5 MG|DEXTROAMPHETAMINE SULFATE 2.5 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841002"
"6157","73179","02248810","AMPHETAMINE ASPARTATE MONOHYDRATE 3.75 MG|AMPHETAMINE SULFATE 3.75 MG|DEXTROAMPHETAMINE SACCHARATE 3.75 MG|DEXTROAMPHETAMINE SULFATE 3.75 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841003"
"6158","7318","00646296","CYTARABINE 1 G","CYTARABINE","0108854","0108854006"
"6159","7318","00646296","CYTARABINE 1 G","CYTARABINE","0108854","0108854006"
"6160","7318","00646296","CYTARABINE 1 G","CYTARABINE","0108854","0108854006"
"6161","73180","02248811","AMPHETAMINE ASPARTATE MONOHYDRATE 5.00 MG|AMPHETAMINE SULFATE 5.00 MG|DEXTROAMPHETAMINE SACCHARATE 5.00 MG|DEXTROAMPHETAMINE SULFATE 5.00 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841004"
"6162","73181","02248812","AMPHETAMINE ASPARTATE MONOHYDRATE 6.25 MG|AMPHETAMINE SULFATE 6.25 MG|DEXTROAMPHETAMINE SACCHARATE 6.25 MG|DEXTROAMPHETAMINE SULFATE 6.25 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841005"
"6163","73182","02248813","AMPHETAMINE ASPARTATE MONOHYDRATE 7.5 MG|AMPHETAMINE SULFATE 7.5 MG|DEXTROAMPHETAMINE SACCHARATE 7.5 MG|DEXTROAMPHETAMINE SULFATE 7.5 MG","AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE","0449841","0449841006"
"6164","73187","02248817","ACETAMINOPHEN 325 MG|CAFFEINE 15 MG|CODEINE PHOSPHATE 8 MG","ACETAMINOPHEN|CAFFEINE|CODEINE PHOSPHATE","0311391","0311391002"
"6165","73188","02248818","BACITRACIN ZINC 500 UNIT|GRAMICIDIN 0.25 MG|POLYMYXIN B 10000 UNIT","BACITRACIN ZINC|GRAMICIDIN|POLYMYXIN B","0331818","0331818001"
"6166","7319","00646318","CYTARABINE 2 G","CYTARABINE","0108854","0108854003"
"6167","7319","00646318","CYTARABINE 2 G","CYTARABINE","0108854","0108854003"
"6168","7319","00646318","CYTARABINE 2 G","CYTARABINE","0108854","0108854003"
"6169","73193","02248823","ACETIC ACID 8.11 G|CALCIUM CHLORIDE 6.24 G|DEXTROSE 99 G|MAGNESIUM CHLORIDE 1.61 G|POTASSIUM CHLORIDE 10.1 G|SODIUM CHLORIDE 275 G","ACETIC ACID|CALCIUM CHLORIDE|DEXTROSE|MAGNESIUM CHLORIDE|POTASSIUM CHLORIDE|SODIUM CHLORIDE","0617386","0617386441"
"6170","73215","02248844","PACLITAXEL 6 MG","PACLITAXEL","0124214","0124214001"
"6171","73219","02248848","HYDROQUINONE 2 %","HYDROQUINONE","0108649","0108649001"
"6172","73220","02248849","HYDROQUINONE 4 %","HYDROQUINONE","0108649","0108649002"
"6173","73222","02248851","HYDROQUINONE 4 %","HYDROQUINONE","0108649","0108649002"
"6174","73225","02248854","SODIUM CARBOXYMETHYL CELLULOSE 0.25 %","SODIUM CARBOXYMETHYL CELLULOSE","0107332","0107332004"
"6175","73226","02248855","METOPROLOL TARTRATE 25 MG","METOPROLOL TARTRATE","0111923","0111923005"
"6176","73227","02248856","CLARITHROMYCIN 250 MG","CLARITHROMYCIN","0123752","0123752001"
"6177","73228","02248857","CLARITHROMYCIN 500 MG","CLARITHROMYCIN","0123752","0123752002"
"6178","73230","02248858","DIPHENHYDRAMINE HYDROCHLORIDE 6.25 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639004"
"6179","73231","02248859","DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639003"
"6180","73232","02248860","TOPIRAMATE 25 MG","TOPIRAMATE","0132938","0132938001"
"6181","73233","02248861","TOPIRAMATE 100 MG","TOPIRAMATE","0132938","0132938002"
"6182","73234","02248862","TOPIRAMATE 200 MG","TOPIRAMATE","0132938","0132938006"
"6183","73264","02248891","PRAMOXINE HYDROCHLORIDE 1 %|ZINC SULFATE 0.5 %","PRAMOXINE HYDROCHLORIDE|ZINC SULFATE","0214197","0214197002"
"6184","73287","02248913","PAROXETINE 10 MG","PAROXETINE","0123131","0123131003"
"6185","73288","02248914","PAROXETINE 20 MG","PAROXETINE","0123131","0123131002"
"6186","73289","02248915","PAROXETINE 30 MG","PAROXETINE","0123131","0123131001"
"6187","733","00156876","PREDNISONE 5 MG","PREDNISONE","0106321","0106321001"
"6188","73308","02248933","OCTINOXATE 7.3 %|OXYBENZONE 4.5 %","OCTINOXATE|OXYBENZONE","0216932","0216932064"
"6189","73309","02248934","SODIUM BICARBONATE 80.7 G","SODIUM BICARBONATE","0104153","0104153004"
"6190","73314","02248939","PIPERACILLIN 2 G","PIPERACILLIN","0115403","0115403001"
"6191","73314","02248939","PIPERACILLIN 2 G","PIPERACILLIN","0115403","0115403001"
"6192","73315","02248940","PIPERACILLIN 3 G","PIPERACILLIN","0115403","0115403002"
"6193","73315","02248940","PIPERACILLIN 3 G","PIPERACILLIN","0115403","0115403002"
"6194","73316","02248941","PIPERACILLIN 4 G","PIPERACILLIN","0115403","0115403003"
"6195","73316","02248941","PIPERACILLIN 4 G","PIPERACILLIN","0115403","0115403003"
"6196","73317","02248942","CITALOPRAM 20 MG","CITALOPRAM","0136243","0136243001"
"6197","73318","02248943","CITALOPRAM 40 MG","CITALOPRAM","0136243","0136243002"
"6198","73319","02248944","CITALOPRAM 20 MG","CITALOPRAM","0136243","0136243001"
"6199","73320","02248945","CITALOPRAM 40 MG","CITALOPRAM","0136243","0136243002"
"6200","73324","02248949","AVOBENZONE 2 %|OCTINOXATE 7.5 %|OCTISALATE 3 %","AVOBENZONE|OCTINOXATE|OCTISALATE","0331813","0331813005"
"6201","73340","02248965","AGALSIDASE BETA 5 MG","AGALSIDASE BETA","0149901","0149901001"
"6202","73341","02248966","AGALSIDASE BETA 35 MG","AGALSIDASE BETA","0149901","0149901002"
"6203","73342","02248967","POLYETHYLENE GLYCOL 400 0.4 %|PROPYLENE GLYCOL 0.3 %","POLYETHYLENE GLYCOL 400|PROPYLENE GLYCOL","0249902","0249902001"
"6204","73352","02248971","BENZETHONIUM CHLORIDE 0.2 %","BENZETHONIUM CHLORIDE","0104367","0104367006"
"6205","73355","02248973","MELOXICAM 7.5 MG","MELOXICAM","0131676","0131676003"
"6206","73356","02248974","MELOXICAM 15 MG","MELOXICAM","0131676","0131676004"
"6207","73359","02248977","ACETAMINOPHEN 325 MG|CODEINE PHOSPHATE 8 MG|METHOCARBAMOL 400 MG","ACETAMINOPHEN|CODEINE PHOSPHATE|METHOCARBAMOL","0317152","0317152001"
"6208","73363","02248979","OCTINOXATE 4.0 %|TITANIUM DIOXIDE 3.0 %","OCTINOXATE|TITANIUM DIOXIDE","0216790","0216790080"
"6209","73376","02248991","BENZALKONIUM CHLORIDE 0.12 %","BENZALKONIUM CHLORIDE","0104993","0104993016"
"6210","73377","02248992","ZOLMITRIPTAN 2.5 MG","ZOLMITRIPTAN","0134381","0134381001"
"6211","73377","02248992","ZOLMITRIPTAN 2.5 MG","ZOLMITRIPTAN","0134381","0134381001"
"6212","73378","02248993","ZOLMITRIPTAN 5.0 MG","ZOLMITRIPTAN","0134381","0134381002"
"6213","73378","02248993","ZOLMITRIPTAN 5.0 MG","ZOLMITRIPTAN","0134381","0134381002"
"6214","73379","02248994","LOPERAMIDE HYDROCHLORIDE 2 MG","LOPERAMIDE HYDROCHLORIDE","0111332","0111332001"
"6215","73383","02248998","TRICLOSAN 0.1 %","TRICLOSAN","0108865","0108865005"
"6216","73384","02248999","LEUPROLIDE ACETATE 35.8 MG","LEUPROLIDE ACETATE","0116959","0116959010"
"6217","73387","02249002","SOMATROPIN 10 MG","SOMATROPIN","0131827","0131827001"
"6218","73395","02249081","LIDOCAINE HYDROCHLORIDE 1 %","LIDOCAINE HYDROCHLORIDE","0101280","0101280004"
"6219","73413","02249294","FLUCONAZOLE 50 MG","FLUCONAZOLE","0122529","0122529001"
"6220","73414","02249308","FLUCONAZOLE 100 MG","FLUCONAZOLE","0122529","0122529002"
"6221","73416","02249324","METHYLPHENIDATE HYDROCHLORIDE 10 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548001"
"6222","73417","02249332","METHYLPHENIDATE HYDROCHLORIDE 20 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548002"
"6223","73418","02249340","TRICLOSAN 0.4 %","TRICLOSAN","0108865","0108865009"
"6224","73419","02249359","CYCLOBENZAPRINE HYDROCHLORIDE 10 MG","CYCLOBENZAPRINE HYDROCHLORIDE","0112363","0112363001"
"6225","73420","02249405","ESTRADIOL 1.0 MG|NORETHINDRONE ACETATE 0.5 MG","ESTRADIOL|NORETHINDRONE ACETATE","0242942","0242942003"
"6226","73429","02249464","LANSOPRAZOLE 15 MG","LANSOPRAZOLE","0127666","0127666002"
"6227","73430","02249472","LANSOPRAZOLE 30 MG","LANSOPRAZOLE","0127666","0127666001"
"6228","73432","02249499","TESTOSTERONE 1 %","TESTOSTERONE","0106405","0106405004"
"6229","73433","02249510","AMILORIDE HYDROCHLORIDE 5.0 MG","AMILORIDE HYDROCHLORIDE","0113867","0113867001"
"6230","73439","02249561","FLUMAZENIL 0.1 MG","FLUMAZENIL","0122202","0122202001"
"6231","73447","02249669","PAMIDRONATE DISODIUM 3.0 MG","PAMIDRONATE DISODIUM","0123608","0123608001"
"6232","73448","02249677","PAMIDRONATE DISODIUM 6.0 MG","PAMIDRONATE DISODIUM","0123608","0123608005"
"6233","73449","02249685","PAMIDRONATE DISODIUM 9.0 MG","PAMIDRONATE DISODIUM","0123608","0123608006"
"6234","73456","02249723","PRAVASTATIN SODIUM 10 MG","PRAVASTATIN SODIUM","0122563","0122563001"
"6235","73457","02249731","PRAVASTATIN SODIUM 20 MG","PRAVASTATIN SODIUM","0122563","0122563002"
"6236","73458","02249758","PRAVASTATIN SODIUM 40 MG","PRAVASTATIN SODIUM","0122563","0122563003"
"6237","73463","02249790","PEGFILGRASTIM 10 MG","PEGFILGRASTIM","0149962","0149962001"
"6238","73482","02250004","FENOFIBRATE 160 MG","FENOFIBRATE","0118895","0118895004"
"6239","73483","02250012","MELOXICAM 7.5 MG","MELOXICAM","0131676","0131676003"
"6240","73484","02250020","MELOXICAM 15 MG","MELOXICAM","0131676","0131676004"
"6241","73485","02250039","FENOFIBRATE 200 MG","FENOFIBRATE","0118895","0118895001"
"6242","73487","02250055","DEXAMETHASONE 4 MG","DEXAMETHASONE","0106303","0106303003"
"6243","73488","02250063","HYDROQUINONE 4 %|OCTINOXATE 7.5 %|OXYBENZONE 5.5 %","HYDROQUINONE|OCTINOXATE|OXYBENZONE","0331732","0331732003"
"6244","73489","02250071","OXYBENZONE 3 %|PADIMATE O 8 %","OXYBENZONE|PADIMATE O","0214715","0214715009"
"6245","7349","00740675","PROPRANOLOL HYDROCHLORIDE 20 MG","PROPRANOLOL HYDROCHLORIDE","0101831","0101831005"
"6246","73495","02250144","SIMVASTATIN 5 MG","SIMVASTATIN","0122415","0122415001"
"6247","73496","02250152","SIMVASTATIN 10 MG","SIMVASTATIN","0122415","0122415004"
"6248","73497","02250160","SIMVASTATIN 20 MG","SIMVASTATIN","0122415","0122415003"
"6249","73498","02250179","SIMVASTATIN 40 MG","SIMVASTATIN","0122415","0122415002"
"6250","73499","02250187","SIMVASTATIN 80 MG","SIMVASTATIN","0122415","0122415005"
"6251","73502","02250217","PHENYLEPHRINE HYDROCHLORIDE 10 MG","PHENYLEPHRINE HYDROCHLORIDE","0100662","0100662008"
"6252","73505","02250241","METHYLPHENIDATE HYDROCHLORIDE 27 MG","METHYLPHENIDATE HYDROCHLORIDE","0107548","0107548007"
"6253","73507","02250276","CEFTRIAXONE 250 MG","CEFTRIAXONE","0117292","0117292001"
"6254","73507","02250276","CEFTRIAXONE 250 MG","CEFTRIAXONE","0117292","0117292001"
"6255","73509","02250292","CEFTRIAXONE 1 G","CEFTRIAXONE","0117292","0117292003"
"6256","73509","02250292","CEFTRIAXONE 1 G","CEFTRIAXONE","0117292","0117292003"
"6257","73510","02250306","CEFTRIAXONE 2 G","CEFTRIAXONE","0117292","0117292002"
"6258","73510","02250306","CEFTRIAXONE 2 G","CEFTRIAXONE","0117292","0117292002"
"6259","73513","02250322","DIMETHICONE 6 %","DIMETHICONE","0106827","0106827018"
"6260","73526","02250462","VARDENAFIL 5 MG","VARDENAFIL","0150003","0150003001"
"6261","73527","02250470","VARDENAFIL 10 MG","VARDENAFIL","0150003","0150003002"
"6262","73528","02250489","VARDENAFIL 20 MG","VARDENAFIL","0150003","0150003003"
"6263","73529","02250497","AMLODIPINE 5 MG","AMLODIPINE","0131437","0131437002"
"6264","73530","02250500","AMLODIPINE 10 MG","AMLODIPINE","0131437","0131437001"
"6265","73533","02250519","MIGLUSTAT 100 MG","MIGLUSTAT","0150021","0150021001"
"6266","73534","02250527","FLUVASTATIN 80 MG","FLUVASTATIN","0125247","0125247003"
"6267","73535","02250535","CICLOPIROX 8 %","CICLOPIROX","0150022","0150022001"
"6268","73537","02250551","ACETAMINOPHEN 325 MG|CODEINE PHOSPHATE 8 MG|METHOCARBAMOL 400 MG","ACETAMINOPHEN|CODEINE PHOSPHATE|METHOCARBAMOL","0317152","0317152001"
"6269","73540","02250594","MIRTAZAPINE 15 MG","MIRTAZAPINE","0143928","0143928001"
"6270","73541","02250608","MIRTAZAPINE 30 MG","MIRTAZAPINE","0143928","0143928002"
"6271","73542","02250616","ESTRADIOL 4.40 MG|LEVONORGESTREL 1.39 MG","ESTRADIOL|LEVONORGESTREL","0250024","0250024001"
"6272","73543","02250624","HYPROLOSE 5 MG","HYPROLOSE","0150025","0150025001"
"6273","73562","02250675","ACETYLSALICYLIC ACID 80 MG","ACETYLSALICYLIC ACID","0101169","0101169013"
"6274","73565","02250705","IBUPROFEN 200 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","IBUPROFEN|PSEUDOEPHEDRINE HYDROCHLORIDE","0222394","0222394001"
"6275","7357","00590819","METOPROLOL TARTRATE 1 MG","METOPROLOL TARTRATE","0111923","0111923004"
"6276","73579","02250845","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","XYLOMETAZOLINE HYDROCHLORIDE","0107655","0107655001"
"6277","73580","02250853","XYLOMETAZOLINE HYDROCHLORIDE 0.1 %","XYLOMETAZOLINE HYDROCHLORIDE","0107655","0107655001"
"6278","73581","02250861","OXYMETAZOLINE HYDROCHLORIDE 0.05 %","OXYMETAZOLINE HYDROCHLORIDE","0101481","0101481001"
"6279","73583","02250896","PHENYTOIN 125 MG","PHENYTOIN","0101372","0101372001"
"6280","73587","02250942","AVOBENZONE 3.0 %|OCTINOXATE 7.5 %|OCTISALATE 2.0 %","AVOBENZONE|OCTINOXATE|OCTISALATE","0331813","0331813006"
"6281","73589","02250969","CHLOROXYLENOL 0.5 %","CHLOROXYLENOL","0106942","0106942004"
"6282","73590","02250977","BENZETHONIUM CHLORIDE 0.2 %","BENZETHONIUM CHLORIDE","0104367","0104367006"
"6283","73591","02250985","TRICLOSAN 0.3 %","TRICLOSAN","0108865","0108865003"
"6284","73592","02250993","ACETAMINOPHEN 500 MG|DIPHENHYDRAMINE HYDROCHLORIDE 25 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0327704","0327704004"
"6285","73604","02251094","CHLOROXYLENOL 0.3 %","CHLOROXYLENOL","0106942","0106942008"
"6286","73606","02251116","OCTINOXATE 6.0 %|TITANIUM DIOXIDE 5.3 %|ZINC OXIDE 1.7 %","OCTINOXATE|TITANIUM DIOXIDE|ZINC OXIDE","0327220","0327220007"
"6287","73607","02251124","OCTINOXATE 7.5 %|OXYBENZONE 3.0 %|TITANIUM DIOXIDE 2.0 %|ZINC OXIDE 3.5 %","OCTINOXATE|OXYBENZONE|TITANIUM DIOXIDE|ZINC OXIDE","0426024","0426024015"
"6288","73611","02251159","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"6289","73612","02251167","GABAPENTIN 100 MG","GABAPENTIN","0125929","0125929001"
"6290","73613","02251175","GABAPENTIN 300 MG","GABAPENTIN","0125929","0125929003"
"6291","73614","02251183","GABAPENTIN 400 MG","GABAPENTIN","0125929","0125929002"
"6292","73618","02251221","CIPROFLOXACIN 250 MG","CIPROFLOXACIN","0123207","0123207006"
"6293","73619","02251248","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"6294","73620","02251256","CIPROFLOXACIN 750 MG","CIPROFLOXACIN","0123207","0123207002"
"6295","73622","02251272","CIPROFLOXACIN 250 MG","CIPROFLOXACIN","0123207","0123207006"
"6296","73623","02251280","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"6297","73624","02251299","CIPROFLOXACIN 750 MG","CIPROFLOXACIN","0123207","0123207002"
"6298","73626","02251310","CIPROFLOXACIN 250 MG","CIPROFLOXACIN","0123207","0123207006"
"6299","73627","02251329","CIPROFLOXACIN 500 MG","CIPROFLOXACIN","0123207","0123207001"
"6300","73628","02251337","CIPROFLOXACIN 750 MG","CIPROFLOXACIN","0123207","0123207002"
"6301","73640","02251477","CHLORHEXIDINE GLUCONATE 2 %|ISOPROPYL ALCOHOL 70 %","CHLORHEXIDINE GLUCONATE|ISOPROPYL ALCOHOL","0213979","0213979006"
"6302","73644","02251515","RAMIPRIL 1.25 MG","RAMIPRIL","0122858","0122858001"
"6303","73646","02251531","RAMIPRIL 2.5 MG","RAMIPRIL","0122858","0122858004"
"6304","73648","02251574","RAMIPRIL 5 MG","RAMIPRIL","0122858","0122858003"
"6305","7365","00703494","DOCUSATE SODIUM 100 MG","DOCUSATE SODIUM","0104351","0104351002"
"6306","73650","02251582","RAMIPRIL 10 MG","RAMIPRIL","0122858","0122858002"
"6307","73652","02251604","TRICLOSAN 0.5 %","TRICLOSAN","0108865","0108865001"
"6308","73655","02251639","ACETAMINOPHEN 500 MG|PAMABROM 25 MG|PYRILAMINE MALEATE 15 MG","ACETAMINOPHEN|PAMABROM|PYRILAMINE MALEATE","0316117","0316117002"
"6309","73656","02251647","ACETAMINOPHEN 500 MG|METHOCARBAMOL 400 MG","ACETAMINOPHEN|METHOCARBAMOL","0212017","0212017002"
"6310","7366","00703508","DOCUSATE SODIUM 4 MG","DOCUSATE SODIUM","0104351","0104351003"
"6311","73669","02251787","CIPROFLOXACIN 1000 MG","CIPROFLOXACIN","0123207","0123207009"
