"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"1993","81396","02328437","CHILDREN'S ADVIL FEVER FROM COLDS OR FLU","IBUPROFEN 100 MG","SUSPENSION","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883005"
"1994","83995","02354799","CHILDREN'S EUROPROFEN","IBUPROFEN 100 MG","SUSPENSION","ORAL","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","IBUPROFEN","0108883","0108883005"
"1995","71587","02247344","JUNIOR STRENGTH MOTRIN CHEWABLE TABLETS","IBUPROFEN 100 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883008"
"1996","70575","02246403","JUNIOR STRENGTH ADVIL","IBUPROFEN 100 MG","TABLET (CHEWABLE)","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883008"
"1997","81395","02328429","JUNIOR STRENGTH ADVIL FEVER FROM COLDS OR FLU","IBUPROFEN 100 MG","TABLET (CHEWABLE)","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883008"
"1998","65432","02241769","ADVIL LIQUI-GELS","IBUPROFEN 200 MG","CAPSULE","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883004"
"1999","76703","02281384","IBUPROFEN LIQUID FILLED CAPSULES","IBUPROFEN 200 MG","CAPSULE","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883004"
"2000","78292","02297582","MOTRIN LIQUID GELS 200MG","IBUPROFEN 200 MG","CAPSULE","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883004"
"2001","84240","02357275","IBUPROFEN LIQUID CAPSULES","IBUPROFEN 200 MG","CAPSULE","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883004"
"2002","10294","00441643","APO-IBUPROFEN TAB 200MG","IBUPROFEN 200 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883004"
"2003","13452","01933531","ADVIL CAPLETS","IBUPROFEN 200 MG","TABLET","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883004"
"2004","13625","01933558","ADVIL TABLETS","IBUPROFEN 200 MG","TABLET","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883004"
"2005","19585","02186934","MOTRIN 200MG","IBUPROFEN 200 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883004"
"2006","46758","01983873","MOTRIN GELCAPS","IBUPROFEN 200 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883004"
"2007","49613","02230541","ADVIL GEL CAPLETS","IBUPROFEN 200 MG","TABLET","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883004"
"2008","6320","00629324","NOVO-PROFEN","IBUPROFEN 200 MG","TABLET","ORAL","TEVA CANADA LIMITED","IBUPROFEN","0108883","0108883004"
"2009","74314","02257912","IBUPROFEN 200 MG","IBUPROFEN 200 MG","TABLET","ORAL","PHARMETICS (2011) INC","IBUPROFEN","0108883","0108883004"
"2010","75835","02272849","IBUPROFEN TABLETS 200 MG","IBUPROFEN 200 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883004"
"2011","75836","02272857","IBUPROFEN CAPLETS 200 MG","IBUPROFEN 200 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883004"
"2012","80029","02314754","IBUPROFEN","IBUPROFEN 200 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883004"
"2013","80030","02314762","IBUPROFEN","IBUPROFEN 200 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883004"
"2014","85289","02368072","IBUPROFEN TABLETS","IBUPROFEN 200 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883004"
"2015","85290","02368080","IBUPROFEN CAPLETS","IBUPROFEN 200 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883004"
"2016","92408","02439689","IBUPROFEN","IBUPROFEN 200 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883004"
"2017","92412","02439727","IBUPROFEN CAPLETS","IBUPROFEN 200 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883004"
"2018","5433","00441651","APO IBUPROFEN TAB 300MG","IBUPROFEN 300 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883001"
"2019","6321","00629332","NOVO-PROFEN","IBUPROFEN 300 MG","TABLET","ORAL","TEVA CANADA LIMITED","IBUPROFEN","0108883","0108883001"
"2020","66413","02242632","MOTRIN 300MG","IBUPROFEN 300 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883001"
"2021","62054","02238626","INFANT'S MOTRIN SUSPENSION DROPS","IBUPROFEN 40 MG","SUSPENSION","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883007"
"2022","66270","02242522","ADVIL PEDIATRIC DROPS","IBUPROFEN 40 MG","SUSPENSION","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883007"
"2023","81397","02328445","ADVIL PEDIATRIC DROPS FEVER FROM COLDS OR FLU","IBUPROFEN 40 MG","SUSPENSION","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883007"
"2024","72567","02248231","ADVIL EXTRA STRENGTH LIQUI-GELS","IBUPROFEN 400 MG","CAPSULE","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883002"
"2025","79650","02310880","EXTRA STRENGTH IBUPROFEN LIQUID FILLED CAPSULES","IBUPROFEN 400 MG","CAPSULE","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2026","80337","02317850","SUPER STRENGTH MOTRIN IB LIQUID GELS","IBUPROFEN 400 MG","CAPSULE","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883002"
"2027","81864","02332981","IBUPROFEN CAPSULES, 400MG","IBUPROFEN 400 MG","CAPSULE","ORAL","BANNER LIFE SCIENCES LLC","IBUPROFEN","0108883","0108883002"
"2028","84241","02357283","EXTRA STRENGTH IBUPROFEN LIQUID CAPSULES","IBUPROFEN 400 MG","CAPSULE","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883002"
"2029","86209","02376601","EXTRA STRENGTH IBUPROFEN LIQUID GEL CAPSULES","IBUPROFEN 400 MG","CAPSULE","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2030","86413","02378310","SUPER STRENGTH MOTRIN IB LIQUID GELS CAPSULES","IBUPROFEN 400 MG","CAPSULE","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883002"
"2031","90021","02415623","ADVIL ARTHRITIS PAIN","IBUPROFEN 400 MG","CAPSULE","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883002"
"2032","47112","00836133","PMS-IBUPROFEN","IBUPROFEN 400 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883002"
"2033","5432","00506052","APO IBUPROFEN TAB 400MG","IBUPROFEN 400 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2034","6161","00636533","IBUPROFEN TAB 400MG","IBUPROFEN 400 MG","TABLET","ORAL","PRO DOC LIMITEE","IBUPROFEN","0108883","0108883002"
"2035","6322","00629340","NOVO-PROFEN","IBUPROFEN 400 MG","TABLET","ORAL","TEVA CANADA LIMITED","IBUPROFEN","0108883","0108883002"
"2036","66438","02242658","MOTRIN 400MG","IBUPROFEN 400 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883002"
"2037","68562","02244577","ADVIL EXTRA STRENGTH CAPLETS","IBUPROFEN 400 MG","TABLET","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883002"
"2038","77840","02293013","PAMPRIN IBUPROFEN FORMULA","IBUPROFEN 400 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2039","80031","02314770","EXTRA STRENGTH IBUPROFEN","IBUPROFEN 400 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883002"
"2040","80286","02317338","IBUPROFEN CAPLETS","IBUPROFEN 400 MG","TABLET","ORAL","PHARMETICS (2011) INC","IBUPROFEN","0108883","0108883002"
"2041","80349","02317982","IBUPROFEN MENSTRUAL PAIN RELIEF","IBUPROFEN 400 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2042","84091","02355701","ADVIL MUSCLE AND JOINT","IBUPROFEN 400 MG","TABLET","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883002"
"2043","85291","02368099","IBUPROFEN EXTRA STRENGTH CAPLETS","IBUPROFEN 400 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883002"
"2044","85942","02374226","MUSCLE & JOINT","IBUPROFEN 400 MG","TABLET","ORAL","VITA HEALTH PRODUCTS INC","IBUPROFEN","0108883","0108883002"
"2045","86271","02377101","IBUPROFEN MUSCLE AND JOINT","IBUPROFEN 400 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883002"
"2046","88621","02401290","JAMP-IBUPROFEN","IBUPROFEN 400 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","IBUPROFEN","0108883","0108883002"
"2047","92413","02439735","IBUPROFEN CAPLETS","IBUPROFEN 400 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883002"
"2048","71586","02247343","CHILDREN'S MOTRIN CHEWABLE TABLETS","IBUPROFEN 50 MG","TABLET","ORAL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","IBUPROFEN","0108883","0108883009"
"2049","47123","00839264","PMS-IBUPROFEN","IBUPROFEN 600 MG","TABLET","ORAL","PHARMASCIENCE INC","IBUPROFEN","0108883","0108883003"
"2050","5917","00585114","APO IBUPROFEN TAB 600MG","IBUPROFEN 600 MG","TABLET","ORAL","APOTEX INC","IBUPROFEN","0108883","0108883003"
"2051","6323","00629359","NOVO-PROFEN","IBUPROFEN 600 MG","TABLET","ORAL","TEVA CANADA LIMITED","IBUPROFEN","0108883","0108883003"
"2052","92825","02443562","ADVIL 12 HOUR","IBUPROFEN 600 MG","TABLET (EXTENDED-RELEASE)","ORAL","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC","IBUPROFEN","0108883","0108883003"
"2053","19089","02179709","LOZIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","SERVIER CANADA INC","INDAPAMIDE","0115402","0115402002"
"2054","63090","02239619","PMS-INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","PHARMASCIENCE INC","INDAPAMIDE","0115402","0115402002"
"2055","63413","02239913","DOM-INDAPAMIDE TABLETS 1.25MG","INDAPAMIDE 1.25 MG","TABLET","ORAL","DOMINION PHARMACAL","INDAPAMIDE","0115402","0115402002"
"2056","63577","02240067","MYLAN-INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","INDAPAMIDE","0115402","0115402002"
"2057","63891","02240349","PHL-INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","PHARMEL INC","INDAPAMIDE","0115402","0115402002"
"2058","69270","02245246","APO-INDAPAMIDE 1.25 MG TABLETS","INDAPAMIDE 1.25 MG","TABLET","ORAL","APOTEX INC","INDAPAMIDE","0115402","0115402002"
"2059","71487","02247245","RIVA-INDAPAMIDE 1.25","INDAPAMIDE 1.25 MG","TABLET","ORAL","LABORATOIRE RIVA INC","INDAPAMIDE","0115402","0115402002"
"2060","79803","02312530","PRO-INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","PRO DOC LIMITEE","INDAPAMIDE","0115402","0115402002"
"2061","85911","02373904","JAMP-INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","INDAPAMIDE","0115402","0115402002"
"2062","93110","02445824","INDAPAMIDE","INDAPAMIDE 1.25 MG","TABLET","ORAL","SANIS HEALTH INC","INDAPAMIDE","0115402","0115402002"
"2063","18065","02153483","MYLAN-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","INDAPAMIDE","0115402","0115402001"
"2064","43381","02223678","APO-INDAPAMIDE 2.5MG TABLETS","INDAPAMIDE 2.5 MG","TABLET","ORAL","APOTEX INC","INDAPAMIDE","0115402","0115402001"
"2065","4857","00564966","LOZIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","SERVIER CANADA INC","INDAPAMIDE","0115402","0115402001"
"2066","50491","02231184","TEVA-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","TEVA CANADA LIMITED","INDAPAMIDE","0115402","0115402001"
"2067","63091","02239620","PMS-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","PHARMASCIENCE INC","INDAPAMIDE","0115402","0115402001"
"2068","63417","02239917","DOM-INDAPAMIDE TABLETS 2.5MG","INDAPAMIDE 2.5 MG","TABLET","ORAL","DOMINION PHARMACAL","INDAPAMIDE","0115402","0115402001"
"2069","63893","02240350","PHL-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","PHARMEL INC","INDAPAMIDE","0115402","0115402001"
"2070","65803","02242125","RIVA-INDAPAMIDE 2.5 MG","INDAPAMIDE 2.5 MG","TABLET","ORAL","LABORATOIRE RIVA INC","INDAPAMIDE","0115402","0115402001"
"2071","79804","02312549","PRO-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","PRO DOC LIMITEE","INDAPAMIDE","0115402","0115402001"
"2072","85912","02373912","JAMP-INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","INDAPAMIDE","0115402","0115402001"
"2073","93111","02445832","INDAPAMIDE","INDAPAMIDE 2.5 MG","TABLET","ORAL","SANIS HEALTH INC","INDAPAMIDE","0115402","0115402001"
"2074","13558","01934139","RATIO-INDOMETHACIN","INDOMETHACIN 100 MG","SUPPOSITORY","RECTAL","TEVA CANADA LIMITED","INDOMETHACIN","0101832","0101832003"
"2075","51233","02231800","SANDOZ INDOMETHACIN","INDOMETHACIN 100 MG","SUPPOSITORY","RECTAL","SANDOZ CANADA INCORPORATED","INDOMETHACIN","0101832","0101832003"
"2076","4129","00337420","TEVA-INDOMETHACIN","INDOMETHACIN 25 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","INDOMETHACIN","0101832","0101832001"
"2077","5918","00611158","APO INDOMETHACIN CAP 25MG","INDOMETHACIN 25 MG","CAPSULE","ORAL","APOTEX INC","INDOMETHACIN","0101832","0101832001"
"2078","4130","00337439","TEVA-INDOMETHACIN","INDOMETHACIN 50 MG","CAPSULE","ORAL","TEVA CANADA LIMITED","INDOMETHACIN","0101832","0101832002"
"2079","5919","00611166","APO INDOMETHACIN CAP 50MG","INDOMETHACIN 50 MG","CAPSULE","ORAL","APOTEX INC","INDOMETHACIN","0101832","0101832002"
"2080","51232","02231799","SANDOZ INDOMETHACIN","INDOMETHACIN 50 MG","SUPPOSITORY","RECTAL","SANDOZ CANADA INCORPORATED","INDOMETHACIN","0101832","0101832002"
"2081","68321","02244353","NOVORAPID","INSULIN ASPART 100 UNIT","SOLUTION","SUBCUTANEOUS","NOVO NORDISK CANADA INC","INSULIN ASPART","0144802","0144802001"
"2082","69441","02245397","NOVORAPID","INSULIN ASPART 100 UNIT","SOLUTION","SUBCUTANEOUS","NOVO NORDISK CANADA INC","INSULIN ASPART","0144802","0144802001"
"2083","86282","02377209","NOVORAPID","INSULIN ASPART 100 UNIT","SOLUTION","SUBCUTANEOUS","NOVO NORDISK CANADA INC","INSULIN ASPART","0144802","0144802001"
"2084","75736","02271842","LEVEMIR PENFILL","INSULIN DETEMIR 100 UNIT","SOLUTION","SUBCUTANEOUS","NOVO NORDISK CANADA INC","INSULIN DETEMIR","0151541","0151541001"
"2085","89748","02412829","LEVEMIR FLEXTOUCH","INSULIN DETEMIR 100 UNIT","SOLUTION","SUBCUTANEOUS","NOVO NORDISK CANADA INC","INSULIN DETEMIR","0151541","0151541001"
"2086","69790","02245689","LANTUS","INSULIN GLARGINE 100 UNIT","SOLUTION","SUBCUTANEOUS","SANOFI-AVENTIS CANADA INC","INSULIN GLARGINE","0147062","0147062001"
"2087","73683","02251930","LANTUS","INSULIN GLARGINE 100 UNIT","SOLUTION","SUBCUTANEOUS","SANOFI-AVENTIS CANADA INC","INSULIN GLARGINE","0147062","0147062001"
"2088","77967","02294338","LANTUS","INSULIN GLARGINE 100 UNIT","SOLUTION","SUBCUTANEOUS","SANOFI-AVENTIS CANADA INC","INSULIN GLARGINE","0147062","0147062001"
"2089","93005","02444844","BASAGLAR","INSULIN GLARGINE 100 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN GLARGINE","0147062","0147062001"
"2090","93006","02444852","BASAGLAR","INSULIN GLARGINE 100 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN GLARGINE","0147062","0147062001"
"2091","92621","02441829","TOUJEO SOLOSTAR","INSULIN GLARGINE 300 UNIT","SOLUTION","SUBCUTANEOUS","SANOFI-AVENTIS CANADA INC","INSULIN GLARGINE","0147062","0147062002"
"2092","47871","02229704","HUMALOG","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAMUSCULAR","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2093","47872","02229705","HUMALOG  (CARTRIDGE)","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAMUSCULAR","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2094","88822","02403412","HUMALOG  (KWIKPEN)","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAMUSCULAR","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2095","47871","02229704","HUMALOG","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAVENOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2096","47872","02229705","HUMALOG  (CARTRIDGE)","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAVENOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2097","88822","02403412","HUMALOG  (KWIKPEN)","INSULIN LISPRO 100 UNIT","SOLUTION","INTRAVENOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2098","47871","02229704","HUMALOG","INSULIN LISPRO 100 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2099","47872","02229705","HUMALOG  (CARTRIDGE)","INSULIN LISPRO 100 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2100","88822","02403412","HUMALOG  (KWIKPEN)","INSULIN LISPRO 100 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614001"
"2101","92402","02439611","HUMALOG 200 UNITS/ML KWIKPEN","INSULIN LISPRO 200 UNIT","SOLUTION","SUBCUTANEOUS","ELI LILLY CANADA INC","INSULIN LISPRO","0131614","0131614002"
"2102","61289","02237924","AVAPRO","IRBESARTAN 150 MG","TABLET","ORAL","SANOFI-AVENTIS CANADA INC","IRBESARTAN","0131700","0131700002"
"2103","80151","02315998","TEVA-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700002"
"2104","80191","02316404","RATIO-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700002"
"2105","80258","02317079","PMS-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","PHARMASCIENCE INC","IRBESARTAN","0131700","0131700002"
"2106","81359","02328089","ACT IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","IRBESARTAN","0131700","0131700002"
"2107","81400","02328488","SANDOZ IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","IRBESARTAN","0131700","0131700002"
"2108","83270","02347318","MYLAN-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","IRBESARTAN","0131700","0131700002"
"2109","85005","02365200","IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","PRO DOC LIMITEE","IRBESARTAN","0131700","0131700002"
"2110","85734","02372193","DOM-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","DOMINION PHARMACAL","IRBESARTAN","0131700","0131700002"
"2111","85751","02372371","IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","SANIS HEALTH INC","IRBESARTAN","0131700","0131700002"
"2112","87093","02385295","IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","IRBESARTAN","0131700","0131700002"
"2113","87254","02386976","APO-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","APOTEX INC","IRBESARTAN","0131700","0131700002"
"2114","89084","02406101","AURO-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","AURO PHARMA INC","IRBESARTAN","0131700","0131700002"
"2115","89150","02406829","RAN-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","IRBESARTAN","0131700","0131700002"
"2116","90278","02418207","JAMP-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","IRBESARTAN","0131700","0131700002"
"2117","90772","02422999","MINT-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","IRBESARTAN","0131700","0131700002"
"2118","90998","02425327","RIVA-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","LABORATOIRE RIVA INC","IRBESARTAN","0131700","0131700002"
"2119","91162","02427095","VAN-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","VANC PHARMACEUTICALS INC","IRBESARTAN","0131700","0131700002"
"2120","93141","02446154","BIO-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","BIOMED PHARMA","IRBESARTAN","0131700","0131700002"
"2121","93184","02446502","PRIVA-IRBESARTAN","IRBESARTAN 150 MG","TABLET","ORAL","PHARMAPAR INC","IRBESARTAN","0131700","0131700002"
"2122","61290","02237925","AVAPRO","IRBESARTAN 300 MG","TABLET","ORAL","SANOFI-AVENTIS CANADA INC","IRBESARTAN","0131700","0131700003"
"2123","80152","02316005","TEVA-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700003"
"2124","80192","02316412","RATIO-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700003"
"2125","80259","02317087","PMS-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","PHARMASCIENCE INC","IRBESARTAN","0131700","0131700003"
"2126","81361","02328100","ACT IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","IRBESARTAN","0131700","0131700003"
"2127","81401","02328496","SANDOZ IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","IRBESARTAN","0131700","0131700003"
"2128","83271","02347326","MYLAN-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","IRBESARTAN","0131700","0131700003"
"2129","85006","02365219","IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","PRO DOC LIMITEE","IRBESARTAN","0131700","0131700003"
"2130","85752","02372398","IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","SANIS HEALTH INC","IRBESARTAN","0131700","0131700003"
"2131","87094","02385309","IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","IRBESARTAN","0131700","0131700003"
"2132","87255","02386984","APO-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","APOTEX INC","IRBESARTAN","0131700","0131700003"
"2133","89085","02406128","AURO-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","AURO PHARMA INC","IRBESARTAN","0131700","0131700003"
"2134","89151","02406837","RAN-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","IRBESARTAN","0131700","0131700003"
"2135","90279","02418215","JAMP-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","IRBESARTAN","0131700","0131700003"
"2136","90773","02423006","MINT-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","IRBESARTAN","0131700","0131700003"
"2137","90999","02425335","RIVA-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","LABORATOIRE RIVA INC","IRBESARTAN","0131700","0131700003"
"2138","91163","02427109","VAN-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","VANC PHARMACEUTICALS INC","IRBESARTAN","0131700","0131700003"
"2139","93142","02446162","BIO-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","BIOMED PHARMA","IRBESARTAN","0131700","0131700003"
"2140","93185","02446510","PRIVA-IRBESARTAN","IRBESARTAN 300 MG","TABLET","ORAL","PHARMAPAR INC","IRBESARTAN","0131700","0131700003"
"2141","61288","02237923","AVAPRO","IRBESARTAN 75 MG","TABLET","ORAL","SANOFI-AVENTIS CANADA INC","IRBESARTAN","0131700","0131700001"
"2142","80150","02315971","TEVA-IRBESARTAN","IRBESARTAN 75 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700001"
"2143","80190","02316390","RATIO-IRBESARTAN","IRBESARTAN 75 MG","TABLET","ORAL","TEVA CANADA LIMITED","IRBESARTAN","0131700","0131700001"
