"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"1370","1739",1,"CLADRIBINE","CLADRIBINE","CLADRIBINE"
"1371","11321",1,"CILASTATIN (CILASTATIN SODIUM)","CILASTATIN","CILASTATIN SODIUM"
"1372","1390",1,"IMIPENEM","IMIPENEM","IMIPENEM"
"1373","20412",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1374","20413",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1375","20414",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1376","20415",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1377","20416",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1378","20417",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1379","20418",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1380","20419",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO PROTEIN D CARRIER PROTEIN","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO PROTEIN D CARRIER PROTEIN"
"1381","20420",1,"PNEUMOCOCCAL POLYSACC. SEROT. 18C CONJUG. TO TETANUS TOXOID CARRIER PROT.","PNEUMOCOCCAL POLYSACC. SEROT. 18C CONJUG. TO TETANUS TOXOID CARRIER PROT.","PNEUMOCOCCAL POLYSACC. SEROT. 18C CONJUG. TO TETANUS TOXOID CARRIER PROT."
"1382","20421",1,"PNEUMOCOCCAL POLYSACCHARID SEROT. 19F CONJUG. TO DIPHTHERIA TOXOID CARRIER PROT.","PNEUMOCOCCAL POLYSACCHARID SEROT. 19F CONJUG. TO DIPHTHERIA TOXOID CARRIER PROT.","PNEUMOCOCCAL POLYSACCHARID SEROT. 19F CONJUG. TO DIPHTHERIA TOXOID CARRIER PROT."
"1383","20422",1,"USTEKINUMAB","USTEKINUMAB","USTEKINUMAB"
"1384","20429",1,"LOTEPREDNOL ETABONATE","LOTEPREDNOL ETABONATE","LOTEPREDNOL ETABONATE"
"1385","20430",1,"DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)","DESVENLAFAXINE","DESVENLAFAXINE SUCCINATE"
"1386","20432",1,"ECULIZUMAB","ECULIZUMAB","ECULIZUMAB"
"1387","20435",1,"ARIPIPRAZOLE","ARIPIPRAZOLE","ARIPIPRAZOLE"
"1388","20436",1,"ROMIPLOSTIM","ROMIPLOSTIM","ROMIPLOSTIM"
"1389","20437",1,"LISDEXAMFETAMINE DIMESYLATE","LISDEXAMFETAMINE DIMESYLATE","LISDEXAMFETAMINE DIMESYLATE"
"1390","20438",1,"EPLERENONE","EPLERENONE","EPLERENONE"
"1391","20439",1,"METHYL AMINOLEVULINATE (METHYL AMINOLEVULINATE HYDROCHLORIDE)","METHYL AMINOLEVULINATE","METHYL AMINOLEVULINATE HYDROCHLORIDE"
"1392","19793",1,"DARUNAVIR (DARUNAVIR ETHANOLATE)","DARUNAVIR","DARUNAVIR ETHANOLATE"
"1393","21616",1,"IncobotulinumtoxinA","IncobotulinumtoxinA","IncobotulinumtoxinA"
"1394","17610",1,"CITRIC ACID MONOHYDRATE","CITRIC ACID MONOHYDRATE","CITRIC ACID MONOHYDRATE"
"1395","20445",1,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE"
"1396","20450",1,"GOLIMUMAB","GOLIMUMAB","GOLIMUMAB"
"1397","1910",1,"NIMODIPINE","NIMODIPINE","NIMODIPINE"
"1398","11564",1,"THROMBIN (HUMAN)","THROMBIN","HUMAN"
"1399","20461",1,"APROTININ (SYNTHETIC)","APROTININ","SYNTHETIC"
"1400","20462",1,"SEALER PROTEIN (HUMAN)","SEALER PROTEIN","HUMAN"
"1401","20463",1,"LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)","LAPATINIB","LAPATINIB DITOSYLATE MONOHYDRATE"
"1402","11358",1,"MEPERIDINE (MEPERIDINE HYDROCHLORIDE)","MEPERIDINE","MEPERIDINE HYDROCHLORIDE"
"1403","20475",1,"VORINOSTAT","VORINOSTAT","VORINOSTAT"
"1404","8325",1,"AZTREONAM","AZTREONAM","AZTREONAM"
"1405","20504",1,"CLOFARABINE","CLOFARABINE","CLOFARABINE"
"1406","20177",1,"ANIDULAFUNGIN","ANIDULAFUNGIN","ANIDULAFUNGIN"
"1407","20509",1,"TELAVANCIN (TELAVANCIN HYDROCHLORIDE)","TELAVANCIN","TELAVANCIN HYDROCHLORIDE"
"1408","20511",1,"DRONEDARONE (DRONEDARONE HYDROCHLORIDE)","DRONEDARONE","DRONEDARONE HYDROCHLORIDE"
"1409","20513",1,"CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL"
"1410","20523",1,"INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)","INACT.JAPANESE ENCEPHAL VIRUS","ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS"
"1411","20524",1,"SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)","SAXAGLIPTIN","SAXAGLIPTIN HYDROCHLORIDE"
"1412","20542",1,"PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A"
"1413","20554",1,"AZACITIDINE","AZACITIDINE","AZACITIDINE"
"1414","20556",1,"BESIFLOXACIN","BESIFLOXACIN","BESIFLOXACIN"
"1415","20557",1,"DEGARELIX (DEGARELIX ACETATE)","DEGARELIX","DEGARELIX ACETATE"
"1416","7577",1,"FLUOROMETHOLONE ACETATE","FLUOROMETHOLONE ACETATE","FLUOROMETHOLONE ACETATE"
"1417","11885",1,"ALITRETINOIN","ALITRETINOIN","ALITRETINOIN"
"1418","20562",1,"THROMBIN ALFA","THROMBIN ALFA","THROMBIN ALFA"
"1419","20565",1,"DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","DEXMEDETOMIDINE","DEXMEDETOMIDINE HYDROCHLORIDE"
"1420","13238",1,"EVEROLIMUS","EVEROLIMUS","EVEROLIMUS"
"1421","20566",1,"GADOXETATE DISODIUM","GADOXETATE DISODIUM","GADOXETATE DISODIUM"
"1422","6212",1,"SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE","SODIUM TETRADECYL SULFATE"
"1423","20570",1,"DENOSUMAB","DENOSUMAB","DENOSUMAB"
"1424","20447",1,"BEMOTRIZINOL","BEMOTRIZINOL","BEMOTRIZINOL"
"1425","6627",1,"OLIVE OIL","OLIVE OIL","OLIVE OIL"
"1426","20575",1,"CANAKINUMAB","CANAKINUMAB","CANAKINUMAB"
"1427","13301",1,"EPTACOG ALFA (ACTIVATED)","EPTACOG ALFA","ACTIVATED"
"1428","20580",1,"MENINGOCOCCAL GROUP A OLIGOSACCHARIDE","MENINGOCOCCAL GROUP A OLIGOSACCHARIDE","MENINGOCOCCAL GROUP A OLIGOSACCHARIDE"
"1429","20581",1,"MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE","MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE"
"1430","20582",1,"MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE","MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE","MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE"
"1431","17119",1,"FIBRINOGEN (HUMAN)","FIBRINOGEN","HUMAN"
"1432","20588",1,"Prasugrel (Prasugrel Hydrochloride)","Prasugrel","Prasugrel Hydrochloride"
"1433","20590",1,"TOCILIZUMAB","TOCILIZUMAB","TOCILIZUMAB"
"1434","20591",1,"SAPROPTERIN DIHYDROCHLORIDE","SAPROPTERIN DIHYDROCHLORIDE","SAPROPTERIN DIHYDROCHLORIDE"
"1435","20592",1,"LIRAGLUTIDE","LIRAGLUTIDE","LIRAGLUTIDE"
"1436","20593",1,"TRABECTEDIN","TRABECTEDIN","TRABECTEDIN"
"1437","20446",1,"BISOCTRIZOLE","BISOCTRIZOLE","BISOCTRIZOLE"
"1438","20595",1,"Pazopanib (Pazopanib Hydrochloride)","Pazopanib","Pazopanib Hydrochloride"
"1439","4771",1,"SODIUM GLYCEROPHOSPHATE","SODIUM GLYCEROPHOSPHATE","SODIUM GLYCEROPHOSPHATE"
"1440","20597",1,"C1 Esterase Inhibitor (Human)","C1 Esterase Inhibitor","Human"
"1441","20603",1,"Sevelamer Carbonate","Sevelamer Carbonate","Sevelamer Carbonate"
"1442","20612",1,"ZUCAPSAICIN","ZUCAPSAICIN","ZUCAPSAICIN"
"1443","20625",1,"DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","DEXLANSOPRAZOLE"
"1444","6036",1,"THALIDOMIDE","THALIDOMIDE","THALIDOMIDE"
"1445","20635",1,"VELAGLUCERASE ALFA","VELAGLUCERASE ALFA","VELAGLUCERASE ALFA"
"1446","13271",1,"FEBUXOSTAT","FEBUXOSTAT","FEBUXOSTAT"
"1447","20636",1,"LACOSAMIDE","LACOSAMIDE","LACOSAMIDE"
"1448","20639",1,"Roflumilast","Roflumilast","Roflumilast"
"1449","20641",1,"Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous","Sodium Sulfate Anhydrous"
"1450","12037",1,"CLINDAMYCIN PHOSPHATE","CLINDAMYCIN PHOSPHATE","CLINDAMYCIN PHOSPHATE"
"1451","7676",1,"DIGOXIN IMMUNE FAB (OVINE)","DIGOXIN IMMUNE FAB","OVINE"
"1452","20659",1,"SILODOSIN","SILODOSIN","SILODOSIN"
"1453","5525",1,"SODIUM NITROPRUSSIDE","SODIUM NITROPRUSSIDE","SODIUM NITROPRUSSIDE"
"1454","20660",1,"EXENATIDE","EXENATIDE","EXENATIDE"
"1455","20661",1,"ELTROMBOPAG (ELTROMBOPAG OLAMINE)","ELTROMBOPAG","ELTROMBOPAG OLAMINE"
"1456","20449",1,"FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)","FOSAPREPITANT","FOSAPREPITANT DIMEGLUMINE"
"1457","20237",1,"CHLORPROMAZINE HYDROCHLORIDE","CHLORPROMAZINE HYDROCHLORIDE","CHLORPROMAZINE HYDROCHLORIDE"
"1458","20671",1,"Fingolimod (Fingolimod Hydrochloride)","Fingolimod","Fingolimod Hydrochloride"
"1459","11311",1,"REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE)","REMIFENTANIL","REMIFENTANIL HYDROCHLORIDE"
"1460","13244",1,"BETAMETHASONE VALERATE","BETAMETHASONE VALERATE","BETAMETHASONE VALERATE"
"1461","20742",1,"Ticagrelor","Ticagrelor","Ticagrelor"
"1462","20792",1,"CABAZITAXEL","CABAZITAXEL","CABAZITAXEL"
"1463","20811",1,"RUFINAMIDE","RUFINAMIDE","RUFINAMIDE"
"1464","20836",1,"BELIMUMAB","BELIMUMAB","BELIMUMAB"
"1465","933",1,"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE"
"1466","20872",1,"Tolvaptan","Tolvaptan","Tolvaptan"
"1467","20874",1,"RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE)","RILPIVIRINE","RILPIVIRINE HYDROCHLORIDE"
"1468","20878",1,"BOCEPREVIR","BOCEPREVIR","BOCEPREVIR"
"1469","20882",1,"Linagliptin","Linagliptin","Linagliptin"
"1470","20883",1,"Abiraterone acetate","Abiraterone acetate","Abiraterone acetate"
"1471","443",1,"SILICON DIOXIDE","SILICON DIOXIDE","SILICON DIOXIDE"
"1472","20982",1,"Colesevelam hydrochloride","Colesevelam hydrochloride","Colesevelam hydrochloride"
"1473","2126",1,"SULINDAC","SULINDAC","SULINDAC"
"1474","21015",1,"Asenapine (Asenapine maleate)","Asenapine","Asenapine maleate"
"1475","21018",1,"Dienogest","Dienogest","Dienogest"
"1476","7095",1,"AMYLMETACRESOL","AMYLMETACRESOL","AMYLMETACRESOL"
"1477","7097",1,"DICHLOROBENZYL ALCOHOL","DICHLOROBENZYL ALCOHOL","DICHLOROBENZYL ALCOHOL"
"1478","21063",1,"Indacaterol (Indacaterol Maleate)","Indacaterol","Indacaterol Maleate"
"1479","21066",1,"Prucalopride (Prucalopride Succinate)","Prucalopride","Prucalopride Succinate"
"1480","21077",1,"Plerixafor","Plerixafor","Plerixafor"
"1481","21078",1,"Apixaban","Apixaban","Apixaban"
"1482","21079",1,"Eribulin Mesylate","Eribulin Mesylate","Eribulin Mesylate"
"1483","20642",1,"Tapentadol (Tapentadol Hydrochloride)","Tapentadol","Tapentadol Hydrochloride"
"1484","21141",1,"VANDETANIB","VANDETANIB","VANDETANIB"
"1485","21164",1,"Ipilimumab","Ipilimumab","Ipilimumab"
"1486","21173",1,"FAMPRIDINE","FAMPRIDINE","FAMPRIDINE"
"1487","21178",1,"FESOTERODINE FUMARATE","FESOTERODINE FUMARATE","FESOTERODINE FUMARATE"
"1488","21189",1,"Vemurafenib","Vemurafenib","Vemurafenib"
"1489","21230",1,"Azilsartan Medoxomil (Azilsartan Medoxomil Potassium)","Azilsartan Medoxomil","Azilsartan Medoxomil Potassium"
"1490","21236",1,"Ofatumumab","Ofatumumab","Ofatumumab"
"1491","21240",1,"PALONOSETRON (PALONOSETRON HYDROCHLORIDE)","PALONOSETRON","PALONOSETRON HYDROCHLORIDE"
"1492","21252",1,"Grass Pollen Allergen Extract","Grass Pollen Allergen Extract","Grass Pollen Allergen Extract"
"1493","21291",1,"Crizotinib","Crizotinib","Crizotinib"
"1494","21336",1,"Fidaxomicin","Fidaxomicin","Fidaxomicin"
"1495","21354",1,"Levomefolate Calcium","Levomefolate Calcium","Levomefolate Calcium"
"1496","21617",1,"AbobotulinumtoxinA","AbobotulinumtoxinA","AbobotulinumtoxinA"
"1497","21372",1,"Lurasidone Hydrochloride","Lurasidone Hydrochloride","Lurasidone Hydrochloride"
"1498","21376",1,"Ruxolitinib (Ruxolitinib Phosphate)","Ruxolitinib","Ruxolitinib Phosphate"
"1499","21378",1,"Collagenase Clostridium Histolyticum","Collagenase Clostridium Histolyticum","Collagenase Clostridium Histolyticum"
"1500","21395",1,"Triptorelin Acetate","Triptorelin Acetate","Triptorelin Acetate"
"1501","21398",1,"Axitinib","Axitinib","Axitinib"
"1502","21399",1,"Catridecacog","Catridecacog","Catridecacog"
"1503","12550",1,"DARBEPOETIN ALFA","DARBEPOETIN ALFA","DARBEPOETIN ALFA"
"1504","13270",1,"BENDAMUSTINE HYDROCHLORIDE","BENDAMUSTINE HYDROCHLORIDE","BENDAMUSTINE HYDROCHLORIDE"
"1505","21466",1,"PIRFENIDONE","PIRFENIDONE","PIRFENIDONE"
"1506","21481",1,"Glycopyrronium (Glycopyrronium Bromide)","Glycopyrronium","Glycopyrronium Bromide"
"1507","11369",1,"MEDIUM CHAIN TRIGLYCERIDES (MCT)","MEDIUM CHAIN TRIGLYCERIDES","MCT"
"1508","638",1,"FISH OIL","FISH OIL","FISH OIL"
"1509","21507",1,"Elvitegravir","Elvitegravir","Elvitegravir"
"1510","21508",1,"Cobicistat","Cobicistat","Cobicistat"
"1511","21511",1,"IVACAFTOR","IVACAFTOR","IVACAFTOR"
"1512","21532",1,"Stiripentol","Stiripentol","Stiripentol"
"1513","21534",1,"Nebivolol (Nebivolol Hydrochloride)","Nebivolol","Nebivolol Hydrochloride"
"1514","21537",1,"MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)","MEASLES VIRUS VACCINE LIVE ATTENUATED","EDMONSTON B STRAIN"
"1515","21660",1,"Ingenol Mebutate","Ingenol Mebutate","Ingenol Mebutate"
"1516","21796",1,"BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN"
"1517","22029",1,"Mirabegron","Mirabegron","Mirabegron"
"1518","22042",1,"Regorafenib","Regorafenib","Regorafenib"
"1519","12548",1,"ROTIGOTINE","ROTIGOTINE","ROTIGOTINE"
"1520","22048",1,"Dimethyl Fumarate","Dimethyl Fumarate","Dimethyl Fumarate"
"1521","22049",1,"Perampanel","Perampanel","Perampanel"
"1522","22051",1,"Pertuzumab","Pertuzumab","Pertuzumab"
"1523","5303",1,"METHOXSALEN","METHOXSALEN","METHOXSALEN"
"1524","22083",1,"Enzalutamide","Enzalutamide","Enzalutamide"
"1525","3812",1,"ARSENIC TRIOXIDE","ARSENIC TRIOXIDE","ARSENIC TRIOXIDE"
"1526","22109",1,"Ulipristal Acetate","Ulipristal Acetate","Ulipristal Acetate"
"1527","11084",1,"CISATRACURIUM (CISATRACURIUM BESYLATE)","CISATRACURIUM","CISATRACURIUM BESYLATE"
"1528","22120",1,"Vilanterol (Vilanterol trifenatate)","Vilanterol","Vilanterol trifenatate"
"1529","22124",1,"Guanfacine (GUANFACINE HYDROCHLORIDE)","Guanfacine","GUANFACINE HYDROCHLORIDE"
"1530","22125",1,"Vismodegib","Vismodegib","Vismodegib"
"1531","22126",1,"Dabrafenib (Dabrafenib mesylate)","Dabrafenib","Dabrafenib mesylate"
"1532","22128",1,"Trametinib","Trametinib","Trametinib"
"1533","22129",1,"Aclidinium bromide","Aclidinium bromide","Aclidinium bromide"
"1534","2372",1,"ALUMINUM HYDROXIDE-SUCROSE DRIED GEL","ALUMINUM HYDROXIDE-SUCROSE DRIED GEL","ALUMINUM HYDROXIDE-SUCROSE DRIED GEL"
"1535","22137",1,"RIFAXIMIN","RIFAXIMIN","RIFAXIMIN"
"1536","22139",1,"OCRIPLASMIN","OCRIPLASMIN","OCRIPLASMIN"
"1537","22143",1,"Sinecatechins","Sinecatechins","Sinecatechins"
"1538","22146",1,"TRASTUZUMAB EMTANSINE","TRASTUZUMAB EMTANSINE","TRASTUZUMAB EMTANSINE"
"1539","22147",1,"Galsulfase","Galsulfase","Galsulfase"
"1540","22148",1,"RIOCIGUAT","RIOCIGUAT","RIOCIGUAT"
"1541","22149",2,"PASIREOTIDE (Pasireotide Pamoate)|PASIREOTIDE (Pasireotide diaspartate)","PASIREOTIDE","Pasireotide Pamoate|Pasireotide diaspartate"
"1542","22151",1,"Efinaconazole","Efinaconazole","Efinaconazole"
"1543","21095",1,"Romidepsin","Romidepsin","Romidepsin"
"1544","21556",1,"DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)","DOLUTEGRAVIR","DOLUTEGRAVIR SODIUM"
"1545","7300",1,"INSULIN BIOSYNTHETIC HUMAN BR","INSULIN BIOSYNTHETIC HUMAN BR","INSULIN BIOSYNTHETIC HUMAN BR"
"1546","11804",1,"MERCAPTOPURINE","MERCAPTOPURINE","MERCAPTOPURINE"
"1547","22159",1,"Difluprednate","Difluprednate","Difluprednate"
"1548","22160",1,"Afatinib (Afatinib Dimaleate)","Afatinib","Afatinib Dimaleate"
"1549","22162",1,"MACITENTAN","MACITENTAN","MACITENTAN"
"1550","22163",1,"Aflibercept","Aflibercept","Aflibercept"
"1551","22169",1,"Teriflunomide","Teriflunomide","Teriflunomide"
"1552","22171",1,"simeprevir (Simeprevir sodium)","simeprevir","Simeprevir sodium"
"1553","22173",1,"Modified Vaccinia Virus (Ankara-Bavarian Nordic)","Modified Vaccinia Virus","Ankara-Bavarian Nordic"
"1554","22176",1,"Recombinant Neisseria meningitidis group B NHBA fusion protein","Recombinant Neisseria meningitidis group B NHBA fusion protein","Recombinant Neisseria meningitidis group B NHBA fusion protein"
"1555","22177",1,"Recombinant Neisseria meningitidis group B NadA protein","Recombinant Neisseria meningitidis group B NadA protein","Recombinant Neisseria meningitidis group B NadA protein"
"1556","22178",1,"Recombinant Neisseria meningitidis group B fHBP fusion protein","Recombinant Neisseria meningitidis group B fHBP fusion protein","Recombinant Neisseria meningitidis group B fHBP fusion protein"
"1557","22179",1,"Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)","Outer membrane vesicles","Neisseria meningitidis group B NZ98/254 strain"
"1558","22180",1,"Linaclotide","Linaclotide","Linaclotide"
"1559","22181",1,"Alogliptin (Alogliptin benzoate)","Alogliptin","Alogliptin benzoate"
"1560","22227",1,"SOFOSBUVIR","SOFOSBUVIR","SOFOSBUVIR"
"1561","22230",1,"Umeclidinium (Umeclidinium bromide)","Umeclidinium","Umeclidinium bromide"
"1562","11246",1,"FACTOR XIII","FACTOR XIII","FACTOR XIII"
"1563","22234",1,"Bosutinib","Bosutinib","Bosutinib"
"1564","22238",1,"Pomalidomide","Pomalidomide","Pomalidomide"
"1565","22241",1,"Lomitapide (Lomitapide Mesylate)","Lomitapide","Lomitapide Mesylate"
"1566","22250",1,"HAEMAGGLUTININ-STRAIN B (Victoria)","HAEMAGGLUTININ-STRAIN B","Victoria"
"1567","22251",1,"HAEMAGGLUTININ-STRAIN B (Yamagata)","HAEMAGGLUTININ-STRAIN B","Yamagata"
"1568","22245",1,"BRIMONIDINE (BRIMONIDINE TARTRATE)","BRIMONIDINE","BRIMONIDINE TARTRATE"
"1569","22263",1,"Recombinant human coagulation factor IX, FC Fusion protein","Recombinant human coagulation factor IX, FC Fusion protein","Recombinant human coagulation factor IX, FC Fusion protein"
"1570","22273",1,"STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT","STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT"
"1571","22274",1,"Tofacitinib (Tofacitinib citrate)","Tofacitinib","Tofacitinib citrate"
"1572","22295",1,"Canagliflozin","Canagliflozin","Canagliflozin"
"1573","22330",1,"Taliglucerase Alfa","Taliglucerase Alfa","Taliglucerase Alfa"
"1574","22341",1,"ICATIBANT (ICATIBANT ACETATE)","ICATIBANT","ICATIBANT ACETATE"
"1575","20598",1,"Influenza Virus Type A (H1N1)","Influenza Virus Type A","H1N1"
"1576","20599",1,"Influenza Virus Type A (H3N2)","Influenza Virus Type A","H3N2"
"1577","22408",1,"Influenza virus type B (Victoria)","Influenza virus type B","Victoria"
"1578","22409",1,"Influenza virus type B (Yamagata)","Influenza virus type B","Yamagata"
"1579","22430",1,"Eslicarbazepine acetate","Eslicarbazepine acetate","Eslicarbazepine acetate"
"1580","22450",1,"Elosulfase Alfa","Elosulfase Alfa","Elosulfase Alfa"
"1581","8540",1,"VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE"
"1582","22511",1,"Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","Antihemophilic Factor (Recombinant BDD), FC Fusion Protein","Recombinant BDD"
"1583","22522",1,"Nonacog Gamma","Nonacog Gamma","Nonacog Gamma"
"1584","22523",1,"Ledipasvir","Ledipasvir","Ledipasvir"
"1585","22525",1,"azelastine hydrochloride","azelastine hydrochloride","azelastine hydrochloride"
"1586","22527",1,"VORTIOXETINE (VORTIOXETINE HYDROBROMIDE)","VORTIOXETINE","VORTIOXETINE HYDROBROMIDE"
"1587","22528",1,"SIMOCTOCOG ALFA","SIMOCTOCOG ALFA","SIMOCTOCOG ALFA"
"1588","22541",1,"APREMILAST","APREMILAST","APREMILAST"
"1589","22542",1,"Ibrutinib","Ibrutinib","Ibrutinib"
"1590","22546",1,"Obinutuzumab","Obinutuzumab","Obinutuzumab"
"1591","22547",1,"SILTUXIMAB","SILTUXIMAB","SILTUXIMAB"
"1592","22549",1,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","Dapagliflozin","Dapagliflozin propanediol monohydrate"
"1593","22554",1,"Ombitasvir","Ombitasvir","Ombitasvir"
"1594","22555",1,"Dasabuvir (Dasabuvir sodium monohydrate)","Dasabuvir","Dasabuvir sodium monohydrate"
"1595","22556",1,"Paritaprevir","Paritaprevir","Paritaprevir"
"1596","22561",1,"Deferiprone","Deferiprone","Deferiprone"
"1597","22564",1,"Hexaminolevulinate hydrochloride","Hexaminolevulinate hydrochloride","Hexaminolevulinate hydrochloride"
"1598","22565",1,"Sodium phenylbutyrate","Sodium phenylbutyrate","Sodium phenylbutyrate"
"1599","22568",1,"CERITINIB","CERITINIB","CERITINIB"
"1600","22569",1,"Vedolizumab","Vedolizumab","Vedolizumab"
"1601","8549",1,"CLINDAMYCIN HYDROCHLORIDE","CLINDAMYCIN HYDROCHLORIDE","CLINDAMYCIN HYDROCHLORIDE"
"1602","22570",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN"
"1603","22571",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN"
"1604","22572",1,"RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN","RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN"
