AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
MI3S6ZF5QE,LAIDLOMYCIN,MI3S6ZF5QE,LAIDLOMYCIN,Active Ingredient,,
05TAA9I0Z8,LAIDLOMYCIN PROPIONATE POTASSIUM,MI3S6ZF5QE,LAIDLOMYCIN,,,
FOF26T73HA,LAMB,FOF26T73HA,LAMB,Active Ingredient,,
9XOE28082S,LAMIFIBAN,9XOE28082S,LAMIFIBAN,Active Ingredient,,
3UZ1CTQ989,LAMIFIBAN HYDROCHLORIDE,9XOE28082S,LAMIFIBAN,,,
15E7C67EE8,LAMINARIA DIGITATA,15E7C67EE8,LAMINARIA DIGITATA,Active Ingredient,,
046Y1357I6,LAMIUM ALBUM,046Y1357I6,LAMIUM ALBUM,Active Ingredient,,
2T8Q726O95,LAMIVUDINE,2T8Q726O95,LAMIVUDINE,Active Ingredient,,
U3H27498KS,LAMOTRIGINE,U3H27498KS,LAMOTRIGINE,Active Ingredient,,
BO55Z3JL5K,LAMTIDINE,BO55Z3JL5K,LAMTIDINE,Active Ingredient,,
5RR3JFZ771,LANATOSIDE C,5RR3JFZ771,LANATOSIDE C,Active Ingredient,,
62NWQ924LH,LANDIOLOL,62NWQ924LH,LANDIOLOL,Active Ingredient,,
G8HQ634Y17,LANDIOLOL HYDROCHLORIDE,62NWQ924LH,LANDIOLOL,,,
17G8FN2E1F,LANEPITANT,17G8FN2E1F,LANEPITANT,Active Ingredient,,
9TMU325RK3,LANICEMINE,9TMU325RK3,LANICEMINE,Active Ingredient,,
B408IW3GL5,LANINAMIVIR,B408IW3GL5,LANINAMIVIR,Active Ingredient,,
K3FRN4DDOY,LANIQUIDAR,K3FRN4DDOY,LANIQUIDAR,Active Ingredient,,
4E7858311F,LANOCONAZOLE,4E7858311F,LANOCONAZOLE,Active Ingredient,,
7EV65EAW6H,LANOLIN,7EV65EAW6H,LANOLIN,Active Ingredient,,
884C3FA9HE,LANOLIN ALCOHOLS,884C3FA9HE,LANOLIN ALCOHOLS,Active Ingredient,,
5U26HTF8RV,LANOTEPLASE,5U26HTF8RV,LANOTEPLASE,Active Ingredient,,
TO2JP2G53H,LANPERISONE,TO2JP2G53H,LANPERISONE,Active Ingredient,,
KC523G2996,LANPROSTON,KC523G2996,LANPROSTON,Active Ingredient,,
0G3DE8943Y,LANREOTIDE,0G3DE8943Y,LANREOTIDE,Active Ingredient,,
IEU56G3J9C,LANREOTIDE ACETATE,0G3DE8943Y,LANREOTIDE,Active Moiety,,
0K5C5T2QPG,LANSOPRAZOLE,0K5C5T2QPG,LANSOPRAZOLE,Active Ingredient,,
6I3K30563S,LANTHANUM,6I3K30563S,LANTHANUM,Active Ingredient,,
490D9F069T,LANTHANUM CARBONATE,O7FU5X12W5,LANTHANUM CATION (3+),Active Moiety,,
B221938VB6,LAPACHOL,B221938VB6,LAPACHOL,Active Ingredient,,
PEZ79BV72X,LAPAQUISTAT,PEZ79BV72X,LAPAQUISTAT,Active Ingredient,,
0VUA21238F,LAPATINIB,0VUA21238F,LAPATINIB,Active Ingredient,,
G873GX646R,LAPATINIB DITOSYLATE,0VUA21238F,LAPATINIB,Active Moiety,,
D7RD81HE4W,LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,D7RD81HE4W,LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,Active Ingredient,,
T50SJ23G82,LAPISTERIDE,T50SJ23G82,LAPISTERIDE,Active Ingredient,,
F427P36M7J,LAPRAFYLLINE,F427P36M7J,LAPRAFYLLINE,Active Ingredient,,
732T8851QH,LAPYRIUM CHLORIDE,5172AI8LRR,LAPYRIUM,,,
908SY76S4G,LAQUINIMOD,908SY76S4G,LAQUINIMOD,Active Ingredient,,
4H914M0CSP,LAQUINIMOD SODIUM,908SY76S4G,LAQUINIMOD,,,
ZN3R5560ZV,LARAZOTIDE,ZN3R5560ZV,LARAZOTIDE,Active Ingredient,,
FO8S2IW40N,LARAZOTIDE ACETATE,ZN3R5560ZV,LARAZOTIDE,,,
SI6O3IW77Z,LARD,SI6O3IW77Z,LARD,Active Ingredient,,
XC209ITL3J,LARGEMOUTH BASS,XC209ITL3J,LARGEMOUTH BASS,Active Ingredient,,
7IFM8431X3,LARICIFOMES OFFICINALIS FRUITING BODY,7IFM8431X3,LARICIFOMES OFFICINALIS FRUITING BODY,Active Ingredient,,
9UMZ642257,LARIX DECIDUA FLOWERING TOP,9UMZ642257,LARIX DECIDUA FLOWERING TOP,Active Ingredient,,
AD8LJ73GQF,LARIX DECIDUA RESIN,AD8LJ73GQF,LARIX DECIDUA RESIN,Active Ingredient,,
68O7VN4R7T,LARIX DECIDUA WOOD,68O7VN4R7T,LARIX DECIDUA WOOD,Active Ingredient,,
1L67OBT731,LARIX OCCIDENTALIS POLLEN,1L67OBT731,LARIX OCCIDENTALIS POLLEN,Active Ingredient,,
14J2G0U3NQ,LAROMUSTINE,14J2G0U3NQ,LAROMUSTINE,Active Ingredient,,
WP58SVM6R4,LARONIDASE,WP58SVM6R4,LARONIDASE,Active Ingredient,,
G7N11T8O78,LAROPIPRANT,G7N11T8O78,LAROPIPRANT,Active Ingredient,,
TWQ8K8A81Y,LAROTAXEL,TWQ8K8A81Y,LAROTAXEL,Active Ingredient,,
PK0TXD049P,LARREA TRIDENTATA TOP,PK0TXD049P,LARREA TRIDENTATA TOP,Active Ingredient,,
W7V2ZZ2FWB,LASALOCID,W7V2ZZ2FWB,LASALOCID,Active Ingredient,,
W2S5C71Y3G,LASALOCID SODIUM,W7V2ZZ2FWB,LASALOCID,,,
0QGV8237I3,LASINAVIR,0QGV8237I3,LASINAVIR,Active Ingredient,,
760I9WM792,LASMIDITAN,760I9WM792,LASMIDITAN,Active Ingredient,,
337G83N988,LASOFOXIFENE,337G83N988,LASOFOXIFENE,Active Ingredient,,
85X09V2GSO,LASOFOXIFENE TARTRATE,337G83N988,LASOFOXIFENE,,,
6Z5B6HVF6O,LATANOPROST,6Z5B6HVF6O,LATANOPROST,Active Ingredient,,
8VP54WOT4I,LATHYRUS SATIVAS SEED,8VP54WOT4I,LATHYRUS SATIVAS SEED,Active Ingredient,,
OD9237K1Z6,LATREPIRDINE,OD9237K1Z6,LATREPIRDINE,Active Ingredient,,
8B9414QQ5M,LATREPIRDINE DIHYDROCHLORIDE,OD9237K1Z6,LATREPIRDINE,,,
XJJ7QA858R,LATRODECTUS MACTANS,XJJ7QA858R,LATRODECTUS MACTANS,Active Ingredient,,
TI41393577,LATRODECTUS MACTANS VENOM,TI41393577,LATRODECTUS MACTANS VENOM,Active Ingredient,,
3BD22052MO,LAURAMIDE,3BD22052MO,LAURAMIDE,Active Ingredient,,
N72LMW566G,LAURETH-23,N72LMW566G,LAURETH-23,Active Ingredient,,
6HQ855798J,LAURETH-4,6HQ855798J,LAURETH-4,Active Ingredient,,
WY0R7196HP,LAURIXAMINE,WY0R7196HP,LAURIXAMINE,Active Ingredient,,
1F3X9DRV9X,LAUROCAPRAM,1F3X9DRV9X,LAUROCAPRAM,Active Ingredient,,
J587DZQ8YB,LAUROGUADINE,J587DZQ8YB,LAUROGUADINE,Active Ingredient,,
247012Z29Q,LAURUS NOBILIS FRUIT,247012Z29Q,LAURUS NOBILIS FRUIT,Active Ingredient,,
76LN7P7UCU,LAURYL GLUCOSIDE,76LN7P7UCU,LAURYL GLUCOSIDE,Active Ingredient,,
9YT4B71U8P,LAVANDULA ANGUSTIFOLIA FLOWERING TOP,9YT4B71U8P,LAVANDULA ANGUSTIFOLIA FLOWERING TOP,Active Ingredient,,
ZBP1YXW0H8,LAVENDER OIL,ZBP1YXW0H8,LAVENDER OIL,Active Ingredient,,
X16K5179V5,LAVOLTIDINE,X16K5179V5,LAVOLTIDINE,Active Ingredient,,
YSJ55YKG2J,LAVOLTIDINE SUCCINATE,X16K5179V5,LAVOLTIDINE,,,
420HD787N9,LAZABEMIDE,420HD787N9,LAZABEMIDE,Active Ingredient,,
PI150J9ZX1,LAZABEMIDE HYDROCHLORIDE,420HD787N9,LAZABEMIDE,,,
2P299V784P,LEAD,2P299V784P,LEAD,Active Ingredient,,
OTL90F2GLT,LEAD IODIDE,OTL90F2GLT,LEAD IODIDE,Active Ingredient,,
A7T248B302,LECIMIBIDE,A7T248B302,LECIMIBIDE,Active Ingredient,,
1DI56QDM62,"LECITHIN, SOYBEAN",1DI56QDM62,"LECITHIN, SOYBEAN",Active Ingredient,,
48854OTZ5E,LECOZOTAN,48854OTZ5E,LECOZOTAN,Active Ingredient,,
23EDE20K1X,LECOZOTAN HYDROCHLORIDE,48854OTZ5E,LECOZOTAN,,,
P13OO3FPZB,LEDAZEROL,P13OO3FPZB,LEDAZEROL,Active Ingredient,,
013TE6E4WV,LEDIPASVIR,013TE6E4WV,LEDIPASVIR,Active Ingredient,,
8HBT2JRJ5T,LEDOXANTRONE,8HBT2JRJ5T,LEDOXANTRONE,Active Ingredient,,
X9GSL37ED0,LEDOXANTRONE TRIHYDROCHLORIDE,8HBT2JRJ5T,LEDOXANTRONE,,,
877L01IZ0P,LEDUM PALUSTRE TWIG,877L01IZ0P,LEDUM PALUSTRE TWIG,Active Ingredient,,
RCU76P419D,LEEK,RCU76P419D,LEEK,Active Ingredient,,
4J9726V5Y9,LEFETAMINE,4J9726V5Y9,LEFETAMINE,Active Ingredient,,
XYT5RKF8JA,LEFETAMINE HYDROCHLORIDE,4J9726V5Y9,LEFETAMINE,,,
G162GK9U4W,LEFLUNOMIDE,G162GK9U4W,LEFLUNOMIDE,Active Ingredient,,
0R4888YXR5,LEFRADAFIBAN,0R4888YXR5,LEFRADAFIBAN,Active Ingredient,,
S1URO6678T,LEIOPYRROLE,S1URO6678T,LEIOPYRROLE,Active Ingredient,,
98C3QM4D0P,LEMIDOSUL,98C3QM4D0P,LEMIDOSUL,Active Ingredient,,
R3BD0YW4ZF,LEMILDIPINE,R3BD0YW4ZF,LEMILDIPINE,Active Ingredient,,
59H7G93Y1T,LEMINOPRAZOLE,59H7G93Y1T,LEMINOPRAZOLE,Active Ingredient,,
621HHM46SV,LEMNA MINOR,621HHM46SV,LEMNA MINOR,Active Ingredient,,
24RS0A988O,LEMON,24RS0A988O,LEMON,Active Ingredient,,
AGN709ANTJ,LEMON JUICE,AGN709ANTJ,LEMON JUICE,Active Ingredient,,
I9GRO824LL,LEMON OIL,I9GRO824LL,LEMON OIL,Active Ingredient,,
EZ109VJ012,LEMUTEPORFIN,EZ109VJ012,LEMUTEPORFIN,Active Ingredient,,
F0P408N6V4,LENALIDOMIDE,F0P408N6V4,LENALIDOMIDE,Active Ingredient,,
8M568DM08K,LENAMPICILLIN,8M568DM08K,LENAMPICILLIN,Active Ingredient,,
D6NBQ3H12U,LENAPENEM,D6NBQ3H12U,LENAPENEM,Active Ingredient,,
G53DC63OCM,LENIQUINSIN,G53DC63OCM,LENIQUINSIN,Active Ingredient,,
6WS4C399GB,LENOGRASTIM,6WS4C399GB,LENOGRASTIM,Active Ingredient,,
13P4GX22ES,LENPERONE,13P4GX22ES,LENPERONE,Active Ingredient,,
96Q0TL6O3G,LENPERONE HYDROCHLORIDE,13P4GX22ES,LENPERONE,,,
N47MW76OGX,LENSIPRAZINE,N47MW76OGX,LENSIPRAZINE,Active Ingredient,,
6O38V6B52O,LENTIL,6O38V6B52O,LENTIL,Active Ingredient,,
6751655D1D,LENTINAN,6751655D1D,LENTINAN,Active Ingredient,,
EE083865G2,LENVATINIB,EE083865G2,LENVATINIB,Active Ingredient,,
3J78384F61,LENVATINIB MESYLATE,EE083865G2,LENVATINIB,Active Moiety,,
8NC0C2YXK0,LEONURUS CARDIACA,8NC0C2YXK0,LEONURUS CARDIACA,Active Ingredient,,
Y43GF64R34,LEPIRUDIN,Y43GF64R34,LEPIRUDIN,Active Ingredient,,
5DXM29256P,LEPTACLINE,5DXM29256P,LEPTACLINE,Active Ingredient,,
V7XTJ4R0BH,LERCANIDIPINE,V7XTJ4R0BH,LERCANIDIPINE,Active Ingredient,,
OA8TFX68PE,LERCANIDIPINE HYDROCHLORIDE,V7XTJ4R0BH,LERCANIDIPINE,,,
O68JXU1W09,LERGOTRILE,O68JXU1W09,LERGOTRILE,Active Ingredient,,
1945N48N9E,LERGOTRILE MESYLATE,O68JXU1W09,LERGOTRILE,,,
Q36R82SXRG,LERISETRON,Q36R82SXRG,LERISETRON,Active Ingredient,,
R3ZGC15A9A,LERSIVIRINE,R3ZGC15A9A,LERSIVIRINE,,,
09ERP08I3W,LESINURAD,09ERP08I3W,LESINURAD,Active Ingredient,,
4D6Q6HGC7Z,LESOGABERAN,4D6Q6HGC7Z,LESOGABERAN,Active Ingredient,,
H1CGM4755H,LESOPITRON,H1CGM4755H,LESOPITRON,Active Ingredient,,
F930LFZ4LF,LESPEDEZA CAPITATA FLOWERING TOP,F930LFZ4LF,LESPEDEZA CAPITATA FLOWERING TOP,Active Ingredient,,
DO989GC5D1,LESTAURTINIB,DO989GC5D1,LESTAURTINIB,Active Ingredient,,
Y3WB03966W,LETAXABAN,Y3WB03966W,LETAXABAN,Active Ingredient,,
NBY3IU407M,LETEPRINIM,NBY3IU407M,LETEPRINIM,Active Ingredient,,
Q06WU8JY4F,LETEPRINIM POTASSIUM,NBY3IU407M,LETEPRINIM,,,
1H09Y5WO1F,LETERMOVIR,1H09Y5WO1F,LETERMOVIR,Active Ingredient,,
S48955N1AL,LETIMIDE,S48955N1AL,LETIMIDE,Active Ingredient,,
VDU2239C1V,LETIMIDE HYDROCHLORIDE,S48955N1AL,LETIMIDE,,,
6MVF9U95DW,LETOSTEINE,6MVF9U95DW,LETOSTEINE,Active Ingredient,,
U8736VCB22,LETRAZURIL,U8736VCB22,LETRAZURIL,Active Ingredient,,
7LKK855W8I,LETROZOLE,7LKK855W8I,LETROZOLE,Active Ingredient,,
5PO6NN3RRJ,LETTUCE,5PO6NN3RRJ,LETTUCE,Active Ingredient,,
GMW67QNF9C,LEUCINE,GMW67QNF9C,LEUCINE,Active Ingredient,,
64DXV166PH,LEUCINOCAINE,64DXV166PH,LEUCINOCAINE,Active Ingredient,,
RAP1D6110C,LEUCOCIANIDOL,RAP1D6110C,LEUCOCIANIDOL,Active Ingredient,,
Q573I9DVLP,LEUCOVORIN,Q573I9DVLP,LEUCOVORIN,Active Ingredient,,
RPR1R4C0P4,LEUCOVORIN CALCIUM,Q573I9DVLP,LEUCOVORIN,Active Moiety,,
2CU6TT9V48,LEUKOTRIENE C4,2CU6TT9V48,LEUKOTRIENE C4,Active Ingredient,,
EFY6W0M8TG,LEUPROLIDE,EFY6W0M8TG,LEUPROLIDE,Active Ingredient,,
37JNS02E7V,LEUPROLIDE ACETATE,EFY6W0M8TG,LEUPROLIDE,Active Ingredient,,
1Z20MGK851,LEURUBICIN,1Z20MGK851,LEURUBICIN,Active Ingredient,,
EDN2NBH5SS,LEVALBUTEROL,EDN2NBH5SS,LEVALBUTEROL,Active Ingredient,,
WDQ1526QJM,LEVALBUTEROL HYDROCHLORIDE,EDN2NBH5SS,LEVALBUTEROL,Active Moiety,,
ADS4I3E22M,LEVALBUTEROL TARTRATE,EDN2NBH5SS,LEVALBUTEROL,Active Moiety,,
353613BU4U,LEVALLORPHAN,353613BU4U,LEVALLORPHAN,Active Ingredient,,
U0VSF7HTN0,LEVALLORPHAN TARTRATE,353613BU4U,LEVALLORPHAN,,,
R87US8P740,LEVAMFETAMINE,R87US8P740,LEVAMFETAMINE,Active Ingredient,,
164AR976VT,LEVAMFETAMINE HYDROCHLORIDE,R87US8P740,LEVAMFETAMINE,,,
STC9O9MD79,LEVAMFETAMINE SUCCINATE,R87US8P740,LEVAMFETAMINE,,,
Q0108737R7,LEVAMFETAMINE SULFATE,R87US8P740,LEVAMFETAMINE,,,
2880D3468G,LEVAMISOLE,2880D3468G,LEVAMISOLE,Active Ingredient,,
DL9055K809,LEVAMISOLE HYDROCHLORIDE,2880D3468G,LEVAMISOLE,,,
FIG89N8AZY,LEVAMISOLE PHOSPHATE,2880D3468G,LEVAMISOLE,,,
0P6NLP6806,LEVAMLODIPINE,0P6NLP6806,LEVAMLODIPINE,Active Ingredient,,
S0QL3IT20J,LEVAMLODIPINE MALATE,0P6NLP6806,LEVAMLODIPINE,,,
12WW9T2ITA,LEVAMLODIPINE MALEATE,0P6NLP6806,LEVAMLODIPINE,,,
N5CFT140R8,LEVANT COTTONSEED OIL,N5CFT140R8,LEVANT COTTONSEED OIL,Active Ingredient,,
RW7PN4BLDJ,LEVCROMAKALIM,RW7PN4BLDJ,LEVCROMAKALIM,Active Ingredient,,
AK7DRB7FMO,LEVCYCLOSERINE,AK7DRB7FMO,LEVCYCLOSERINE,Active Ingredient,,
TDE8767O88,LEVEMOPAMIL,TDE8767O88,LEVEMOPAMIL,Active Ingredient,,
44YRR34555,LEVETIRACETAM,44YRR34555,LEVETIRACETAM,Active Ingredient,,
588N0603CT,LEVISOPRENALINE,588N0603CT,LEVISOPRENALINE,Active Ingredient,,
4T4453CLX7,LEVISTICUM OFFICINALE LEAF,4T4453CLX7,LEVISTICUM OFFICINALE LEAF,Active Ingredient,,
5SPW497X0Z,LEVLOFEXIDINE,5SPW497X0Z,LEVLOFEXIDINE,Active Ingredient,,
Y24T9BT2Q2,LEVMETAMFETAMINE,Y24T9BT2Q2,LEVMETAMFETAMINE,Active Ingredient,,
75O9XHA4TU,LEVOBETAXOLOL,75O9XHA4TU,LEVOBETAXOLOL,Active Ingredient,,
8MR4W4O06J,LEVOBETAXOLOL HYDROCHLORIDE,75O9XHA4TU,LEVOBETAXOLOL,,,
G6317AOI7K,LEVOBUNOLOL,G6317AOI7K,LEVOBUNOLOL,Active Ingredient,,
O90S49LDHH,LEVOBUNOLOL HYDROCHLORIDE,G6317AOI7K,LEVOBUNOLOL,Active Ingredient,,
A5H73K9U3W,LEVOBUPIVACAINE,A5H73K9U3W,LEVOBUPIVACAINE,Active Ingredient,,
J998RDZ51I,LEVOBUPIVACAINE HYDROCHLORIDE,A5H73K9U3W,LEVOBUPIVACAINE,,,
H68BP06S81,LEVOCABASTINE,H68BP06S81,LEVOCABASTINE,Active Ingredient,,
124XMA6YEI,LEVOCABASTINE HYDROCHLORIDE,H68BP06S81,LEVOCABASTINE,Active Ingredient,,
0G389FZZ9M,LEVOCARNITINE,0G389FZZ9M,LEVOCARNITINE,Active Ingredient,,
J3Y5E6IKS3,LEVOCARNITINE HYDROCHLORIDE,0G389FZZ9M,LEVOCARNITINE,,,
12FW2YBF04,LEVOCARNITINE PROPIONATE HYDROCHLORIDE,0G389FZZ9M,LEVOCARNITINE,,,
4D8F2Q45LQ,LEVOCARNITINE TARTRATE,0G389FZZ9M,LEVOCARNITINE,,,
6U5EA9RT2O,LEVOCETIRIZINE,6U5EA9RT2O,LEVOCETIRIZINE,Active Ingredient,,
SOD6A38AGA,LEVOCETIRIZINE DIHYDROCHLORIDE,6U5EA9RT2O,LEVOCETIRIZINE,Active Ingredient,,
46627O600J,LEVODOPA,46627O600J,LEVODOPA,Active Ingredient,,
3O31P6T4G3,LEVODROPROPIZINE,3O31P6T4G3,LEVODROPROPIZINE,Active Ingredient,,
3SZ9ZII529,LEVOFACETOPERANE,3SZ9ZII529,LEVOFACETOPERANE,Active Ingredient,,
953A94Y45B,LEVOFENFLURAMINE,953A94Y45B,LEVOFENFLURAMINE,Active Ingredient,,
6GNT3Y5LMF,LEVOFLOXACIN,RIX4E89Y14,LEVOFLOXACIN ANHYDROUS,Active Moiety,,
RIX4E89Y14,LEVOFLOXACIN ANHYDROUS,RIX4E89Y14,LEVOFLOXACIN ANHYDROUS,Active Ingredient,,
1NF639GZUU,LEVOFLOXACIN SODIUM,RIX4E89Y14,LEVOFLOXACIN ANHYDROUS,,,
V6H66N6UDU,LEVOFURALTADONE,V6H66N6UDU,LEVOFURALTADONE,Active Ingredient,,
ZIA9BC2JJR,LEVOFURALTADONE HYDROCHLORIDE,V6H66N6UDU,LEVOFURALTADONE,,,
9ZYE0A32A9,LEVOISOMETHADONE HYDROCHLORIDE,F16TLI77RN,LEVOISOMETHADONE,,,
FB55O16184,LEVOLANSOPRAZOLE,FB55O16184,LEVOLANSOPRAZOLE,Active Ingredient,,
990S25980Y,LEVOLEUCOVORIN,990S25980Y,LEVOLEUCOVORIN,Active Ingredient,,
778XL6VBS8,LEVOLEUCOVORIN CALCIUM,990S25980Y,LEVOLEUCOVORIN,Active Moiety,,
WA16A5Y52X,LEVOLEUCOVORIN CALCIUM PENTAHYDRATE,990S25980Y,LEVOLEUCOVORIN,Active Moiety,,
A9R10K3F2F,LEVOMEFOLATE CALCIUM,8S95DH25XC,LEVOMEFOLIC ACID,Active Moiety,,
A9R10K3F2F,LEVOMEFOLATE CALCIUM,8S95DH25XC,LEVOMEFOLIC ACID,Active Ingredient,,
8S95DH25XC,LEVOMEFOLIC ACID,8S95DH25XC,LEVOMEFOLIC ACID,Active Ingredient,,
24WE03BX2T,LEVOMENOL,24WE03BX2T,LEVOMENOL,Active Ingredient,,
BZ1R15MTK7,LEVOMENTHOL,BZ1R15MTK7,LEVOMENTHOL,Active Ingredient,,
9G0LAW7ATQ,LEVOMEPROMAZINE,9G0LAW7ATQ,LEVOMEPROMAZINE,Active Ingredient,,
42BB1Y2586,LEVOMEPROMAZINE HYDROCHLORIDE,9G0LAW7ATQ,LEVOMEPROMAZINE,,,
5KN5Y9V01K,LEVOMEPROMAZINE MALEATE,9G0LAW7ATQ,LEVOMEPROMAZINE,,,
5G2MWA892Y,LEVOMEQUITAZINE,5G2MWA892Y,LEVOMEQUITAZINE,Active Ingredient,,
6Y75Z4E8NS,LEVOMETHADONE,6Y75Z4E8NS,LEVOMETHADONE,Active Ingredient,,
V57LC776C0,LEVOMETHADONE HYDROCHLORIDE,6Y75Z4E8NS,LEVOMETHADONE,,,
R3B637Y991,LEVOMETHADYL ACETATE,R3B637Y991,LEVOMETHADYL ACETATE,Active Ingredient,,
B54CW5KG52,LEVOMETHADYL ACETATE HYDROCHLORIDE,QZH7WR4VKJ,LEVOMETHADYL,,,
7ZZ22K9QE6,LEVOMETHORPHAN,7ZZ22K9QE6,LEVOMETHORPHAN,Active Ingredient,,
X5M0KIH62F,LEVOMETHORPHAN TARTRATE,7ZZ22K9QE6,LEVOMETHORPHAN,,,
3DEP0MVZ0Z,LEVOMETIOMEPRAZINE,3DEP0MVZ0Z,LEVOMETIOMEPRAZINE,Active Ingredient,,
UGM0326TXX,LEVOMILNACIPRAN,UGM0326TXX,LEVOMILNACIPRAN,Active Ingredient,,
371U2ZK31U,LEVOMILNACIPRAN HYDROCHLORIDE,UGM0326TXX,LEVOMILNACIPRAN,Active Moiety,,
K4NON6FSON,LEVOMOPROLOL,K4NON6FSON,LEVOMOPROLOL,Active Ingredient,,
7M86YFN15D,LEVOMORAMIDE,7M86YFN15D,LEVOMORAMIDE,Active Ingredient,,
8WHH66L098,LEVONADIFLOXACIN,8WHH66L098,LEVONADIFLOXACIN,Active Ingredient,,
03S640ADSK,LEVONANTRADOL,03S640ADSK,LEVONANTRADOL,Active Ingredient,,
V92884KHRI,LEVONANTRADOL HYDROCHLORIDE,03S640ADSK,LEVONANTRADOL,,,
GMK2E335DQ,LEVONEBIVOLOL,GMK2E335DQ,LEVONEBIVOLOL,Active Ingredient,,
V008L6478D,LEVONORDEFRIN,V008L6478D,LEVONORDEFRIN,Active Ingredient,,
5W7SIA7YZW,LEVONORGESTREL,5W7SIA7YZW,LEVONORGESTREL,Active Ingredient,,
VF642934XZ,LEVONORGESTREL ACETATE,5W7SIA7YZW,LEVONORGESTREL,,,
7Q24AL2BR2,LEVOPHENACYLMORPHAN,7Q24AL2BR2,LEVOPHENACYLMORPHAN,Active Ingredient,,
U75VZ9PK1J,LEVOPROPOXYPHENE,U75VZ9PK1J,LEVOPROPOXYPHENE,Active Ingredient,,
KK9590R73S,LEVOPROPOXYPHENE NAPSYLATE,U75VZ9PK1J,LEVOPROPOXYPHENE,,,
W7DQT6KY5S,LEVOPROPOXYPHENE NAPSYLATE ANHYDROUS,U75VZ9PK1J,LEVOPROPOXYPHENE,,,
EVM0146RSP,LEVOPROPYLCILLIN,EVM0146RSP,LEVOPROPYLCILLIN,Active Ingredient,,
4R3L4TYV09,LEVOPROPYLHEXEDRINE,4R3L4TYV09,LEVOPROPYLHEXEDRINE,Active Ingredient,,
KYX86D468O,LEVOPROTILINE,KYX86D468O,LEVOPROTILINE,Active Ingredient,,
9512UKZ352,LEVORMELOXIFENE,9512UKZ352,LEVORMELOXIFENE,Active Ingredient,,
2XFK7X56Q3,LEVORMELOXIFENE FUMARATE,9512UKZ352,LEVORMELOXIFENE,,,
27618J1N2X,LEVORPHANOL,27618J1N2X,LEVORPHANOL,Active Ingredient,,
04WQU6T9QI,LEVORPHANOL TARTRATE,27618J1N2X,LEVORPHANOL,Active Ingredient,,
9VDH1G55NC,LEVOSEMOTIADIL,9VDH1G55NC,LEVOSEMOTIADIL,Active Ingredient,,
C6T4514L4E,LEVOSIMENDAN,C6T4514L4E,LEVOSIMENDAN,Active Ingredient,,
JTG7R315LK,LEVOSULPIRIDE,JTG7R315LK,LEVOSULPIRIDE,Active Ingredient,,
Q51BO43MG4,LEVOTHYROXINE,Q51BO43MG4,LEVOTHYROXINE,,,
9J765S329G,LEVOTHYROXINE SODIUM,Q51BO43MG4,LEVOTHYROXINE,Reference Drug,054I36CPMN,LEVOTHYROXINE SODIUM ANHYDROUS 
054I36CPMN,LEVOTHYROXINE SODIUM ANHYDROUS ,Q51BO43MG4,LEVOTHYROXINE,Active Ingredient,,
11ZYL7QK34,LEVOTOFISOPAM,11ZYL7QK34,LEVOTOFISOPAM,Active Ingredient,,
811X558HU0,LEVOXADROL,811X558HU0,LEVOXADROL,Active Ingredient,,
3ARD9VMM81,LEVOXADROL HYDROCHLORIDE,811X558HU0,LEVOXADROL,,,
9G3DCA3958,LEXACALCITOL,9G3DCA3958,LEXACALCITOL,Active Ingredient,,
V4CP8RSX7V,LEXIDRONAM,V4CP8RSX7V,LEXIDRONAM,Active Ingredient,,
2ZYX2V82AD,LEXIDRONAM PENTASODIUM SALT,V4CP8RSX7V,LEXIDRONAM,,,
H14917M9YW,LEXIPAFANT,H14917M9YW,LEXIPAFANT,Active Ingredient,,
7QKO29734U,LEXITHROMYCIN,7QKO29734U,LEXITHROMYCIN,Active Ingredient,,
3578QN1B5H,LEXOFENAC,3578QN1B5H,LEXOFENAC,Active Ingredient,,
257GC6QO0Q,LEYMUS CONDENSATUS POLLEN,257GC6QO0Q,LEYMUS CONDENSATUS POLLEN,Active Ingredient,,
K0Q29TGV9Y,LIAROZOLE,K0Q29TGV9Y,LIAROZOLE,Active Ingredient,,
91W7VLK7J3,LIAROZOLE FUMARATE,K0Q29TGV9Y,LIAROZOLE,,,
29T7S2IB97,LIAROZOLE HYDROCHLORIDE,K0Q29TGV9Y,LIAROZOLE,,,
19ONH7KRJ3,LIBECILLIDE,19ONH7KRJ3,LIBECILLIDE,Active Ingredient,,
QD8496WWYK,LIBENZAPRIL,QD8496WWYK,LIBENZAPRIL,Active Ingredient,,
XFX1A5KJ3V,LICARBAZEPINE,XFX1A5KJ3V,LICARBAZEPINE,Active Ingredient,,
P5T6BYS22Y,LICOFELONE,P5T6BYS22Y,LICOFELONE,Active Ingredient,,
61ZBX54883,LICORICE,61ZBX54883,LICORICE,Active Ingredient,,
3Z3037LJTC,LICOSTINEL,3Z3037LJTC,LICOSTINEL,Active Ingredient,,
BKF20UO9HK,LIDADRONIC ACID,BKF20UO9HK,LIDADRONIC ACID,Active Ingredient,,
Q8X04W8418,LIDAMIDINE,Q8X04W8418,LIDAMIDINE,Active Ingredient,,
